Game,Team,days_of_rest,CA,CF,FA,FF,GA,GF,HDCA,HDCF,HDGA,HDGF,HDSA,HDSF,LDCA,LDCF,LDGA,LDGF,LDSA,LDSF,MDCA,MDCF,MDGA,MDGF,MDSA,MDSF,PDO,SA,SCA,SCF,SF,xGA,xGF
"2021-03-17 - VAN 3, OTT 2",VAN,1.0,66.0,53.5,47.9,39.7,2.4,2.3,12.0,10.2,1.4,1.1,9.4,7.0,27.0,25.0,0.3,0.4,13.7,12.9,22.8,14.5,0.6,0.8,11.2,6.8,1.0201,35.6,34.8,24.7,28.5,3.272,2.324
"2021-03-19 - VAN 3, MTL 2",VAN,1.0,67.4,52.2,48.7,39.3,2.2,2.2,11.4,9.8,1.1,1.1,8.5,6.7,28.8,24.8,0.3,0.3,14.5,13.1,23.3,14.0,0.7,0.8,11.8,6.5,1.0254,35.9,34.7,23.8,28.1,3.144,2.2350000000000003
"2021-03-20 - VAN 4, MTL 5",VAN,0.0,68.2,49.9,49.1,38.1,2.1,2.5,10.7,9.5,1.0,1.3,7.8,6.5,29.7,23.6,0.4,0.3,14.5,13.0,24.0,12.9,0.6,0.9,12.4,6.5,1.0385,35.6,34.7,22.4,27.7,2.954,2.149
"2021-03-22 - WPG 4, VAN 0",VAN,1.0,70.5,50.5,50.8,37.9,2.5,2.5,11.8,9.2,1.0,1.3,8.1,6.1,30.7,23.8,0.6,0.3,15.4,12.9,24.6,13.4,0.8,0.9,12.5,6.8,1.0295999999999998,36.9,36.4,22.6,27.6,3.01,2.039
"2021-03-24 - WPG 5, VAN 1",VAN,1.0,70.7,50.1,50.5,37.3,2.4,2.3,11.7,8.9,0.8,1.3,7.6,5.8,30.1,23.5,0.6,0.3,14.9,12.8,24.8,13.6,1.0,0.7,12.6,6.4,1.0226,35.9,36.5,22.5,26.5,2.9080000000000004,2.026
"2021-04-18 - TOR 2, VAN 3",VAN,24.0,70.1,52.3,50.8,38.8,2.8,2.1,11.7,10.0,1.1,1.3,7.8,6.6,30.4,23.5,0.6,0.2,15.4,12.6,23.9,14.3,1.0,0.6,12.2,6.9,1.0036999999999998,36.3,35.6,24.3,27.6,3.024,2.337
"2021-04-20 - TOR 3, VAN 6",VAN,1.0,70.9,51.1,51.5,37.7,2.8,2.0,13.0,9.4,1.1,1.2,8.4,6.1,29.3,22.4,0.6,0.2,14.9,12.0,24.8,14.6,1.0,0.6,12.3,7.1,1.0033,36.3,37.8,24.0,26.9,3.262,2.301
"2021-04-22 - OTT 3, VAN 0",VAN,1.0,70.3,51.8,51.7,38.2,3.0,2.5,13.3,9.2,1.3,1.4,8.8,5.9,28.9,22.7,0.5,0.4,15.0,12.3,24.4,14.3,1.1,0.6,12.8,6.8,1.0164,37.3,37.7,23.5,26.9,3.3160000000000003,2.444
"2021-04-24 - OTT 2, VAN 4",VAN,1.0,67.1,53.5,49.1,39.0,2.8,2.4,12.8,9.2,1.2,1.4,8.4,5.9,27.2,23.0,0.4,0.3,13.9,12.1,23.2,15.8,1.0,0.6,12.0,7.7,1.0113,35.3,36.0,25.0,27.6,3.282,2.5380000000000003
"2021-04-26 - VAN 1, OTT 2",VAN,1.0,66.4,52.9,49.0,39.4,2.9,2.6,12.5,8.4,1.3,1.4,8.5,5.5,26.8,23.3,0.4,0.4,13.6,13.2,23.1,15.6,1.0,0.7,11.6,7.6,1.0116,34.6,35.6,24.0,28.2,3.219,2.589
