Game,Team,CF,CA,FF,FA,SF,SA,GF,GA,xGF,xGA,SCF,SCA,HDCF,HDCA,HDSF,HDSA,HDGF,HDGA,MDCF,MDCA,MDSF,MDSA,MDGF,MDGA,LDCF,LDCA,LDSF,LDSA,LDGF,LDGA,PDO
"2023-10-10 - NSH 3, TB 5",NSH,65,61,46,50,31,34,3,5,4.23,3.99,34,30,15,10,12,9,2,3,19,20,6,7,0,1,34,45,13,18,1,1,0.95
"2023-10-10 - NSH 3, TB 5",TB,61,65,50,46,34,31,5,3,3.99,4.23,30,34,10,15,9,12,3,2,20,19,7,6,1,0,45,34,18,13,1,1,1.05
"2023-10-10 - CHI 4, PIT 2",CHI,73,71,54,55,36,41,4,2,5.21,3.31,35,27,16,12,12,9,3,1,19,15,10,10,1,0,36,50,12,18,0,1,1.062
"2023-10-10 - CHI 4, PIT 2",PIT,71,73,55,54,41,36,2,4,3.31,5.21,27,35,12,16,9,12,1,3,15,19,10,10,0,1,50,36,18,12,1,0,0.938
"2023-10-10 - SEA 1, VGK 4",SEA,71,61,48,42,33,28,1,4,3.94,3.9,43,30,16,17,11,11,1,2,27,13,8,6,0,1,33,32,13,9,0,0,0.887
"2023-10-10 - SEA 1, VGK 4",VGK,61,71,42,48,28,33,4,1,3.9,3.94,30,43,17,16,11,11,2,1,13,27,6,8,1,0,32,33,9,13,0,0,1.113
"2023-10-11 - OTT 3, CAR 5",CAR,79,56,61,46,42,30,5,3,4.13,3.27,39,26,15,13,11,7,3,2,24,13,12,7,0,1,44,32,19,14,2,0,1.019
"2023-10-11 - OTT 3, CAR 5",OTT,56,79,46,61,30,42,3,5,3.27,4.13,26,39,13,15,7,11,2,3,13,24,7,12,1,0,32,44,14,19,0,2,0.981
"2023-10-11 - MTL 5, TOR 6",MTL,51,71,35,54,24,42,5,5,2.13,3.4,26,39,9,14,5,10,3,1,17,25,9,14,2,1,21,37,7,15,0,3,1.089
"2023-10-11 - MTL 5, TOR 6",TOR,71,51,54,35,42,24,5,5,3.4,2.13,39,26,14,9,10,5,1,3,25,17,14,9,1,2,37,21,15,7,3,0,0.911
"2023-10-11 - CHI 1, BOS 3",BOS,74,45,49,33,33,21,3,1,4.52,2.09,41,26,16,9,13,5,1,1,25,17,8,6,2,0,39,22,11,9,0,0,1.043
"2023-10-11 - CHI 1, BOS 3",CHI,45,74,33,49,21,33,1,3,2.09,4.52,26,41,9,16,5,13,1,1,17,25,6,8,0,2,22,39,9,11,0,0,0.957
"2023-10-11 - WPG 3, CGY 5",CGY,45,83,31,57,22,37,5,3,3.78,5.21,23,50,10,19,7,13,3,1,13,31,7,11,1,2,28,39,6,12,1,0,1.146
"2023-10-11 - WPG 3, CGY 5",WPG,83,45,57,31,37,22,3,5,5.21,3.78,50,23,19,10,13,7,1,3,31,13,11,7,2,1,39,28,12,6,0,1,0.854
"2023-10-11 - COL 5, LA 2",COL,60,73,46,49,37,36,5,2,4.47,3.65,24,35,9,14,8,11,0,2,15,21,10,8,3,0,41,47,18,15,2,0,1.08
"2023-10-11 - COL 5, LA 2",LA,73,60,49,46,36,37,2,5,3.65,4.47,35,24,14,9,11,8,2,0,21,15,8,10,0,3,47,41,15,18,0,2,0.92
"2023-10-11 - EDM 1, VAN 8",EDM,55,54,40,43,27,32,1,8,2.97,3.83,27,29,10,12,7,9,0,4,17,17,6,10,0,2,35,36,13,12,1,2,0.787
"2023-10-11 - EDM 1, VAN 8",VAN,54,55,43,40,32,27,8,1,3.83,2.97,29,27,12,10,9,7,4,0,17,17,10,6,2,0,36,35,12,13,2,1,1.213
"2023-10-12 - NYR 5, BUF 1",BUF,61,57,38,43,25,31,1,5,2.22,4.74,21,22,6,15,5,10,1,3,15,7,3,3,0,1,46,40,17,16,0,0,0.879
"2023-10-12 - NYR 5, BUF 1",NYR,57,61,43,38,31,25,5,1,4.74,2.22,22,21,15,6,10,5,3,1,7,15,3,3,1,0,40,46,16,17,0,0,1.121
"2023-10-12 - PHI 4, CBJ 2",CBJ,61,74,43,50,33,37,2,4,2.49,4.49,23,33,9,13,7,10,2,3,14,20,6,10,0,1,41,33,18,11,0,0,0.952
"2023-10-12 - PHI 4, CBJ 2",PHI,74,61,50,43,37,33,4,2,4.49,2.49,33,23,13,9,10,7,3,2,20,14,10,6,1,0,33,41,11,18,0,0,1.048
"2023-10-12 - DET 3, NJ 4",DET,58,68,46,52,35,27,3,4,3.42,4.87,24,30,9,10,9,6,3,1,15,20,6,8,0,1,36,43,17,13,0,2,0.938
"2023-10-12 - DET 3, NJ 4",NJ,68,58,52,46,27,35,4,3,4.87,3.42,30,24,10,9,6,9,1,3,20,15,8,6,1,0,43,36,13,17,2,0,1.062
"2023-10-12 - STL 1, DAL 2",DAL,70,48,51,31,34,24,1,1,3.03,2.28,32,25,13,10,8,7,1,1,19,15,8,8,0,0,41,25,17,9,0,0,0.988
"2023-10-12 - STL 1, DAL 2",STL,48,70,31,51,24,34,1,1,2.28,3.03,25,32,10,13,7,8,1,1,15,19,8,8,0,0,25,41,9,17,0,0,1.012
"2023-10-12 - FLA 0, MIN 2",FLA,83,40,53,28,41,21,0,2,3.84,1.75,44,19,18,6,14,3,0,1,26,13,13,3,0,0,50,26,13,13,0,1,0.905
"2023-10-12 - FLA 0, MIN 2",MIN,40,83,28,53,21,41,2,0,1.75,3.84,19,44,6,18,3,14,1,0,13,26,3,13,0,0,26,50,13,13,1,0,1.095
"2023-10-12 - SEA 0, NSH 3",NSH,74,61,54,40,35,23,3,0,5.07,2.87,30,23,12,12,9,6,1,0,18,11,8,3,0,0,40,39,16,12,1,0,1.086
"2023-10-12 - SEA 0, NSH 3",SEA,61,74,40,54,23,35,0,3,2.87,5.07,23,30,12,12,6,9,0,1,11,18,3,8,0,0,39,40,12,16,0,1,0.914
"2023-10-12 - VGK 4, SJ 1",SJ,47,61,36,40,23,32,1,4,2.71,2.59,20,31,11,9,5,8,0,0,9,22,3,10,1,3,28,30,13,12,0,1,0.918
"2023-10-12 - VGK 4, SJ 1",VGK,61,47,40,36,32,23,4,1,2.59,2.71,31,20,9,11,8,5,0,0,22,9,10,3,3,1,30,28,12,13,1,0,1.082
"2023-10-13 - ARI 4, NJ 3",ARI,53,66,39,46,33,36,3,3,4.01,3.32,30,31,14,10,11,8,0,0,16,21,9,10,1,3,26,38,11,14,2,0,1.008
"2023-10-13 - ARI 4, NJ 3",NJ,66,53,46,39,36,33,3,3,3.32,4.01,31,30,10,14,8,11,0,0,21,16,10,9,3,1,38,26,14,11,0,2,0.992
"2023-10-13 - PIT 4, WSH 0",PIT,68,54,50,32,35,19,4,0,3.32,2.09,27,25,12,5,10,4,2,0,15,20,8,5,1,0,48,33,15,8,1,0,1.114
"2023-10-13 - PIT 4, WSH 0",WSH,54,68,32,50,19,35,0,4,2.09,3.32,25,27,5,12,4,10,0,2,20,15,5,8,0,1,33,48,8,15,0,1,0.886
"2023-10-14 - PHI 2, OTT 5",OTT,53,50,44,32,31,21,5,2,3.41,2.6,26,29,9,11,6,7,1,1,17,18,10,7,2,1,33,26,12,7,2,0,1.066
"2023-10-14 - PHI 2, OTT 5",PHI,50,53,32,44,21,31,2,5,2.6,3.41,29,26,11,9,7,6,1,1,18,17,7,10,1,2,26,33,7,12,0,2,0.934
"2023-10-14 - FLA 4, WPG 6",FLA,67,54,51,44,33,35,4,6,3.75,3.25,22,28,12,14,10,11,4,4,10,14,6,9,0,1,48,38,16,14,0,1,0.95
"2023-10-14 - FLA 4, WPG 6",WPG,54,67,44,51,35,33,6,4,3.25,3.75,28,22,14,12,11,10,4,4,14,10,9,6,1,0,38,48,14,16,1,0,1.05
"2023-10-14 - NSH 2, BOS 3",BOS,60,72,37,54,30,36,3,2,2.87,4.17,35,40,16,18,13,11,3,1,19,22,7,10,0,1,29,41,10,13,0,0,1.044
"2023-10-14 - NSH 2, BOS 3",NSH,72,60,54,37,36,30,2,3,4.17,2.87,40,35,18,16,11,13,1,3,22,19,10,7,1,0,41,29,13,10,0,0,0.956
"2023-10-14 - NYR 3, CBJ 5",CBJ,47,93,35,64,21,42,5,3,2.95,4.79,22,45,14,18,8,10,4,1,8,27,2,12,0,1,29,50,11,20,1,1,1.167
"2023-10-14 - NYR 3, CBJ 5",NYR,93,47,64,35,42,21,3,5,4.79,2.95,45,22,18,14,10,8,1,4,27,8,12,2,1,0,50,29,20,11,1,1,0.833
"2023-10-14 - TB 4, DET 6",DET,63,67,52,43,42,25,6,4,4.3,2.42,34,26,13,7,11,4,2,0,21,19,14,8,1,3,32,40,16,10,2,1,0.983
"2023-10-14 - TB 4, DET 6",TB,67,63,43,52,25,42,4,6,2.42,4.3,26,34,7,13,4,11,0,2,19,21,8,14,3,1,40,32,10,16,1,2,1.017
"2023-10-14 - CHI 2, MTL 3",CHI,61,66,41,44,30,36,2,3,5.37,2.97,34,30,16,13,13,11,2,2,18,17,7,10,0,0,28,37,10,12,0,1,0.983
"2023-10-14 - CHI 2, MTL 3",MTL,66,61,44,41,36,30,3,2,2.97,5.37,30,34,13,16,11,13,2,2,17,18,10,7,0,0,37,28,12,10,1,0,1.017
"2023-10-14 - CGY 2, PIT 5",CGY,81,48,55,42,36,29,2,5,2.64,3.85,41,30,12,11,4,8,1,0,29,19,12,11,0,4,53,19,20,8,1,0,0.883
"2023-10-14 - CGY 2, PIT 5",PIT,48,81,42,55,29,36,5,2,3.85,2.64,30,41,11,12,8,4,0,1,19,29,11,12,4,0,19,53,8,20,0,1,1.117
"2023-10-14 - MIN 4, TOR 7",MIN,65,54,46,43,32,33,4,7,3.31,3.61,31,29,12,15,9,12,3,3,19,14,8,7,0,2,40,29,12,13,1,2,0.913
"2023-10-14 - MIN 4, TOR 7",TOR,54,65,43,46,33,32,7,4,3.61,3.31,29,31,15,12,12,9,3,3,14,19,7,8,2,0,29,40,13,12,2,1,1.087
"2023-10-14 - BUF 2, NYI 3",BUF,53,57,36,41,28,29,2,3,1.84,2.34,22,27,6,9,5,6,2,2,16,18,7,9,0,1,31,38,15,13,0,0,0.968
"2023-10-14 - BUF 2, NYI 3",NYI,57,53,41,36,29,28,3,2,2.34,1.84,27,22,9,6,6,5,2,2,18,16,9,7,1,0,38,31,13,15,0,0,1.032
"2023-10-14 - SEA 1, STL 2",SEA,65,57,45,43,31,25,1,1,2.53,2.5,34,27,13,7,9,3,1,0,21,20,10,10,0,1,36,35,12,12,0,0,0.992
"2023-10-14 - SEA 1, STL 2",STL,57,65,43,45,25,31,1,1,2.5,2.53,27,34,7,13,3,9,0,1,20,21,10,10,1,0,35,36,12,12,0,0,1.008
"2023-10-14 - VAN 4, EDM 3",EDM,88,33,60,24,40,16,3,4,5.16,2.07,49,19,21,7,10,5,1,4,28,12,14,5,2,0,45,18,16,4,0,0,0.825
"2023-10-14 - VAN 4, EDM 3",VAN,33,88,24,60,16,40,4,3,2.07,5.16,19,49,7,21,5,10,4,1,12,28,5,14,0,2,18,45,4,16,0,0,1.175
"2023-10-14 - COL 2, SJ 1",COL,111,57,81,38,52,21,1,1,5.05,2.9,48,31,23,9,14,6,0,1,25,22,8,8,1,0,79,31,27,5,0,0,0.972
"2023-10-14 - COL 2, SJ 1",SJ,57,111,38,81,21,52,1,1,2.9,5.05,31,48,9,23,6,14,1,0,22,25,8,8,0,1,31,79,5,27,0,0,1.028
"2023-10-14 - ANA 1, VGK 4",ANA,49,69,35,50,23,38,1,4,2.26,4.4,23,34,9,14,4,10,1,3,14,20,7,5,0,0,32,44,12,21,0,1,0.938
"2023-10-14 - ANA 1, VGK 4",VGK,69,49,50,35,38,23,4,1,4.4,2.26,34,23,14,9,10,4,3,1,20,14,5,7,0,0,44,32,21,12,1,0,1.062
"2023-10-14 - CAR 6, LA 5",CAR,45,67,31,43,19,30,5,5,2.0,2.88,22,35,8,10,5,5,1,2,14,25,6,11,3,2,24,47,7,14,1,1,1.096
"2023-10-14 - CAR 6, LA 5",LA,67,45,43,31,30,19,5,5,2.88,2.0,35,22,10,8,5,5,2,1,25,14,11,6,2,3,47,24,14,7,1,1,0.904
"2023-10-15 - TB 2, OTT 5",OTT,62,50,44,34,38,24,5,2,3.63,1.7,29,20,11,6,11,4,4,2,18,14,8,9,1,0,34,34,13,9,0,0,1.048
"2023-10-15 - TB 2, OTT 5",TB,50,62,34,44,24,38,2,5,1.7,3.63,20,29,6,11,4,11,2,4,14,18,9,8,0,1,34,34,9,13,0,0,0.952
"2023-10-15 - CAR 3, ANA 6",ANA,49,88,38,58,25,35,6,3,4.0,2.93,25,30,11,9,8,4,0,1,14,21,8,11,3,1,24,56,7,20,2,1,1.154
"2023-10-15 - CAR 3, ANA 6",CAR,88,49,58,38,35,25,3,6,2.93,4.0,30,25,9,11,4,8,1,0,21,14,11,8,1,3,56,24,20,7,1,2,0.846
"2023-10-16 - DET 4, CBJ 0",CBJ,50,48,35,38,23,28,0,4,2.03,2.95,19,26,6,13,3,13,0,3,13,13,6,6,0,1,34,35,11,9,0,0,0.857
"2023-10-16 - DET 4, CBJ 0",DET,48,50,38,35,28,23,4,0,2.95,2.03,26,19,13,6,13,3,3,0,13,13,6,6,1,0,35,34,9,11,0,0,1.143
"2023-10-16 - FLA 4, NJ 3",FLA,49,71,40,47,30,34,4,3,4.04,3.89,24,40,10,14,7,11,4,2,14,26,6,11,0,1,26,34,14,11,0,0,1.045
"2023-10-16 - FLA 4, NJ 3",NJ,71,49,47,40,34,30,3,4,3.89,4.04,40,24,14,10,11,7,2,4,26,14,11,6,1,0,34,26,11,14,0,0,0.955
"2023-10-16 - ARI 1, NYR 2",ARI,53,61,38,46,27,28,1,2,2.84,2.66,29,31,9,10,7,6,0,1,20,21,9,10,0,1,29,32,10,11,1,0,0.966
"2023-10-16 - ARI 1, NYR 2",NYR,61,53,46,38,28,27,2,1,2.66,2.84,31,29,10,9,6,7,1,0,21,20,10,9,1,0,32,29,11,10,0,1,1.034
"2023-10-16 - CHI 4, TOR 1",CHI,61,90,38,61,31,36,4,1,2.78,4.88,29,43,9,24,8,14,2,1,20,19,14,8,1,0,30,52,7,13,0,0,1.101
"2023-10-16 - CHI 4, TOR 1",TOR,90,61,61,38,36,31,1,4,4.88,2.78,43,29,24,9,14,8,1,2,19,20,8,14,0,1,52,30,13,7,0,0,0.899
"2023-10-16 - CGY 2, WSH 3",CGY,74,54,53,39,40,23,2,2,3.7,3.09,32,28,14,9,10,8,1,1,18,19,8,10,1,1,49,26,20,4,0,0,0.963
"2023-10-16 - CGY 2, WSH 3",WSH,54,74,39,53,23,40,2,2,3.09,3.7,28,32,9,14,8,10,1,1,19,18,10,8,1,1,26,49,4,20,0,0,1.037
"2023-10-17 - TB 2, BUF 3",BUF,58,57,45,46,31,25,3,2,2.55,3.0,28,24,10,10,5,5,0,2,18,14,9,6,3,0,33,36,15,14,0,0,1.017
"2023-10-17 - TB 2, BUF 3",TB,57,58,46,45,25,31,2,3,3.0,2.55,24,28,10,10,5,5,2,0,14,18,6,9,0,3,36,33,14,15,0,0,0.983
"2023-10-17 - MIN 5, MTL 2",MIN,67,46,42,39,35,28,5,2,3.41,2.66,33,23,13,8,7,5,3,0,20,15,8,7,1,2,35,29,18,16,1,0,1.071
"2023-10-17 - MIN 5, MTL 2",MTL,46,67,39,42,28,35,2,5,2.66,3.41,23,33,8,13,5,7,0,3,15,20,7,8,2,1,29,35,16,18,0,1,0.929
"2023-10-17 - VAN 0, PHI 2",PHI,60,57,48,41,42,26,2,0,4.78,2.14,34,24,18,10,16,4,1,0,16,14,10,7,1,0,25,37,12,14,0,0,1.048
"2023-10-17 - VAN 0, PHI 2",VAN,57,60,41,48,26,42,0,2,2.14,4.78,24,34,10,18,4,16,0,1,14,16,7,10,0,1,37,25,14,12,0,0,0.952
"2023-10-17 - ARI 0, NYI 1",ARI,46,64,30,51,14,34,0,1,1.71,2.67,22,24,6,10,2,9,0,0,16,14,2,6,0,0,23,53,10,18,0,1,0.971
"2023-10-17 - ARI 0, NYI 1",NYI,64,46,51,30,34,14,1,0,2.67,1.71,24,22,10,6,9,2,0,0,14,16,6,2,0,0,53,23,18,10,1,0,1.029
"2023-10-17 - EDM 6, NSH 1",EDM,54,66,44,52,30,44,6,1,3.06,3.07,31,35,9,10,3,9,3,0,22,25,14,17,3,1,25,41,11,16,0,0,1.177
"2023-10-17 - EDM 6, NSH 1",NSH,66,54,52,44,44,30,1,6,3.07,3.06,35,31,10,9,9,3,0,3,25,22,17,14,1,3,41,25,16,11,0,0,0.823
"2023-10-17 - LA 5, WPG 1",LA,53,57,44,38,29,27,5,1,3.26,2.59,25,26,14,6,8,3,4,1,11,20,9,10,0,0,29,37,10,14,1,0,1.135
"2023-10-17 - LA 5, WPG 1",WPG,57,53,38,44,27,29,1,5,2.59,3.26,26,25,6,14,3,8,1,4,20,11,10,9,0,0,37,29,14,10,0,1,0.865
"2023-10-17 - COL 4, SEA 1",COL,55,72,38,50,28,38,4,1,2.25,3.04,24,27,11,6,8,5,2,0,13,21,7,14,1,0,33,53,10,15,0,1,1.117
"2023-10-17 - COL 4, SEA 1",SEA,72,55,50,38,38,28,1,4,3.04,2.25,27,24,6,11,5,8,0,2,21,13,14,7,0,1,53,33,15,10,1,0,0.883
"2023-10-17 - CAR 6, SJ 3",CAR,91,34,56,23,42,16,6,3,4.15,1.69,45,15,22,6,14,4,4,1,23,9,9,5,1,1,51,18,15,6,1,1,0.955
"2023-10-17 - CAR 6, SJ 3",SJ,34,91,23,56,16,42,3,6,1.69,4.15,15,45,6,22,4,14,1,4,9,23,5,9,1,1,18,51,6,15,1,1,1.045
"2023-10-17 - DAL 2, VGK 3",DAL,57,64,37,44,26,34,2,2,2.45,2.99,28,27,13,8,8,6,1,1,15,19,5,7,0,0,40,44,13,18,1,1,1.018
"2023-10-17 - DAL 2, VGK 3",VGK,64,57,44,37,34,26,2,2,2.99,2.45,27,28,8,13,6,8,1,1,19,15,7,5,0,0,44,40,18,13,1,1,0.982
"2023-10-18 - WSH 1, OTT 6",OTT,64,48,41,33,29,24,6,1,2.44,2.91,21,23,8,11,4,8,3,1,13,12,8,4,2,0,48,24,17,10,1,0,1.165
"2023-10-18 - WSH 1, OTT 6",WSH,48,64,33,41,24,29,1,6,2.91,2.44,23,21,11,8,8,4,1,3,12,13,4,8,0,2,24,48,10,17,0,1,0.835
"2023-10-18 - PIT 3, DET 6",DET,47,71,39,48,29,33,6,3,3.07,3.86,23,38,11,14,9,10,3,1,12,24,7,5,0,0,28,37,12,17,2,2,1.116
"2023-10-18 - PIT 3, DET 6",PIT,71,47,48,39,33,29,3,6,3.86,3.07,38,23,14,11,10,9,1,3,24,12,5,7,0,0,37,28,17,12,2,2,0.884
"2023-10-19 - CGY 4, BUF 3",BUF,55,67,38,55,27,36,3,4,2.13,4.22,24,28,9,16,4,8,0,1,15,12,9,9,2,2,38,44,13,16,1,1,1.0
"2023-10-19 - CGY 4, BUF 3",CGY,67,55,55,38,36,27,4,3,4.22,2.13,28,24,16,9,8,4,1,0,12,15,9,9,2,2,44,38,16,13,1,1,1.0
"2023-10-19 - TOR 1, FLA 3",FLA,57,66,38,39,24,30,3,1,2.98,3.1,28,36,7,15,3,10,0,1,21,21,8,8,0,0,41,36,12,11,2,0,1.092
"2023-10-19 - TOR 1, FLA 3",TOR,66,57,39,38,30,24,1,3,3.1,2.98,36,28,15,7,10,3,1,0,21,21,8,8,0,0,36,41,11,12,0,2,0.908
"2023-10-19 - NSH 4, NYR 1",NSH,46,60,36,38,27,24,4,1,3.47,2.28,22,23,15,5,12,2,3,0,7,18,3,5,0,0,29,41,12,15,1,1,1.106
"2023-10-19 - NSH 4, NYR 1",NYR,60,46,38,36,24,27,1,4,2.28,3.47,23,22,5,15,2,12,0,3,18,7,5,3,0,0,41,29,15,12,1,1,0.894
"2023-10-19 - EDM 1, PHI 4",EDM,53,47,33,41,23,32,1,4,2.07,2.79,24,28,13,12,10,9,1,3,11,16,1,12,0,0,31,26,11,9,0,1,0.918
"2023-10-19 - EDM 1, PHI 4",PHI,47,53,41,33,32,23,4,1,2.79,2.07,28,24,12,13,9,10,3,1,16,11,12,1,0,0,26,31,9,11,1,0,1.082
"2023-10-19 - VAN 3, TB 4",TB,56,59,42,35,36,29,4,3,4.27,2.22,34,24,16,9,13,8,1,2,18,15,10,8,0,1,25,43,12,10,3,0,1.008
"2023-10-19 - VAN 3, TB 4",VAN,59,56,35,42,29,36,3,4,2.22,4.27,24,34,9,16,8,13,2,1,15,18,8,10,1,0,43,25,10,12,0,3,0.992
"2023-10-19 - LA 7, MIN 3",LA,50,58,36,46,27,32,7,3,3.09,2.46,23,24,5,7,3,5,2,1,18,17,10,10,3,2,30,47,10,16,0,0,1.166
"2023-10-19 - LA 7, MIN 3",MIN,58,50,46,36,32,27,3,7,2.46,3.09,24,23,7,5,5,3,1,2,17,18,10,10,2,3,47,30,16,10,0,0,0.834
"2023-10-19 - ARI 6, STL 2",ARI,69,45,55,35,42,26,6,2,3.8,1.87,33,23,7,10,5,9,3,1,26,13,15,6,2,1,50,28,21,9,1,0,1.066
"2023-10-19 - ARI 6, STL 2",STL,45,69,35,55,26,42,2,6,1.87,3.8,23,33,10,7,9,5,1,3,13,26,6,15,1,2,28,50,9,21,0,1,0.934
"2023-10-19 - VGK 5, WPG 3",VGK,58,70,34,51,27,39,5,3,2.33,3.65,30,28,8,16,4,14,1,3,22,12,12,4,3,0,27,36,10,19,0,0,1.108
"2023-10-19 - VGK 5, WPG 3",WPG,70,58,51,34,39,27,3,5,3.65,2.33,28,30,16,8,14,4,3,1,12,22,4,12,0,3,36,27,19,10,0,0,0.892
"2023-10-19 - DAL 3, ANA 2",ANA,59,52,39,40,29,24,2,3,2.76,2.91,28,27,9,15,7,9,0,3,19,12,8,4,2,0,30,33,9,10,0,0,0.944
"2023-10-19 - DAL 3, ANA 2",DAL,52,59,40,39,24,29,3,2,2.91,2.76,27,28,15,9,9,7,3,0,12,19,4,8,0,2,33,30,10,9,0,0,1.056
"2023-10-19 - CAR 4, SEA 7",CAR,72,56,50,39,36,36,4,7,3.32,2.96,25,26,11,10,7,9,3,4,14,16,7,10,1,2,43,35,21,13,0,0,0.917
"2023-10-19 - CAR 4, SEA 7",SEA,56,72,39,50,36,36,7,4,2.96,3.32,26,25,10,11,9,7,4,3,16,14,10,7,2,1,35,43,13,21,0,0,1.083
"2023-10-19 - CHI 0, COL 4",CHI,36,69,27,52,18,41,0,4,1.85,3.99,18,39,8,14,7,12,0,2,10,25,5,14,0,2,24,36,6,14,0,0,0.902
"2023-10-19 - CHI 0, COL 4",COL,69,36,52,27,41,18,4,0,3.99,1.85,39,18,14,8,12,7,2,0,25,10,14,5,2,0,36,24,14,6,0,0,1.098
"2023-10-19 - BOS 3, SJ 1",BOS,59,65,48,46,36,27,3,1,4.61,1.71,31,24,22,8,16,5,1,0,9,16,6,6,1,1,31,46,12,14,1,0,1.046
"2023-10-19 - BOS 3, SJ 1",SJ,65,59,46,48,27,36,1,3,1.71,4.61,24,31,8,22,5,16,0,1,16,9,6,6,1,1,46,31,14,12,0,1,0.954
"2023-10-20 - CGY 1, CBJ 3",CBJ,65,69,47,51,29,37,3,1,2.83,3.28,26,30,7,14,3,7,0,0,19,16,8,5,2,1,45,37,15,20,0,0,1.076
"2023-10-20 - CGY 1, CBJ 3",CGY,69,65,51,47,37,29,1,3,3.28,2.83,30,26,14,7,7,3,0,0,16,19,5,8,1,2,37,45,20,15,0,0,0.924
"2023-10-20 - NJ 5, NYI 4",NJ,74,47,47,38,39,32,5,4,2.69,2.83,36,25,12,14,11,12,1,1,24,11,9,6,3,2,41,25,16,11,1,1,1.003
"2023-10-20 - NJ 5, NYI 4",NYI,47,74,38,47,32,39,4,5,2.83,2.69,25,36,14,12,12,11,1,1,11,24,6,9,2,3,25,41,11,16,1,1,0.997
"2023-10-21 - DET 5, OTT 2",DET,45,72,33,55,23,37,5,2,2.76,3.53,24,39,9,14,7,9,2,1,15,25,8,13,2,0,22,42,7,14,1,1,1.163
"2023-10-21 - DET 5, OTT 2",OTT,72,45,55,33,37,23,2,5,3.53,2.76,39,24,14,9,9,7,1,2,25,15,13,8,0,2,42,22,14,7,1,1,0.837
"2023-10-21 - ANA 1, ARI 2",ANA,65,61,48,43,33,27,1,2,3.26,4.03,31,33,13,14,10,6,1,0,18,19,10,11,0,1,32,31,9,10,0,1,0.956
"2023-10-21 - ANA 1, ARI 2",ARI,61,65,43,48,27,33,2,1,4.03,3.26,33,31,14,13,6,10,0,1,19,18,11,10,1,0,31,32,10,9,1,0,1.044
"2023-10-21 - NYI 1, BUF 3",BUF,78,47,56,33,42,25,3,1,4.12,2.66,43,24,19,14,14,9,1,0,24,10,14,3,1,0,44,24,14,12,1,1,1.031
"2023-10-21 - NYI 1, BUF 3",NYI,47,78,33,56,25,42,1,3,2.66,4.12,24,43,14,19,9,14,0,1,10,24,3,14,0,1,24,44,12,14,1,1,0.969
"2023-10-21 - VAN 5, FLA 3",FLA,70,57,52,40,37,31,3,5,2.88,3.94,29,28,14,10,11,9,3,0,15,18,6,7,0,2,43,29,19,12,0,2,0.92
"2023-10-21 - VAN 5, FLA 3",VAN,57,70,40,52,31,37,5,3,3.94,2.88,28,29,10,14,9,11,0,3,18,15,7,6,2,0,29,43,12,19,2,0,1.08
"2023-10-21 - WSH 2, MTL 3",MTL,66,65,45,47,28,33,3,2,3.48,4.81,39,38,18,23,9,13,2,2,21,15,11,7,1,0,32,32,8,13,0,0,1.047
"2023-10-21 - WSH 2, MTL 3",WSH,65,66,47,45,33,28,2,3,4.81,3.48,38,39,23,18,13,9,2,2,15,21,7,11,0,1,32,32,13,8,0,0,0.953
"2023-10-21 - TOR 4, TB 3",TB,63,83,43,66,31,52,3,4,3.62,4.61,35,47,19,21,13,15,1,1,16,26,5,18,1,2,31,48,13,18,1,1,1.02
"2023-10-21 - TOR 4, TB 3",TOR,83,63,66,43,52,31,4,3,4.61,3.62,47,35,21,19,15,13,1,1,26,16,18,5,2,1,48,31,18,13,1,1,0.98
"2023-10-21 - VGK 5, CHI 3",CHI,52,49,34,31,24,24,3,5,1.89,2.47,23,28,5,10,2,9,0,4,18,18,10,7,3,1,37,31,12,7,0,0,0.917
"2023-10-21 - VGK 5, CHI 3",VGK,49,52,31,34,24,24,5,3,2.47,1.89,28,23,10,5,9,2,4,0,18,18,7,10,1,3,31,37,7,12,0,0,1.083
"2023-10-21 - PHI 4, DAL 5",DAL,53,74,36,56,25,40,5,4,2.16,2.6,30,22,9,8,5,5,2,1,21,14,12,8,3,2,30,57,8,24,0,1,1.1
"2023-10-21 - PHI 4, DAL 5",PHI,74,53,56,36,40,25,4,5,2.6,2.16,22,30,8,9,5,5,1,2,14,21,8,12,2,3,57,30,24,8,1,0,0.9
"2023-10-21 - CBJ 5, MIN 4",CBJ,92,69,68,40,54,28,5,4,4.92,2.22,44,27,18,6,13,3,2,0,26,21,15,9,2,3,60,40,24,15,1,1,0.95
"2023-10-21 - CBJ 5, MIN 4",MIN,69,92,40,68,28,54,4,5,2.22,4.92,27,44,6,18,3,13,0,2,21,26,9,15,3,2,40,60,15,24,1,1,1.05
"2023-10-21 - SJ 1, NSH 5",NSH,57,60,44,37,34,32,5,1,3.31,2.38,34,29,14,10,9,9,3,1,20,19,12,4,2,0,33,38,11,17,0,0,1.116
"2023-10-21 - SJ 1, NSH 5",SJ,60,57,37,44,32,34,1,5,2.38,3.31,29,34,10,14,9,9,1,3,19,20,4,12,0,2,38,33,17,11,0,0,0.884
"2023-10-21 - PIT 2, STL 4",PIT,83,45,56,36,33,21,2,4,3.74,3.18,32,22,14,12,7,9,2,2,18,10,8,5,0,1,55,27,17,7,0,1,0.87
