Game,Team,CF,CA,FF,FA,SF,SA,GF,GA,xGF,xGA,SCF,SCA,HDCF,HDCA,HDSF,HDSA,HDGF,HDGA,MDCF,MDCA,MDSF,MDSA,MDGF,MDGA,LDCF,LDCA,LDSF,LDSA,LDGF,LDGA,PDO
"2022-10-12 - CHI 2, COL 5",CHI,34,61,22,46,17,35,2,5,2.04,2.7,19,27,8,11,5,6,1,4,11,16,7,5,0,1,14,29,5,20,1,0,0.975
"2022-10-12 - CHI 2, COL 5",COL,61,34,46,22,35,17,5,2,2.7,2.04,27,19,11,8,6,5,4,1,16,11,5,7,1,0,29,14,20,5,0,1,1.025
"2022-10-12 - SEA 4, ANA 5",ANA,44,78,32,62,27,48,5,4,2.22,4.64,30,42,12,19,8,15,3,2,18,23,10,13,2,2,12,34,7,20,0,0,1.102
"2022-10-12 - SEA 4, ANA 5",SEA,78,44,62,32,48,27,4,5,4.64,2.22,42,30,19,12,15,8,2,3,23,18,13,10,2,2,34,12,20,7,0,0,0.898
"2022-10-12 - VAN 3, EDM 5",EDM,49,63,32,47,25,36,5,3,3.25,3.26,27,30,10,12,9,7,3,2,17,18,10,9,2,0,20,31,5,20,0,1,1.117
"2022-10-12 - VAN 3, EDM 5",VAN,63,49,47,32,36,25,3,5,3.26,3.25,30,27,12,10,7,9,2,3,18,17,9,10,0,2,31,20,20,5,1,0,0.883
"2022-10-13 - ARI 2, PIT 6",ARI,48,75,33,66,28,53,2,6,2.43,5.28,23,53,9,21,9,19,2,5,14,32,10,18,0,0,22,19,8,14,0,1,0.958
"2022-10-13 - ARI 2, PIT 6",PIT,75,48,66,33,53,28,6,2,5.28,2.43,53,23,21,9,19,9,5,2,32,14,18,10,0,0,19,22,14,8,1,0,1.042
"2022-10-13 - NJ 2, PHI 5",NJ,83,44,55,35,37,25,2,5,3.79,3.32,48,25,16,9,11,7,0,2,32,16,10,10,1,3,31,16,12,7,1,0,0.854
"2022-10-13 - NJ 2, PHI 5",PHI,44,83,35,55,25,37,5,2,3.32,3.79,25,48,9,16,7,11,2,0,16,32,10,10,3,1,16,31,7,12,0,1,1.146
"2022-10-13 - OTT 1, BUF 4",BUF,55,52,45,41,36,36,4,1,3.11,2.43,24,23,11,13,8,10,2,0,13,10,7,6,0,1,26,27,17,19,0,0,1.083
"2022-10-13 - OTT 1, BUF 4",OTT,52,55,41,45,36,36,1,4,2.43,3.11,23,24,13,11,10,8,0,2,10,13,6,7,1,0,27,26,19,17,0,0,0.917
"2022-10-13 - FLA 3, NYI 1",FLA,68,62,43,49,29,33,3,1,4.36,3.94,42,36,21,22,11,14,1,0,21,14,7,8,1,0,23,20,10,10,0,1,1.073
"2022-10-13 - FLA 3, NYI 1",NYI,62,68,49,43,33,29,1,3,3.94,4.36,36,42,22,21,14,11,0,1,14,21,8,7,0,1,20,23,10,10,1,0,0.927
"2022-10-13 - WSH 2, TOR 3",TOR,58,63,49,46,39,26,3,2,4.47,2.23,37,27,19,7,14,4,3,0,18,20,11,8,0,2,18,32,12,12,0,0,1.0
"2022-10-13 - WSH 2, TOR 3",WSH,63,58,46,49,26,39,2,3,2.23,4.47,27,37,7,19,4,14,0,3,20,18,8,11,2,0,32,18,12,12,0,0,1.0
"2022-10-13 - DAL 4, NSH 1",DAL,47,58,40,41,29,32,4,1,3.44,2.05,32,25,13,7,10,3,3,0,19,18,13,8,1,1,13,29,6,19,0,0,1.107
"2022-10-13 - DAL 4, NSH 1",NSH,58,47,41,40,32,29,1,4,2.05,3.44,25,32,7,13,3,10,0,3,18,19,8,13,1,1,29,13,19,6,0,0,0.893
"2022-10-13 - NYR 7, MIN 3",MIN,62,54,49,41,36,35,3,7,3.95,3.11,34,28,13,15,11,13,2,6,21,13,10,8,1,1,18,22,9,13,0,0,0.883
"2022-10-13 - NYR 7, MIN 3",NYR,54,62,41,49,35,36,7,3,3.11,3.95,28,34,15,13,13,11,6,2,13,21,8,10,1,1,22,18,13,9,0,0,1.117
"2022-10-13 - COL 3, CGY 5",CGY,52,49,37,39,27,25,5,3,2.95,2.35,31,24,10,10,7,10,3,3,21,14,9,4,2,0,17,20,9,9,0,0,1.065
"2022-10-13 - COL 3, CGY 5",COL,49,52,39,37,25,27,3,5,2.35,2.95,24,31,10,10,10,7,3,3,14,21,4,9,0,2,20,17,9,9,0,0,0.935
"2022-10-13 - CHI 0, VGK 1",CHI,53,74,34,52,27,37,0,1,2.16,4.59,20,35,9,15,7,9,0,0,11,20,3,10,0,1,24,31,15,15,0,0,0.973
"2022-10-13 - CHI 0, VGK 1",VGK,74,53,52,34,37,27,1,0,4.59,2.16,35,20,15,9,9,7,0,0,20,11,10,3,1,0,31,24,15,15,0,0,1.027
"2022-10-13 - SEA 4, LA 1",LA,54,42,39,33,27,22,1,4,2.51,2.84,32,24,9,7,7,5,1,3,23,17,9,7,0,0,21,16,10,9,0,0,0.855
"2022-10-13 - SEA 4, LA 1",SEA,42,54,33,39,22,27,4,1,2.84,2.51,24,32,7,9,5,7,3,1,17,23,7,9,0,0,16,21,9,10,0,0,1.145
"2022-10-14 - TB 5, CBJ 2",CBJ,44,66,40,53,28,39,2,5,2.44,3.09,21,36,7,16,5,11,0,3,14,20,8,11,2,0,22,27,15,17,0,2,0.943
"2022-10-14 - TB 5, CBJ 2",TB,66,44,53,40,39,28,5,2,3.09,2.44,36,21,16,7,11,5,3,0,20,14,11,8,0,2,27,22,17,15,2,0,1.057
"2022-10-14 - MTL 0, DET 3",DET,65,47,49,31,40,29,3,0,5.57,1.62,35,15,17,4,15,4,2,0,18,11,8,4,0,0,26,21,15,16,0,0,1.075
"2022-10-14 - MTL 0, DET 3",MTL,47,65,31,49,29,40,0,3,1.62,5.57,15,35,4,17,4,15,0,2,11,18,4,8,0,0,21,26,16,15,0,0,0.925
"2022-10-14 - NYR 1, WPG 4",NYR,70,65,57,47,41,34,1,4,4.47,4.07,38,40,17,13,12,11,0,2,21,27,14,9,0,2,30,24,14,14,1,0,0.907
"2022-10-14 - NYR 1, WPG 4",WPG,65,70,47,57,34,41,4,1,4.07,4.47,40,38,13,17,11,12,2,0,27,21,9,14,2,0,24,30,14,14,0,1,1.093
"2022-10-14 - CAR 2, SJ 1",CAR,68,33,46,24,35,19,2,1,3.04,1.7,34,19,13,10,11,7,2,0,21,9,7,4,0,1,28,10,13,6,0,0,1.005
"2022-10-14 - CAR 2, SJ 1",SJ,33,68,24,46,19,35,1,2,1.7,3.04,19,34,10,13,7,11,0,2,9,21,4,7,1,0,10,28,6,13,0,0,0.995
"2022-10-15 - FLA 4, BUF 3",BUF,43,67,33,54,27,37,3,4,2.3,4.19,17,40,6,14,6,10,2,2,11,26,6,17,1,2,20,23,11,9,0,0,1.003
"2022-10-15 - FLA 4, BUF 3",FLA,67,43,54,33,37,27,4,3,4.19,2.3,40,17,14,6,10,6,2,2,26,11,17,6,2,1,23,20,9,11,0,0,0.997
"2022-10-15 - VAN 2, PHI 3",PHI,50,55,42,41,31,30,3,2,2.98,2.99,21,21,11,13,7,10,2,0,10,8,6,3,0,1,22,30,13,17,1,1,1.03
"2022-10-15 - VAN 2, PHI 3",VAN,55,50,41,42,30,31,2,3,2.99,2.98,21,21,13,11,10,7,0,2,8,10,3,6,1,0,30,22,17,13,1,1,0.97
"2022-10-15 - ARI 3, BOS 6",ARI,46,72,33,54,24,43,3,6,2.0,5.04,22,49,5,24,4,19,0,3,17,25,11,13,3,3,20,21,7,10,0,0,0.985
"2022-10-15 - ARI 3, BOS 6",BOS,72,46,54,33,43,24,6,3,5.04,2.0,49,22,24,5,19,4,3,0,25,17,13,11,3,3,21,20,10,7,0,0,1.015
"2022-10-15 - DET 5, NJ 2",DET,43,71,32,51,22,39,5,2,2.03,4.36,25,44,9,17,6,11,3,1,16,27,5,11,0,0,15,23,8,13,2,1,1.176
"2022-10-15 - DET 5, NJ 2",NJ,71,43,51,32,39,22,2,5,4.36,2.03,44,25,17,9,11,6,1,3,27,16,11,5,0,0,23,15,13,8,1,2,0.824
"2022-10-15 - MTL 1, WSH 3",MTL,53,65,38,45,22,29,1,3,2.34,4.64,21,33,6,15,3,9,1,3,15,18,5,7,0,0,27,25,14,12,0,0,0.942
"2022-10-15 - MTL 1, WSH 3",WSH,65,53,45,38,29,22,3,1,4.64,2.34,33,21,15,6,9,3,3,1,18,15,7,5,0,0,25,27,12,14,0,0,1.058
"2022-10-15 - OTT 2, TOR 3",OTT,52,67,38,48,28,32,2,3,2.75,3.38,28,37,16,15,12,9,1,2,12,22,5,8,1,1,22,29,10,14,0,0,0.978
"2022-10-15 - OTT 2, TOR 3",TOR,67,52,48,38,32,28,3,2,3.38,2.75,37,28,15,16,9,12,2,1,22,12,8,5,1,1,29,22,14,10,0,0,1.022
"2022-10-15 - TB 2, PIT 6",PIT,77,56,63,43,45,36,6,2,6.03,2.37,46,28,22,7,14,7,3,1,24,21,13,10,1,0,28,25,17,18,2,1,1.078
"2022-10-15 - TB 2, PIT 6",TB,56,77,43,63,36,45,2,6,2.37,6.03,28,46,7,22,7,14,1,3,21,24,10,13,0,1,25,28,18,17,1,2,0.922
"2022-10-15 - ANA 1, NYI 7",ANA,57,68,37,54,23,38,1,7,3.12,3.62,39,37,13,10,8,8,0,2,26,27,11,17,1,2,17,30,4,13,0,3,0.859
"2022-10-15 - ANA 1, NYI 7",NYI,68,57,54,37,38,23,7,1,3.62,3.12,37,39,10,13,8,8,2,0,27,26,17,11,2,1,30,17,13,4,3,0,1.141
"2022-10-15 - CBJ 2, STL 5",CBJ,45,52,32,39,25,25,2,5,1.9,2.99,26,31,5,7,4,4,1,0,21,24,12,7,1,4,16,20,8,13,0,1,0.88
"2022-10-15 - CBJ 2, STL 5",STL,52,45,39,32,25,25,5,2,2.99,1.9,31,26,7,5,4,4,0,1,24,21,7,12,4,1,20,16,13,8,1,0,1.12
"2022-10-15 - LA 7, MIN 6",LA,50,68,43,48,34,35,7,6,2.87,3.07,25,30,14,13,11,6,2,3,11,17,7,9,3,1,22,34,13,18,2,2,1.034
"2022-10-15 - LA 7, MIN 6",MIN,68,50,48,43,35,34,6,7,3.07,2.87,30,25,13,14,6,11,3,2,17,11,9,7,1,3,34,22,18,13,2,2,0.966
"2022-10-15 - NSH 1, DAL 5",DAL,52,72,34,58,22,30,5,1,3.78,3.04,32,28,11,12,7,6,2,1,21,16,9,3,2,0,12,40,4,19,0,0,1.194
"2022-10-15 - NSH 1, DAL 5",NSH,72,52,58,34,30,22,1,5,3.04,3.78,28,32,12,11,6,7,1,2,16,21,3,9,0,2,40,12,19,4,0,0,0.806
"2022-10-15 - CGY 4, EDM 3",CGY,73,49,60,35,42,29,4,3,4.74,2.89,39,30,17,12,11,10,3,2,22,18,13,11,0,0,30,17,17,8,1,1,0.992
"2022-10-15 - CGY 4, EDM 3",EDM,49,73,35,60,29,42,3,4,2.89,4.74,30,39,12,17,10,11,2,3,18,22,11,13,0,0,17,30,8,17,1,1,1.008
"2022-10-15 - VGK 5, SEA 2",SEA,63,50,43,41,33,30,2,5,2.37,2.78,32,34,12,15,7,11,2,2,20,19,12,9,0,2,24,15,11,9,0,1,0.894
"2022-10-15 - VGK 5, SEA 2",VGK,50,63,41,43,30,33,5,2,2.78,2.37,34,32,15,12,11,7,2,2,19,20,9,12,2,0,15,24,9,11,1,0,1.106
"2022-10-15 - CHI 5, SJ 2",CHI,36,55,33,38,25,26,5,2,1.89,2.3,23,25,6,9,5,6,3,0,17,16,12,7,2,0,11,27,6,13,0,2,1.123
"2022-10-15 - CHI 5, SJ 2",SJ,55,36,38,33,26,25,2,5,2.3,1.89,25,23,9,6,6,5,0,3,16,17,7,12,0,2,27,11,13,6,2,0,0.877
"2022-10-17 - ANA 4, NYR 6",ANA,38,70,25,58,22,43,4,6,2.05,4.01,20,45,8,22,7,14,1,3,12,23,7,14,2,2,14,21,6,13,1,1,1.042
"2022-10-17 - ANA 4, NYR 6",NYR,70,38,58,25,43,22,6,4,4.01,2.05,45,20,22,8,14,7,3,1,23,12,14,7,2,2,21,14,13,6,1,1,0.958
"2022-10-17 - ARI 4, TOR 2",ARI,29,61,22,43,19,28,4,2,2.3,3.23,17,37,10,15,8,9,1,2,7,22,4,8,1,0,9,23,6,11,2,0,1.139
"2022-10-17 - ARI 4, TOR 2",TOR,61,29,43,22,28,19,2,4,3.23,2.3,37,17,15,10,9,8,2,1,22,7,8,4,0,1,23,9,11,6,0,2,0.861
"2022-10-17 - FLA 3, BOS 5",BOS,66,78,47,56,34,41,5,3,3.88,3.67,31,43,18,12,14,9,3,2,13,31,5,12,0,0,27,33,11,18,1,1,1.074
"2022-10-17 - FLA 3, BOS 5",FLA,78,66,56,47,41,34,3,5,3.67,3.88,43,31,12,18,9,14,2,3,31,13,12,5,0,0,33,27,18,11,1,1,0.926
"2022-10-17 - PIT 2, MTL 3",MTL,68,54,51,38,39,28,3,2,3.14,2.6,37,32,7,10,4,7,2,1,30,22,19,9,0,0,27,19,14,11,1,1,1.005
"2022-10-17 - PIT 2, MTL 3",PIT,54,68,38,51,28,39,2,3,2.6,3.14,32,37,10,7,7,4,1,2,22,30,9,19,0,0,19,27,11,14,1,1,0.995
"2022-10-17 - VAN 4, WSH 6",VAN,58,53,44,38,30,30,4,6,2.23,2.87,27,29,7,12,6,10,2,3,20,17,9,9,1,3,26,18,13,9,1,0,0.933
"2022-10-17 - VAN 4, WSH 6",WSH,53,58,38,44,30,30,6,4,2.87,2.23,29,27,12,7,10,6,3,2,17,20,9,9,3,1,18,26,9,13,0,1,1.067
"2022-10-17 - LA 5, DET 4",DET,55,63,44,48,33,36,4,5,2.91,3.73,31,36,12,12,8,8,1,2,19,24,10,13,3,3,17,23,10,13,0,0,0.982
"2022-10-17 - LA 5, DET 4",LA,63,55,48,44,36,33,5,4,3.73,2.91,36,31,12,12,8,8,2,1,24,19,13,10,3,3,23,17,13,10,0,0,1.018
"2022-10-17 - COL 6, MIN 3",COL,59,67,48,50,38,39,6,3,3.39,3.03,30,28,12,11,9,11,4,1,18,17,13,5,1,1,24,29,13,20,0,1,1.081
"2022-10-17 - COL 6, MIN 3",MIN,67,59,50,48,39,38,3,6,3.03,3.39,28,30,11,12,11,9,1,4,17,18,5,13,1,1,29,24,20,13,1,0,0.919
"2022-10-17 - WPG 1, DAL 4",DAL,52,61,41,44,29,25,4,1,3.13,2.91,26,28,12,12,8,9,1,0,14,16,9,7,1,1,19,26,11,9,2,0,1.098
"2022-10-17 - WPG 1, DAL 4",WPG,61,52,44,41,25,29,1,4,2.91,3.13,28,26,12,12,9,8,0,1,16,14,7,9,1,1,26,19,9,11,0,2,0.902
"2022-10-17 - CAR 5, SEA 1",CAR,66,39,51,29,34,23,5,1,3.36,2.1,30,17,16,9,10,6,3,0,14,8,6,7,2,0,29,15,16,7,0,1,1.104
"2022-10-17 - CAR 5, SEA 1",SEA,39,66,29,51,23,34,1,5,2.1,3.36,17,30,9,16,6,10,0,3,8,14,7,6,0,2,15,29,7,16,1,0,0.896
"2022-10-18 - ANA 2, NJ 4",ANA,35,67,28,54,20,41,2,4,2.14,3.75,21,43,8,21,5,16,1,3,13,22,5,10,0,0,10,21,8,13,1,1,1.002
"2022-10-18 - ANA 2, NJ 4",NJ,67,35,54,28,41,20,4,2,3.75,2.14,43,21,21,8,16,5,3,1,22,13,10,5,0,0,21,10,13,8,1,1,0.998
"2022-10-18 - BOS 5, OTT 7",BOS,61,60,50,47,34,31,5,7,4.04,3.32,29,42,15,19,12,12,3,3,14,23,10,9,2,4,27,12,11,7,0,0,0.921
"2022-10-18 - BOS 5, OTT 7",OTT,60,61,47,50,31,34,7,5,3.32,4.04,42,29,19,15,12,12,3,3,23,14,9,10,4,2,12,27,7,11,0,0,1.079
"2022-10-18 - VAN 3, CBJ 4",CBJ,58,55,44,39,33,35,4,3,3.09,1.93,27,21,13,7,8,7,2,2,14,14,8,8,1,1,22,29,16,18,1,0,1.035
"2022-10-18 - VAN 3, CBJ 4",VAN,55,58,39,44,35,33,3,4,1.93,3.09,21,27,7,13,7,8,2,2,14,14,8,8,1,1,29,22,18,16,0,1,0.965
"2022-10-18 - SJ 2, NYI 5",NYI,80,51,59,36,46,28,5,2,4.5,2.96,48,30,18,13,12,12,2,1,30,17,17,8,2,1,28,19,15,7,1,0,1.037
"2022-10-18 - SJ 2, NYI 5",SJ,51,80,36,59,28,46,2,5,2.96,4.5,30,48,13,18,12,12,1,2,17,30,8,17,1,2,19,28,7,15,0,1,0.963
"2022-10-18 - LA 4, NSH 3",LA,63,58,46,46,35,32,3,3,3.99,3.04,42,31,14,9,10,6,2,1,28,22,14,12,1,2,18,25,10,14,0,0,0.992
"2022-10-18 - LA 4, NSH 3",NSH,58,63,46,46,32,35,3,3,3.04,3.99,31,42,9,14,6,10,1,2,22,28,12,14,2,1,25,18,14,10,0,0,1.008
"2022-10-18 - PHI 3, TB 2",PHI,49,71,33,55,24,38,3,2,2.42,4.04,29,54,11,20,8,13,2,0,18,34,6,16,1,2,16,15,9,8,0,0,1.072
"2022-10-18 - PHI 3, TB 2",TB,71,49,55,33,38,24,2,3,4.04,2.42,54,29,20,11,13,8,0,2,34,18,16,6,2,1,15,16,8,9,0,0,0.928
"2022-10-18 - BUF 4, EDM 2",BUF,45,79,34,66,24,48,4,2,3.35,5.02,30,43,10,27,8,19,3,2,20,16,9,10,1,0,11,33,5,18,0,0,1.125
"2022-10-18 - BUF 4, EDM 2",EDM,79,45,66,34,48,24,2,4,5.02,3.35,43,30,27,10,19,8,2,3,16,20,10,9,0,1,33,11,18,5,0,0,0.875
"2022-10-18 - VGK 2, CGY 3",CGY,76,41,53,33,40,21,3,2,4.63,1.82,39,22,16,4,10,3,3,1,23,18,13,9,0,1,35,17,15,8,0,0,0.98
"2022-10-18 - VGK 2, CGY 3",VGK,41,76,33,53,21,40,2,3,1.82,4.63,22,39,4,16,3,10,1,3,18,23,9,13,1,0,17,35,8,15,0,0,1.02
"2022-10-19 - PHI 3, FLA 4",FLA,65,48,51,39,36,33,4,3,3.94,2.74,33,23,14,9,9,8,1,2,19,14,12,10,1,1,26,22,13,13,2,0,1.02
"2022-10-19 - PHI 3, FLA 4",PHI,48,65,39,51,33,36,3,4,2.74,3.94,23,33,9,14,8,9,2,1,14,19,10,12,1,1,22,26,13,13,0,2,0.98
"2022-10-19 - WPG 4, COL 3",COL,66,53,41,40,33,28,3,4,2.78,2.27,27,29,10,10,8,6,2,1,17,19,9,14,1,2,32,21,15,6,0,1,0.948
"2022-10-19 - WPG 4, COL 3",WPG,53,66,40,41,28,33,4,3,2.27,2.78,29,27,10,10,6,8,1,2,19,17,14,9,2,1,21,32,6,15,1,0,1.052
"2022-10-19 - STL 4, SEA 3",SEA,68,41,53,35,35,28,3,4,3.48,2.69,35,29,13,11,9,8,0,2,22,18,12,11,2,1,29,11,14,8,1,1,0.943
"2022-10-19 - STL 4, SEA 3",STL,41,68,35,53,28,35,4,3,2.69,3.48,29,35,11,13,8,9,2,0,18,22,11,12,1,2,11,29,8,14,1,1,1.057
"2022-10-20 - ANA 1, BOS 2",ANA,49,61,39,46,31,36,1,1,1.88,2.86,19,31,5,14,4,12,0,1,14,17,8,8,1,0,23,25,13,13,0,0,1.004
"2022-10-20 - ANA 1, BOS 2",BOS,61,49,46,39,36,31,1,1,2.86,1.88,31,19,14,5,12,4,1,0,17,14,8,8,0,1,25,23,13,13,0,0,0.996
"2022-10-20 - ARI 2, MTL 6",ARI,52,50,37,36,27,30,2,6,2.13,3.18,30,27,7,8,5,6,1,3,23,19,10,9,0,2,20,16,10,12,1,0,0.874
"2022-10-20 - ARI 2, MTL 6",MTL,50,52,36,37,30,27,6,2,3.18,2.13,27,30,8,7,6,5,3,1,19,23,9,10,2,0,16,20,12,10,0,1,1.126
"2022-10-20 - DAL 2, TOR 3",DAL,65,63,44,48,28,43,2,3,2.74,4.43,38,42,13,21,10,17,2,1,25,21,12,13,0,2,23,16,5,11,0,0,1.002
"2022-10-20 - DAL 2, TOR 3",TOR,63,65,48,44,43,28,3,2,4.43,2.74,42,38,21,13,17,10,1,2,21,25,13,12,2,0,16,23,11,5,0,0,0.998
"2022-10-20 - LA 1, PIT 6",LA,74,57,54,40,40,34,1,6,4.08,2.64,38,29,15,9,12,9,1,3,23,20,13,12,0,1,30,20,13,11,0,2,0.849
"2022-10-20 - LA 1, PIT 6",PIT,57,74,40,54,34,40,6,1,2.64,4.08,29,38,9,15,9,12,3,1,20,23,12,13,1,0,20,30,11,13,2,0,1.151
"2022-10-20 - NSH 3, CBJ 5",CBJ,78,56,59,36,42,26,5,3,4.68,2.93,39,25,15,9,9,9,1,2,24,16,12,6,1,0,32,27,18,10,3,1,1.004
"2022-10-20 - NSH 3, CBJ 5",NSH,56,78,36,59,26,42,3,5,2.93,4.68,25,39,9,15,9,9,2,1,16,24,6,12,0,1,27,32,10,18,1,3,0.996
"2022-10-20 - SJ 3, NYR 2",NYR,55,55,44,37,23,27,2,3,2.92,2.6,32,34,12,17,6,11,0,1,20,17,5,8,1,2,21,17,11,7,1,0,0.976
"2022-10-20 - SJ 3, NYR 2",SJ,55,55,37,44,27,23,3,2,2.6,2.92,34,32,17,12,11,6,1,0,17,20,8,5,2,1,17,21,7,11,0,1,1.024
"2022-10-20 - WSH 2, OTT 5",OTT,72,50,51,38,44,24,5,2,4.61,2.11,35,21,14,7,12,4,1,1,21,14,15,6,3,0,27,23,13,10,0,1,1.03
"2022-10-20 - WSH 2, OTT 5",WSH,50,72,38,51,24,44,2,5,2.11,4.61,21,35,7,14,4,12,1,1,14,21,6,15,0,3,23,27,10,13,1,0,0.97
"2022-10-20 - NJ 4, NYI 1",NJ,77,48,58,27,43,17,4,1,5.61,1.6,41,25,20,5,17,3,3,1,21,20,11,3,0,0,31,21,12,10,0,0,1.034
"2022-10-20 - NJ 4, NYI 1",NYI,48,77,27,58,17,43,1,4,1.6,5.61,25,41,5,20,3,17,1,3,20,21,3,11,0,0,21,31,10,12,0,0,0.966
"2022-10-20 - VAN 3, MIN 4",MIN,60,56,46,41,37,26,4,3,3.14,3.06,30,29,12,16,11,10,2,3,18,13,12,6,2,0,25,22,11,9,0,0,0.993
"2022-10-20 - VAN 3, MIN 4",VAN,56,60,41,46,26,37,3,4,3.06,3.14,29,30,16,12,10,11,3,2,13,18,6,12,0,2,22,25,9,11,0,0,1.007
"2022-10-20 - BUF 6, CGY 3",BUF,65,65,53,53,32,43,6,3,4.39,2.87,38,39,10,10,8,8,3,2,28,29,15,16,1,1,18,21,4,14,1,0,1.118
"2022-10-20 - BUF 6, CGY 3",CGY,65,65,53,53,43,32,3,6,2.87,4.39,39,38,10,10,8,8,2,3,29,28,16,15,1,1,21,18,14,4,0,1,0.882
"2022-10-20 - CAR 4, EDM 6",CAR,73,51,53,40,40,33,4,6,3.57,4.23,38,33,12,16,5,12,1,4,26,17,12,11,2,1,30,15,21,8,1,1,0.918
"2022-10-20 - CAR 4, EDM 6",EDM,51,73,40,53,33,40,6,4,4.23,3.57,33,38,16,12,12,5,4,1,17,26,11,12,1,2,15,30,8,21,1,1,1.082
"2022-10-20 - WPG 2, VGK 5",VGK,53,50,44,40,32,28,5,2,3.58,1.42,26,23,11,4,7,2,1,1,15,19,11,10,2,1,19,27,11,16,2,0,1.085
"2022-10-20 - WPG 2, VGK 5",WPG,50,53,40,44,28,32,2,5,1.42,3.58,23,26,4,11,2,7,1,1,19,15,10,11,1,2,27,19,16,11,0,2,0.915
"2022-10-21 - TB 3, FLA 2",FLA,59,57,44,44,38,32,2,3,2.72,3.37,34,28,10,14,8,9,2,3,24,14,17,8,0,0,19,24,11,12,0,0,0.959
"2022-10-21 - TB 3, FLA 2",TB,57,59,44,44,32,38,3,2,3.37,2.72,28,34,14,10,9,8,3,2,14,24,8,17,0,0,24,19,12,11,0,0,1.041
"2022-10-21 - DET 3, CHI 4",CHI,55,56,41,39,29,28,4,3,2.74,2.34,25,27,17,9,12,9,3,2,8,18,5,9,0,1,24,25,11,9,1,0,1.031
"2022-10-21 - DET 3, CHI 4",DET,56,55,39,41,28,29,3,4,2.34,2.74,27,25,9,17,9,12,2,3,18,8,9,5,1,0,25,24,9,11,0,1,0.969
"2022-10-21 - SEA 3, COL 2",COL,47,53,32,45,20,38,2,3,2.09,3.07,29,24,12,12,7,10,1,3,17,12,7,8,1,0,15,25,4,18,0,0,1.021
"2022-10-21 - SEA 3, COL 2",SEA,53,47,45,32,38,20,3,2,3.07,2.09,24,29,12,12,10,7,3,1,12,17,8,7,0,1,25,15,18,4,0,0,0.979
"2022-10-22 - MIN 3, BOS 4",BOS,75,46,55,35,43,27,4,3,4.38,1.77,42,20,12,5,10,4,2,2,30,15,16,9,2,1,32,24,17,12,0,0,0.982
"2022-10-22 - MIN 3, BOS 4",MIN,46,75,35,55,27,43,3,4,1.77,4.38,20,42,5,12,4,10,2,2,15,30,9,16,1,2,24,32,12,17,0,0,1.018
