Game,Team,CF,CA,FF,FA,SF,SA,GF,GA,xGF,xGA,SCF,SCA,HDCF,HDCA,HDSF,HDSA,HDGF,HDGA,MDCF,MDCA,MDSF,MDSA,MDGF,MDGA,LDCF,LDCA,LDSF,LDSA,LDGF,LDGA,PDO
"2021-01-13 - PIT 3, PHI 6",PHI,46,54,35,41,27,34,6,3,2.47,2.07,22,20,11,8,9,7,5,2,11,12,3,7,1,1,19,28,12,18,0,0,1.134
"2021-01-13 - PIT 3, PHI 6",PIT,54,46,41,35,34,27,3,6,2.07,2.47,20,22,8,11,7,9,2,5,12,11,7,3,1,1,28,19,18,12,0,0,0.866
"2021-01-13 - CHI 1, TB 5",CHI,41,46,29,39,23,33,1,5,1.62,2.75,23,30,2,10,2,10,0,3,21,20,13,12,0,1,12,15,8,11,1,1,0.892
"2021-01-13 - CHI 1, TB 5",TB,46,41,39,29,33,23,5,1,2.75,1.62,30,23,10,2,10,2,3,0,20,21,12,13,1,0,15,12,11,8,1,1,1.108
"2021-01-13 - MTL 4, TOR 5",MTL,62,74,45,52,32,34,4,5,3.0,3.88,34,48,13,12,7,9,2,2,21,36,10,16,2,2,24,24,13,9,0,1,0.978
"2021-01-13 - MTL 4, TOR 5",TOR,74,62,52,45,34,32,5,4,3.88,3.0,48,34,12,13,9,7,2,2,36,21,16,10,2,2,24,24,9,13,1,0,1.022
"2021-01-13 - VAN 5, EDM 3",EDM,55,62,41,45,31,35,3,5,3.25,2.96,35,29,17,12,11,10,1,2,18,17,10,10,1,3,19,27,10,14,1,0,0.954
"2021-01-13 - VAN 5, EDM 3",VAN,62,55,45,41,35,31,5,3,2.96,3.25,29,35,12,17,10,11,2,1,17,18,10,10,3,1,27,19,14,10,0,1,1.046
"2021-01-13 - STL 4, COL 1",COL,51,51,32,40,27,32,1,4,1.77,2.96,16,28,8,10,6,8,0,2,8,18,8,11,1,2,31,20,13,12,0,0,0.912
"2021-01-13 - STL 4, COL 1",STL,51,51,40,32,32,27,4,1,2.96,1.77,28,16,10,8,8,6,2,0,18,8,11,8,2,1,20,31,12,13,0,0,1.088
"2021-01-14 - WSH 6, BUF 4",BUF,44,44,33,37,26,28,4,6,1.78,2.55,21,17,9,5,7,3,2,3,12,12,7,8,1,1,23,24,12,16,1,1,0.94
"2021-01-14 - WSH 6, BUF 4",WSH,44,44,37,33,28,26,6,4,2.55,1.78,17,21,5,9,3,7,3,2,12,12,8,7,1,1,24,23,16,12,1,1,1.06
"2021-01-14 - BOS 3, NJ 2",BOS,60,46,46,39,37,22,2,2,3.24,2.52,35,27,17,17,13,12,2,1,18,10,10,3,0,0,22,17,13,5,0,1,0.963
"2021-01-14 - BOS 3, NJ 2",NJ,46,60,39,46,22,37,2,2,2.52,3.24,27,35,17,17,12,13,1,2,10,18,3,10,0,0,17,22,5,13,1,0,1.037
"2021-01-14 - NYI 4, NYR 0",NYI,56,49,45,29,33,24,4,0,3.46,1.68,30,19,18,8,12,7,2,0,12,11,8,7,2,0,21,24,11,9,0,0,1.121
"2021-01-14 - NYI 4, NYR 0",NYR,49,56,29,45,24,33,0,4,1.68,3.46,19,30,8,18,7,12,0,2,11,12,7,8,0,2,24,21,9,11,0,0,0.879
"2021-01-14 - CAR 3, DET 0",CAR,73,34,57,25,43,14,3,0,3.76,1.67,37,18,9,8,8,6,2,0,28,10,14,1,0,0,28,14,15,7,0,0,1.07
"2021-01-14 - CAR 3, DET 0",DET,34,73,25,57,14,43,0,3,1.67,3.76,18,37,8,9,6,8,0,2,10,28,1,14,0,0,14,28,7,15,0,0,0.93
"2021-01-14 - CBJ 1, NSH 3",CBJ,57,65,37,50,30,35,1,3,1.61,3.13,19,25,5,9,5,8,1,0,14,16,7,10,0,2,29,36,16,16,0,1,0.948
"2021-01-14 - CBJ 1, NSH 3",NSH,65,57,50,37,35,30,3,1,3.13,1.61,25,19,9,5,8,5,0,1,16,14,10,7,2,0,36,29,16,16,1,0,1.052
"2021-01-14 - CGY 3, WPG 4",CGY,48,57,34,39,26,34,3,4,1.74,2.85,21,30,6,10,4,8,1,1,15,20,8,12,2,2,24,27,11,14,0,1,0.998
"2021-01-14 - CGY 3, WPG 4",WPG,57,48,39,34,34,26,4,3,2.85,1.74,30,21,10,6,8,4,1,1,20,15,12,8,2,2,27,24,14,11,1,0,1.002
"2021-01-14 - VAN 2, EDM 5",EDM,66,84,56,55,46,40,5,2,5.55,3.92,33,41,19,16,16,9,5,1,14,25,10,10,0,1,29,40,18,19,0,0,1.059
"2021-01-14 - VAN 2, EDM 5",VAN,84,66,55,56,40,46,2,5,3.92,5.55,41,33,16,19,9,16,1,5,25,14,10,10,1,0,40,29,19,18,0,0,0.941
"2021-01-14 - SJ 4, ARI 3",ARI,74,64,52,51,37,35,3,3,4.62,3.5,44,27,24,13,19,11,2,3,20,14,7,8,0,0,28,32,11,13,1,0,0.995
"2021-01-14 - SJ 4, ARI 3",SJ,64,74,51,52,35,37,3,3,3.5,4.62,27,44,13,24,11,19,3,2,14,20,8,7,0,0,32,28,13,11,0,1,1.005
"2021-01-14 - ANA 2, VGK 5",ANA,54,47,33,34,22,29,2,5,1.67,2.92,20,25,7,13,5,12,2,4,13,12,7,7,0,1,24,18,8,10,0,0,0.918
"2021-01-14 - ANA 2, VGK 5",VGK,47,54,34,33,29,22,5,2,2.92,1.67,25,20,13,7,12,5,4,2,12,13,7,7,1,0,18,24,10,8,0,0,1.082
"2021-01-14 - MIN 4, LA 3",LA,52,51,45,39,34,27,3,4,2.9,2.45,25,20,8,10,8,8,2,2,17,10,8,6,1,2,23,27,15,13,0,0,0.94
"2021-01-14 - MIN 4, LA 3",MIN,51,52,39,45,27,34,4,3,2.45,2.9,20,25,10,8,8,8,2,2,10,17,6,8,2,1,27,23,13,15,0,0,1.06
"2021-01-15 - WSH 2, BUF 1",BUF,52,35,45,27,31,21,1,2,2.95,1.67,23,12,11,4,7,3,0,0,12,8,5,5,0,2,27,21,18,12,1,0,0.937
"2021-01-15 - WSH 2, BUF 1",WSH,35,52,27,45,21,31,2,1,1.67,2.95,12,23,4,11,3,7,0,0,8,12,5,5,2,0,21,27,12,18,0,1,1.063
"2021-01-15 - PIT 2, PHI 5",PHI,36,52,25,47,20,33,5,2,2.86,2.94,19,28,12,14,11,12,4,1,7,14,2,8,1,1,15,19,6,10,0,0,1.189
"2021-01-15 - PIT 2, PHI 5",PIT,52,36,47,25,33,20,2,5,2.94,2.86,28,19,14,12,12,11,1,4,14,7,8,2,1,1,19,15,10,6,0,0,0.811
"2021-01-15 - CHI 2, TB 5",CHI,54,54,46,48,37,37,2,5,3.12,2.95,37,35,13,12,12,10,2,2,24,23,13,17,0,1,16,18,12,10,0,2,0.919
"2021-01-15 - CHI 2, TB 5",TB,54,54,48,46,37,37,5,2,2.95,3.12,35,37,12,13,10,12,2,2,23,24,17,13,1,0,18,16,10,12,2,0,1.081
"2021-01-15 - TOR 3, OTT 5",OTT,46,52,36,33,24,23,5,3,3.38,2.37,26,29,13,10,11,5,3,1,13,19,4,7,2,1,19,19,9,11,0,1,1.078
"2021-01-15 - TOR 3, OTT 5",TOR,52,46,33,36,23,24,3,5,2.37,3.38,29,26,10,13,5,11,1,3,19,13,7,4,1,2,19,19,11,9,1,0,0.922
"2021-01-15 - STL 0, COL 8",COL,51,37,44,27,38,21,8,0,2.93,1.15,24,17,11,7,9,5,2,0,13,10,9,6,5,0,25,18,18,9,1,0,1.211
"2021-01-15 - STL 0, COL 8",STL,37,51,27,44,21,38,0,8,1.15,2.93,17,24,7,11,5,9,0,2,10,13,6,9,0,5,18,25,9,18,0,1,0.789
"2021-01-16 - BOS 1, NJ 2",BOS,46,54,39,44,28,31,1,2,1.94,2.99,17,25,4,9,3,7,1,1,13,16,11,6,0,1,27,26,12,17,0,0,0.971
"2021-01-16 - BOS 1, NJ 2",NJ,54,46,44,39,31,28,2,1,2.99,1.94,25,17,9,4,7,3,1,1,16,13,6,11,1,0,26,27,17,12,0,0,1.029
"2021-01-16 - NYI 0, NYR 5",NYI,38,65,32,45,23,32,0,5,1.52,2.86,19,29,4,12,2,4,0,3,15,17,9,10,0,1,14,31,9,17,0,1,0.844
"2021-01-16 - NYI 0, NYR 5",NYR,65,38,45,32,32,23,5,0,2.86,1.52,29,19,12,4,4,2,3,0,17,15,10,9,1,0,31,14,17,9,1,0,1.156
"2021-01-16 - CAR 2, DET 4",CAR,58,45,42,36,31,21,2,4,3.31,3.77,33,22,10,6,8,5,2,2,23,16,10,5,0,1,22,21,13,10,0,1,0.874
"2021-01-16 - CAR 2, DET 4",DET,45,58,36,42,21,31,4,2,3.77,3.31,22,33,6,10,5,8,2,2,16,23,5,10,1,0,21,22,10,13,1,0,1.126
"2021-01-16 - CBJ 2, NSH 5",CBJ,64,59,54,42,44,33,2,5,3.28,1.94,29,24,12,7,10,7,1,3,17,17,11,8,1,1,30,34,22,18,0,1,0.894
"2021-01-16 - CBJ 2, NSH 5",NSH,59,64,42,54,33,44,5,2,1.94,3.28,24,29,7,12,7,10,3,1,17,17,8,11,1,1,34,30,18,22,1,0,1.106
"2021-01-16 - TOR 3, OTT 2",OTT,36,73,30,52,19,40,2,3,2.35,2.9,23,37,13,15,8,10,1,1,10,22,5,11,0,2,9,31,5,17,1,0,1.03
"2021-01-16 - TOR 3, OTT 2",TOR,73,36,52,30,40,19,3,2,2.9,2.35,37,23,15,13,10,8,1,1,22,10,11,5,2,0,31,9,17,5,0,1,0.97
"2021-01-16 - VAN 0, CGY 3",CGY,62,54,51,40,35,32,3,0,3.26,1.95,31,23,9,4,8,3,2,0,22,19,9,12,1,0,29,26,17,15,0,0,1.086
"2021-01-16 - VAN 0, CGY 3",VAN,54,62,40,51,32,35,0,3,1.95,3.26,23,31,4,9,3,8,0,2,19,22,12,9,0,1,26,29,15,17,0,0,0.914
"2021-01-16 - MTL 5, EDM 1",EDM,66,56,45,45,35,36,1,5,3.23,2.49,33,24,13,8,11,7,0,3,20,16,9,8,1,0,28,29,13,20,0,2,0.89
"2021-01-16 - MTL 5, EDM 1",MTL,56,66,45,45,36,35,5,1,2.49,3.23,24,33,8,13,7,11,3,0,16,20,8,9,0,1,29,28,20,13,2,0,1.11
"2021-01-16 - SJ 3, ARI 5",ARI,55,64,45,49,26,34,5,3,3.44,3.21,24,33,9,16,5,11,2,2,15,17,7,8,2,1,28,30,12,15,1,0,1.104
"2021-01-16 - SJ 3, ARI 5",SJ,64,55,49,45,34,26,3,5,3.21,3.44,33,24,16,9,11,5,2,2,17,15,8,7,1,2,30,28,15,12,0,1,0.896
"2021-01-16 - ANA 1, VGK 2",ANA,48,67,30,50,22,33,1,2,1.51,2.69,29,37,6,13,6,11,1,2,23,24,7,9,0,0,16,26,9,10,0,0,0.985
"2021-01-16 - ANA 1, VGK 2",VGK,67,48,50,30,33,22,2,1,2.69,1.51,37,29,13,6,11,6,2,1,24,23,9,7,0,0,26,16,10,9,0,0,1.015
"2021-01-16 - MIN 4, LA 3",LA,52,73,44,59,33,44,3,4,2.19,3.67,23,40,4,14,3,9,2,2,19,26,11,16,1,2,28,29,19,17,0,0,1.0
"2021-01-16 - MIN 4, LA 3",MIN,73,52,59,44,44,33,4,3,3.67,2.19,40,23,14,4,9,3,2,2,26,19,16,11,2,1,29,28,17,19,0,0,1.0
"2021-01-17 - CHI 2, FLA 5",CHI,50,49,36,41,30,36,2,5,2.19,2.16,19,19,4,10,4,9,0,1,15,9,12,5,1,1,25,25,13,19,1,3,0.928
"2021-01-17 - CHI 2, FLA 5",FLA,49,50,41,36,36,30,5,2,2.16,2.19,19,19,10,4,9,4,1,0,9,15,5,12,1,1,25,25,19,13,3,1,1.072
"2021-01-17 - WSH 3, PIT 4",PIT,46,40,37,30,27,23,3,3,2.07,2.1,29,18,13,9,11,8,2,3,16,9,10,5,1,0,17,20,6,9,0,0,0.981
"2021-01-17 - WSH 3, PIT 4",WSH,40,46,30,37,23,27,3,3,2.1,2.07,18,29,9,13,8,11,3,2,9,16,5,10,0,1,20,17,9,6,0,0,1.019
"2021-01-18 - BOS 0, NYI 1",BOS,61,39,44,27,27,17,0,1,2.63,2.54,28,24,7,8,5,5,0,1,21,16,10,5,0,0,30,13,12,5,0,0,0.941
"2021-01-18 - BOS 0, NYI 1",NYI,39,61,27,44,17,27,1,0,2.54,2.63,24,28,8,7,5,5,1,0,16,21,5,10,0,0,13,30,5,12,0,0,1.059
"2021-01-18 - BUF 6, PHI 1",BUF,58,53,46,36,37,22,6,1,2.56,1.76,28,20,10,5,7,2,1,1,18,15,12,5,3,0,28,31,18,15,2,0,1.117
"2021-01-18 - BUF 6, PHI 1",PHI,53,58,36,46,22,37,1,6,1.76,2.56,20,28,5,10,2,7,1,1,15,18,5,12,0,3,31,28,15,18,0,2,0.883
"2021-01-18 - CBJ 3, DET 2",CBJ,51,56,36,45,29,37,3,2,2.06,3.04,18,24,7,12,5,11,3,2,11,12,5,11,0,0,31,28,17,15,0,0,1.049
"2021-01-18 - CBJ 3, DET 2",DET,56,51,45,36,37,29,2,3,3.04,2.06,24,18,12,7,11,5,2,3,12,11,11,5,0,0,28,31,15,17,0,0,0.951
"2021-01-18 - SJ 4, STL 5",SJ,38,50,35,40,26,33,4,5,1.34,2.27,13,28,2,7,2,6,2,4,11,21,7,16,2,1,24,19,16,10,0,0,1.002
"2021-01-18 - SJ 4, STL 5",STL,50,38,40,35,33,26,5,4,2.27,1.34,28,13,7,2,6,2,4,2,21,11,16,7,1,2,19,24,10,16,0,0,0.998
"2021-01-18 - CAR 4, NSH 2",CAR,49,55,32,43,24,33,4,2,2.12,1.96,25,24,11,6,9,4,1,0,14,18,6,12,1,2,21,28,9,17,2,0,1.106
"2021-01-18 - CAR 4, NSH 2",NSH,55,49,43,32,33,24,2,4,1.96,2.12,24,25,6,11,4,9,0,1,18,14,12,6,2,1,28,21,17,9,0,2,0.894
"2021-01-18 - WPG 1, TOR 3",TOR,65,48,54,38,38,28,3,1,4.91,2.0,41,20,15,3,11,1,2,0,26,17,14,10,0,1,23,26,12,16,1,0,1.043
"2021-01-18 - WPG 1, TOR 3",WPG,48,65,38,54,28,38,1,3,2.0,4.91,20,41,3,15,1,11,0,2,17,26,10,14,1,0,26,23,16,12,0,1,0.957
"2021-01-18 - VAN 2, CGY 5",CGY,56,47,44,39,32,27,5,2,4.74,2.38,32,21,12,8,9,5,3,0,20,13,10,6,0,1,21,22,11,14,1,1,1.082
"2021-01-18 - VAN 2, CGY 5",VAN,47,56,39,44,27,32,2,5,2.38,4.74,21,32,8,12,5,9,0,3,13,20,6,10,1,0,22,21,14,11,1,1,0.918
"2021-01-18 - MTL 3, EDM 1",EDM,47,55,38,42,26,34,1,3,2.32,2.75,18,18,11,11,7,9,1,0,7,7,4,5,0,1,25,34,14,20,0,2,0.95
"2021-01-18 - MTL 3, EDM 1",MTL,55,47,42,38,34,26,3,1,2.75,2.32,18,18,11,11,9,7,0,1,7,7,5,4,1,0,34,25,20,14,2,0,1.05
"2021-01-18 - ARI 2, VGK 4",ARI,61,56,41,43,32,28,2,4,2.15,3.51,25,31,6,15,5,11,0,3,19,16,11,5,1,0,30,23,13,11,1,0,0.92
"2021-01-18 - ARI 2, VGK 4",VGK,56,61,43,41,28,32,4,2,3.51,2.15,31,25,15,6,11,5,3,0,16,19,5,11,0,1,23,30,11,13,0,1,1.08
"2021-01-18 - MIN 0, ANA 1",ANA,43,67,36,52,27,34,1,0,1.77,3.77,16,40,2,14,1,11,1,0,14,26,10,17,0,0,21,22,13,6,0,0,1.037
"2021-01-18 - MIN 0, ANA 1",MIN,67,43,52,36,34,27,0,1,3.77,1.77,40,16,14,2,11,1,0,1,26,14,17,10,0,0,22,21,6,13,0,0,0.963
"2021-01-19 - NJ 4, NYR 3",NJ,46,81,36,63,28,50,4,3,2.19,4.17,19,38,8,18,6,15,3,2,11,20,7,8,1,0,25,42,15,27,0,1,1.083
"2021-01-19 - NJ 4, NYR 3",NYR,81,46,63,36,50,28,3,4,4.17,2.19,38,19,18,8,15,6,2,3,20,11,8,7,0,1,42,25,27,15,1,0,0.917
"2021-01-19 - BUF 0, PHI 3",BUF,67,48,51,41,40,30,0,3,3.18,2.23,30,20,12,6,8,6,0,1,18,14,10,8,0,1,33,24,19,12,0,0,0.9
"2021-01-19 - BUF 0, PHI 3",PHI,48,67,41,51,30,40,3,0,2.23,3.18,20,30,6,12,6,8,1,0,14,18,8,10,1,0,24,33,12,19,0,0,1.1
"2021-01-19 - CHI 4, FLA 5",CHI,59,58,46,42,36,30,4,5,2.43,3.18,28,32,8,13,8,9,0,3,20,19,12,10,3,2,29,19,16,10,1,0,0.944
"2021-01-19 - CHI 4, FLA 5",FLA,58,59,42,46,30,36,5,4,3.18,2.43,32,28,13,8,9,8,3,0,19,20,10,12,2,3,19,29,10,16,0,1,1.056
"2021-01-19 - WSH 4, PIT 5",PIT,55,47,40,30,30,26,5,4,3.14,1.9,26,20,12,10,11,10,4,2,14,10,5,4,0,2,26,22,13,11,1,0,1.013
"2021-01-19 - WSH 4, PIT 5",WSH,47,55,30,40,26,30,4,5,1.9,3.14,20,26,10,12,10,11,2,4,10,14,4,5,2,0,22,26,11,13,0,1,0.987
"2021-01-19 - CBJ 2, DET 3",CBJ,45,55,35,38,24,27,2,3,1.66,1.44,15,17,6,5,4,3,0,2,9,12,5,4,1,0,25,29,14,13,1,1,0.972
"2021-01-19 - CBJ 2, DET 3",DET,55,45,38,35,27,24,3,2,1.44,1.66,17,15,5,6,3,4,2,0,12,9,4,5,0,1,29,25,13,14,1,1,1.028
"2021-01-19 - WPG 4, OTT 3",OTT,64,53,56,36,41,28,3,4,3.56,2.33,34,24,15,11,13,8,2,3,19,13,9,6,0,1,30,23,19,13,1,0,0.93
"2021-01-19 - WPG 4, OTT 3",WPG,53,64,36,56,28,41,4,3,2.33,3.56,24,34,11,15,8,13,3,2,13,19,6,9,1,0,23,30,13,19,0,1,1.07
"2021-01-19 - COL 3, LA 2",COL,47,49,35,35,24,25,3,2,3.79,2.09,27,23,11,5,11,3,1,0,16,18,2,6,0,2,18,20,11,13,2,0,1.045
"2021-01-19 - COL 3, LA 2",LA,49,47,35,35,25,24,2,3,2.09,3.79,23,27,5,11,3,11,0,1,18,16,6,2,2,0,20,18,13,11,0,2,0.955
"2021-01-20 - SJ 2, STL 1",SJ,57,43,44,35,38,23,1,1,2.92,1.55,27,19,9,2,7,1,1,1,18,17,12,10,0,0,29,22,19,10,0,0,0.983
"2021-01-20 - SJ 2, STL 1",STL,43,57,35,44,23,38,1,1,1.55,2.92,19,27,2,9,1,7,1,1,17,18,10,12,0,0,22,29,10,19,0,0,1.017
"2021-01-20 - EDM 3, TOR 1",EDM,37,53,31,34,23,26,3,1,2.22,1.94,21,26,11,9,8,7,1,0,10,17,5,6,0,0,14,26,8,12,1,1,1.092
"2021-01-20 - EDM 3, TOR 1",TOR,53,37,34,31,26,23,1,3,1.94,2.22,26,21,9,11,7,8,0,1,17,10,6,5,0,0,26,14,12,8,1,1,0.908
"2021-01-20 - MTL 5, VAN 6",MTL,63,58,51,43,36,28,5,5,2.65,3.13,36,33,14,13,12,9,4,2,22,20,12,9,1,3,25,21,12,8,0,0,0.96
"2021-01-20 - MTL 5, VAN 6",VAN,58,63,43,51,28,36,5,5,3.13,2.65,33,36,13,14,9,12,2,4,20,22,9,12,3,1,21,25,8,12,0,0,1.04
"2021-01-20 - ARI 2, VGK 5",ARI,48,52,34,38,23,29,2,5,3.0,2.64,28,31,15,11,10,6,1,3,13,20,6,11,1,1,16,21,6,12,0,1,0.915
"2021-01-20 - ARI 2, VGK 5",VGK,52,48,38,34,29,23,5,2,2.64,3.0,31,28,11,15,6,10,3,1,20,13,11,6,1,1,21,16,12,6,1,0,1.085
"2021-01-20 - MIN 3, ANA 2",ANA,59,61,45,42,24,32,2,3,2.24,2.9,17,36,10,14,6,12,1,1,7,22,3,11,1,2,39,21,14,8,0,0,0.99
"2021-01-20 - MIN 3, ANA 2",MIN,61,59,42,45,32,24,3,2,2.9,2.24,36,17,14,10,12,6,1,1,22,7,11,3,2,1,21,39,8,14,0,0,1.01
"2021-01-21 - PHI 4, BOS 5",BOS,70,47,55,38,43,26,4,4,4.09,2.2,38,28,19,9,16,8,3,4,19,19,11,9,0,0,29,19,15,9,1,0,0.939
"2021-01-21 - PHI 4, BOS 5",PHI,47,70,38,55,26,43,4,4,2.2,4.09,28,38,9,19,8,16,4,3,19,19,9,11,0,0,19,29,9,15,0,1,1.061
"2021-01-21 - NJ 1, NYI 4",NJ,59,61,37,47,31,35,1,4,1.47,3.55,21,34,2,16,1,13,0,2,19,18,10,11,1,2,31,26,18,11,0,0,0.918
"2021-01-21 - NJ 1, NYI 4",NYI,61,59,47,37,35,31,4,1,3.55,1.47,34,21,16,2,13,1,2,0,18,19,11,10,2,1,26,31,11,18,0,0,1.082
"2021-01-21 - TB 3, CBJ 2",CBJ,50,62,38,49,25,37,2,3,1.74,3.23,19,35,8,18,6,15,1,2,11,17,6,8,1,1,22,23,9,12,0,0,0.999
"2021-01-21 - TB 3, CBJ 2",TB,62,50,49,38,37,25,3,2,3.23,1.74,35,19,18,8,15,6,2,1,17,11,8,6,1,1,23,22,12,9,0,0,1.001
"2021-01-21 - WPG 4, OTT 1",OTT,45,63,35,46,29,29,1,4,2.05,3.22,21,33,11,10,8,7,1,3,10,23,7,9,0,0,18,29,12,13,0,1,0.897
"2021-01-21 - WPG 4, OTT 1",WPG,63,45,46,35,29,29,4,1,3.22,2.05,33,21,10,11,7,8,3,1,23,10,9,7,0,0,29,18,13,12,1,0,1.103
"2021-01-21 - MTL 7, VAN 3",MTL,70,32,52,27,42,17,7,3,3.61,1.66,34,17,11,8,9,5,4,2,23,9,12,5,2,1,32,12,19,6,1,0,0.99
"2021-01-21 - MTL 7, VAN 3",VAN,32,70,27,52,17,42,3,7,1.66,3.61,17,34,8,11,5,9,2,4,9,23,5,12,1,2,12,32,6,19,0,1,1.01
"2021-01-21 - COL 2, LA 4",COL,66,54,47,39,26,27,2,4,3.31,3.09,34,26,16,12,10,10,1,1,18,14,7,4,1,0,31,25,8,11,0,2,0.929
"2021-01-21 - COL 2, LA 4",LA,54,66,39,47,27,26,4,2,3.09,3.31,26,34,12,16,10,10,1,1,14,18,4,7,0,1,25,31,11,8,2,0,1.071
"2021-01-22 - BUF 3, WSH 4",BUF,57,52,46,40,27,32,3,3,2.13,1.99,21,17,9,8,7,6,3,2,12,9,6,6,0,1,30,29,11,17,0,0,1.017
"2021-01-22 - BUF 3, WSH 4",WSH,52,57,40,46,32,27,3,3,1.99,2.13,17,21,8,9,6,7,2,3,9,12,6,6,1,0,29,30,17,11,0,0,0.983
"2021-01-22 - NYR 3, PIT 4",NYR,54,48,44,38,34,29,3,3,2.99,2.74,25,27,13,13,10,11,2,3,12,14,8,8,0,0,27,18,16,8,1,0,0.985
"2021-01-22 - NYR 3, PIT 4",PIT,48,54,38,44,29,34,3,3,2.74,2.99,27,25,13,13,11,10,3,2,14,12,8,8,0,0,18,27,8,16,0,1,1.015
"2021-01-22 - DET 1, CHI 4",CHI,43,53,33,36,28,31,4,1,3.0,2.99,23,26,9,9,8,8,2,0,14,17,8,8,0,1,15,24,9,15,1,0,1.111
"2021-01-22 - DET 1, CHI 4",DET,53,43,36,33,31,28,1,4,2.99,3.0,26,23,9,9,8,8,0,2,17,14,8,8,1,0,24,15,15,9,0,1,0.889
"2021-01-22 - EDM 2, TOR 4",EDM,55,54,40,37,32,29,2,4,2.49,2.85,28,27,11,8,10,7,2,0,17,19,8,13,0,3,24,25,13,8,0,0,0.925
"2021-01-22 - EDM 2, TOR 4",TOR,54,55,37,40,29,32,4,2,2.85,2.49,27,28,8,11,7,10,0,2,19,17,13,8,3,0,25,24,8,13,0,0,1.075
"2021-01-22 - SJ 1, MIN 4",MIN,54,63,42,39,29,29,4,1,2.51,1.93,15,24,9,7,7,6,3,1,6,17,3,8,0,0,35,25,17,12,0,0,1.103
"2021-01-22 - SJ 1, MIN 4",SJ,63,54,39,42,29,29,1,4,1.93,2.51,24,15,7,9,6,7,1,3,17,6,8,3,0,0,25,35,12,17,0,0,0.897
"2021-01-22 - NSH 0, DAL 7",DAL,50,63,36,50,28,34,7,0,3.29,3.68,21,27,11,12,10,9,6,0,10,15,6,9,1,0,25,31,11,16,0,0,1.25
"2021-01-22 - NSH 0, DAL 7",NSH,63,50,50,36,34,28,0,7,3.68,3.29,27,21,12,11,9,10,0,6,15,10,9,6,0,1,31,25,16,11,0,0,0.75
"2021-01-22 - VGK 2, ARI 5",ARI,55,60,34,47,26,31,5,2,2.38,2.67,26,30,8,15,7,7,3,1,18,15,6,8,1,1,22,27,10,15,0,0,1.128
"2021-01-22 - VGK 2, ARI 5",VGK,60,55,47,34,31,26,2,5,2.67,2.38,30,26,15,8,7,7,1,3,15,18,8,6,1,1,27,22,15,10,0,0,0.872
"2021-01-22 - COL 3, ANA 2",ANA,60,65,49,44,38,32,2,3,3.58,3.38,33,36,13,21,13,16,1,3,20,15,11,4,1,0,24,27,14,11,0,0,0.959
"2021-01-22 - COL 3, ANA 2",COL,65,60,44,49,32,38,3,2,3.38,3.58,36,33,21,13,16,13,3,1,15,20,4,11,0,1,27,24,11,14,0,0,1.041
"2021-01-23 - PHI 1, BOS 6",BOS,47,42,37,28,26,17,6,1,2.08,1.05,24,13,8,4,7,4,5,1,16,9,7,4,1,0,19,25,9,7,0,0,1.172
"2021-01-23 - PHI 1, BOS 6",PHI,42,47,28,37,17,26,1,6,1.05,2.08,13,24,4,8,4,7,1,5,9,16,4,7,0,1,25,19,7,9,0,0,0.828
"2021-01-23 - TB 2, CBJ 5",CBJ,49,48,41,39,28,32,5,2,2.32,1.78,22,17,6,9,6,8,2,2,16,8,9,3,2,0,23,25,11,17,0,0,1.116
"2021-01-23 - TB 2, CBJ 5",TB,48,49,39,41,32,28,2,5,1.78,2.32,17,22,9,6,8,6,2,2,8,16,3,9,0,2,25,23,17,11,0,0,0.884
"2021-01-23 - LA 2, STL 4",LA,56,37,39,34,23,30,2,4,2.36,2.22,22,14,7,5,3,5,0,0,15,9,5,6,2,2,30,20,15,16,0,2,0.954
"2021-01-23 - LA 2, STL 4",STL,37,56,34,39,30,23,4,2,2.22,2.36,14,22,5,7,5,3,0,0,9,15,6,5,2,2,20,30,16,15,2,0,1.046
"2021-01-23 - OTT 3, WPG 6",OTT,43,62,29,48,21,38,3,6,1.83,4.11,19,31,11,15,7,9,2,3,8,16,3,9,1,2,20,28,9,18,0,1,0.985
"2021-01-23 - OTT 3, WPG 6",WPG,62,43,48,29,38,21,6,3,4.11,1.83,31,19,15,11,9,7,3,2,16,8,9,3,2,1,28,20,18,9,1,0,1.015
"2021-01-23 - MTL 5, VAN 2",MTL,61,49,43,37,33,25,5,2,3.39,1.86,30,22,13,7,10,5,3,0,17,15,7,5,1,2,22,22,11,11,0,0,1.072
"2021-01-23 - MTL 5, VAN 2",VAN,49,61,37,43,25,33,2,5,1.86,3.39,22,30,7,13,5,10,0,3,15,17,5,7,2,1,22,22,11,11,0,0,0.928
"2021-01-24 - NYI 0, NJ 2",NJ,46,46,37,40,24,28,2,0,2.73,2.54,24,23,10,9,5,8,2,0,14,14,8,7,0,0,19,22,11,13,0,0,1.083
"2021-01-24 - NYI 0, NJ 2",NYI,46,46,40,37,28,24,0,2,2.54,2.73,23,24,9,10,8,5,0,2,14,14,7,8,0,0,22,19,13,11,0,0,0.917
"2021-01-24 - BUF 4, WSH 3",BUF,79,54,63,39,48,31,3,3,3.9,2.39,33,27,16,10,13,8,0,1,17,17,10,10,2,0,38,25,22,13,1,2,0.966
