Game,Team,CF,CA,FF,FA,SF,SA,GF,GA,xGF,xGA,SCF,SCA,HDCF,HDCA,HDSF,HDSA,HDGF,HDGA,MDCF,MDCA,MDSF,MDSA,MDGF,MDGA,LDCF,LDCA,LDSF,LDSA,LDGF,LDGA,PDO
"2021-10-15 - VAN 5, PHI 4",VAN,67,62,48,47,39,35,4,4,3.48,3.08,40,26,13,10,9,8,2,2,27,16,13,8,2,0,22,34,14,18,0,2,0.988
"2021-10-15 - MIN 2, ANA 1",ANA,58,74,43,60,29,43,1,2,2.26,3.55,24,33,7,12,7,9,1,2,17,21,8,13,0,0,29,36,10,19,0,0,0.988
"2021-10-15 - MIN 2, ANA 1",MIN,74,58,60,43,43,29,2,1,3.55,2.26,33,24,12,7,9,7,2,1,21,17,13,8,0,0,36,29,19,10,0,0,1.012
"2021-10-16 - DAL 1, BOS 3",BOS,63,47,52,39,40,28,3,1,3.06,2.4,25,26,5,4,5,4,3,0,20,22,12,13,0,1,37,20,22,10,0,0,1.039
"2021-10-16 - DAL 1, BOS 3",DAL,47,63,39,52,28,40,1,3,2.4,3.06,26,25,4,5,4,5,0,3,22,20,13,12,1,0,20,37,10,22,0,0,0.961
"2021-10-16 - ARI 1, BUF 2",ARI,37,53,28,43,21,33,1,1,1.39,2.32,15,29,9,14,8,11,1,1,6,15,2,7,0,0,21,24,11,15,0,0,1.017
"2021-10-16 - ARI 1, BUF 2",BUF,53,37,43,28,33,21,1,1,2.32,1.39,29,15,14,9,11,8,1,1,15,6,7,2,0,0,24,21,15,11,0,0,0.983
"2021-10-16 - OTT 1, TOR 3",OTT,45,68,36,46,21,29,1,3,1.6,2.97,21,34,9,10,5,5,0,1,12,24,8,10,1,2,18,32,5,13,0,0,0.944
"2021-10-16 - OTT 1, TOR 3",TOR,68,45,46,36,29,21,3,1,2.97,1.6,34,21,10,9,5,5,1,0,24,12,10,8,2,1,32,18,13,5,0,0,1.056
"2021-10-16 - NYR 3, MTL 1",MTL,57,48,39,35,32,24,1,3,2.6,1.83,26,21,10,5,8,4,1,2,16,16,4,12,0,0,25,22,17,4,0,0,0.906
"2021-10-16 - NYR 3, MTL 1",NYR,48,57,35,39,24,32,3,1,1.83,2.6,21,26,5,10,4,8,2,1,16,16,12,4,0,0,22,25,4,17,0,0,1.094
"2021-10-16 - VAN 1, DET 3",DET,39,71,26,52,21,41,3,1,2.67,3.84,20,35,9,14,8,12,1,0,11,21,4,11,1,0,13,33,7,17,0,1,1.118
"2021-10-16 - VAN 1, DET 3",VAN,71,39,52,26,41,21,1,3,3.84,2.67,35,20,14,9,12,8,0,1,21,11,11,4,0,1,33,13,17,7,1,0,0.882
"2021-10-16 - NYI 1, FLA 5",FLA,67,54,44,43,29,30,5,1,2.24,2.15,28,21,8,5,7,4,4,1,20,16,11,12,1,0,35,32,11,13,0,0,1.139
"2021-10-16 - NYI 1, FLA 5",NYI,54,67,43,44,30,29,1,5,2.15,2.24,21,28,5,8,4,7,1,4,16,20,12,11,0,1,32,35,13,11,0,0,0.861
"2021-10-16 - CHI 2, PIT 5",CHI,38,44,25,35,20,26,2,5,1.64,1.96,21,24,6,10,6,9,1,3,15,14,7,5,1,2,15,18,6,10,0,0,0.908
"2021-10-16 - CHI 2, PIT 5",PIT,44,38,35,25,26,20,5,2,1.96,1.64,24,21,10,6,9,6,3,1,14,15,5,7,2,1,18,15,10,6,0,0,1.092
"2021-10-16 - TB 2, WSH 1",TB,56,57,40,42,24,33,2,1,2.41,2.17,28,22,15,4,8,2,0,0,13,18,5,9,1,1,25,31,10,20,1,0,1.053
"2021-10-16 - TB 2, WSH 1",WSH,57,56,42,40,33,24,1,2,2.17,2.41,22,28,4,15,2,8,0,0,18,13,9,5,1,1,31,25,20,10,0,1,0.947
"2021-10-16 - SEA 1, CBJ 2",CBJ,59,48,37,33,25,20,2,1,1.87,1.52,26,20,7,5,5,4,0,0,19,15,6,5,1,1,29,26,14,11,1,0,1.03
"2021-10-16 - SEA 1, CBJ 2",SEA,48,59,33,37,20,25,1,2,1.52,1.87,20,26,5,7,4,5,0,0,15,19,5,6,1,1,26,29,11,14,0,1,0.97
"2021-10-16 - CAR 3, NSH 2",CAR,53,59,44,47,32,40,3,2,3.66,2.75,25,27,10,10,8,8,0,2,15,17,10,12,2,0,23,27,12,18,0,0,1.044
"2021-10-16 - CAR 3, NSH 2",NSH,59,53,47,44,40,32,2,3,2.75,3.66,27,25,10,10,8,8,2,0,17,15,12,10,0,2,27,23,18,12,0,0,0.956
"2021-10-16 - STL 5, COL 3",COL,64,44,49,36,32,28,3,5,2.88,2.89,36,19,13,7,10,5,2,1,23,12,10,9,1,4,25,21,11,12,0,0,0.915
"2021-10-16 - STL 5, COL 3",STL,44,64,36,49,28,32,5,3,2.89,2.88,19,36,7,13,5,10,1,2,12,23,9,10,4,1,21,25,12,11,0,0,1.085
"2021-10-16 - CGY 2, EDM 5",CGY,72,47,59,41,47,33,2,5,3.48,3.1,34,21,16,10,11,7,1,2,18,11,13,8,1,2,28,24,18,17,0,1,0.891
"2021-10-16 - CGY 2, EDM 5",EDM,47,72,41,59,33,47,5,2,3.1,3.48,21,34,10,16,7,11,2,1,11,18,8,13,2,1,24,28,17,18,1,0,1.109
"2021-10-16 - MIN 3, LA 2",LA,61,45,46,39,31,30,2,3,3.23,2.46,37,22,14,9,9,7,1,2,23,13,8,9,0,1,22,20,14,12,1,0,0.965
"2021-10-16 - MIN 3, LA 2",MIN,45,61,39,46,30,31,3,2,2.46,3.23,22,37,9,14,7,9,2,1,13,23,9,8,1,0,20,22,12,14,0,1,1.035
"2021-10-16 - WPG 3, SJ 4",SJ,60,51,46,30,31,23,4,3,3.44,1.63,27,20,12,7,10,5,2,1,15,13,9,8,1,2,29,27,10,7,1,0,0.999
"2021-10-16 - WPG 3, SJ 4",WPG,51,60,30,46,23,31,3,4,1.63,3.44,20,27,7,12,5,10,1,2,13,15,8,9,2,1,27,29,7,10,0,1,1.001
"2021-10-17 - DAL 2, OTT 3",DAL,60,52,44,39,34,27,2,3,1.91,2.22,19,24,9,9,6,6,2,2,10,15,5,10,0,0,39,24,22,8,0,1,0.948
"2021-10-17 - DAL 2, OTT 3",OTT,52,60,39,44,27,34,3,2,2.22,1.91,24,19,9,9,6,6,2,2,15,10,10,5,0,0,24,39,8,22,1,0,1.052
"2021-10-18 - NYR 2, TOR 1",NYR,50,73,38,59,23,41,2,1,2.18,3.29,29,41,8,12,5,10,0,1,21,29,10,14,2,0,19,32,8,17,0,0,1.063
"2021-10-18 - NYR 2, TOR 1",TOR,73,50,59,38,41,23,1,2,3.29,2.18,41,29,12,8,10,5,1,0,29,21,14,10,0,2,32,19,17,8,0,0,0.937
"2021-10-18 - SEA 1, PHI 6",PHI,45,40,38,32,27,24,6,1,2.85,3.09,26,18,12,13,11,11,3,1,14,5,7,3,2,0,17,19,8,9,1,0,1.181
"2021-10-18 - SEA 1, PHI 6",SEA,40,45,32,38,24,27,1,6,3.09,2.85,18,26,13,12,11,11,1,3,5,14,3,7,0,2,19,17,9,8,0,1,0.819
"2021-10-18 - ANA 3, CGY 2",ANA,47,75,41,56,27,43,3,2,2.05,4.07,18,41,5,12,5,9,0,0,13,29,9,20,2,1,26,29,11,13,1,1,1.065
"2021-10-18 - ANA 3, CGY 2",CGY,75,47,56,41,43,27,2,3,4.07,2.05,41,18,12,5,9,5,0,0,29,13,20,9,1,2,29,26,13,11,1,1,0.935
"2021-10-18 - STL 7, ARI 4",ARI,52,49,39,43,26,33,4,7,3.11,2.85,23,25,13,13,11,12,3,3,10,12,3,8,1,4,25,21,12,11,0,0,0.942
"2021-10-18 - STL 7, ARI 4",STL,49,52,43,39,33,26,7,4,2.85,3.11,25,23,13,13,12,11,3,3,12,10,8,3,4,1,21,25,11,12,0,0,1.058
"2021-10-19 - VAN 2, BUF 5",BUF,65,44,55,39,43,34,5,2,4.72,2.17,28,18,16,13,13,11,3,1,12,5,9,3,0,1,33,25,18,20,1,0,1.057
"2021-10-19 - VAN 2, BUF 5",VAN,44,65,39,55,34,43,2,5,2.17,4.72,18,28,13,16,11,13,1,3,5,12,3,9,1,0,25,33,20,18,0,1,0.943
"2021-10-19 - SJ 5, MTL 0",MTL,54,43,35,32,21,25,0,5,1.61,2.22,22,20,4,9,3,5,0,2,18,11,8,8,0,0,27,15,8,9,0,2,0.8
"2021-10-19 - SJ 5, MTL 0",SJ,43,54,32,35,25,21,5,0,2.22,1.61,20,22,9,4,5,3,2,0,11,18,8,8,0,0,15,27,9,8,2,0,1.2
"2021-10-19 - CBJ 1, DET 4",CBJ,50,63,38,56,23,45,1,4,2.26,5.83,25,31,12,17,9,15,1,1,13,14,4,9,0,2,24,31,9,21,0,1,0.955
"2021-10-19 - CBJ 1, DET 4",DET,63,50,56,38,45,23,4,1,5.83,2.26,31,25,17,12,15,9,1,1,14,13,9,4,2,0,31,24,21,9,1,0,1.045
"2021-10-19 - FLA 4, TB 1",FLA,56,52,41,42,32,31,4,1,3.94,2.69,32,26,5,10,4,8,1,0,27,16,13,9,1,1,24,26,15,14,2,0,1.093
"2021-10-19 - FLA 4, TB 1",TB,52,56,42,41,31,32,1,4,2.69,3.94,26,32,10,5,8,4,0,1,16,27,9,13,1,1,26,24,14,15,0,2,0.907
"2021-10-19 - SEA 2, NJ 4",NJ,56,60,45,43,33,29,4,2,4.22,3.15,38,34,23,13,17,8,4,1,15,21,5,7,0,1,17,23,10,12,0,0,1.052
"2021-10-19 - SEA 2, NJ 4",SEA,60,56,43,45,29,33,2,4,3.15,4.22,34,38,13,23,8,17,1,4,21,15,7,5,1,0,23,17,12,10,0,0,0.948
"2021-10-19 - DAL 2, PIT 1",DAL,44,57,36,41,29,28,1,1,2.23,1.85,28,25,11,9,10,7,0,1,17,16,12,7,1,0,13,27,5,12,0,0,0.999
"2021-10-19 - DAL 2, PIT 1",PIT,57,44,41,36,28,29,1,1,1.85,2.23,25,28,9,11,7,10,1,0,16,17,7,12,0,1,27,13,12,5,0,0,1.001
"2021-10-19 - COL 3, WSH 6",COL,46,68,35,54,27,40,3,6,2.64,5.05,23,35,11,15,8,13,2,2,12,20,8,13,1,2,19,26,11,11,0,1,0.961
"2021-10-19 - COL 3, WSH 6",WSH,68,46,54,35,40,27,6,3,5.05,2.64,35,23,15,11,13,8,2,2,20,12,13,8,2,1,26,19,11,11,1,0,1.039
"2021-10-19 - NYI 4, CHI 1",CHI,69,49,50,37,40,29,1,4,3.19,1.6,31,15,13,4,9,3,1,1,18,11,10,6,0,2,36,30,21,19,0,1,0.887
"2021-10-19 - NYI 4, CHI 1",NYI,49,69,37,50,29,40,4,1,1.6,3.19,15,31,4,13,3,9,1,1,11,18,6,10,2,0,30,36,19,21,1,0,1.113
"2021-10-19 - LA 1, NSH 2",LA,46,62,34,44,26,31,1,2,1.47,3.59,18,28,4,9,3,7,0,2,14,19,8,10,0,0,25,27,14,13,1,0,0.974
"2021-10-19 - LA 1, NSH 2",NSH,62,46,44,34,31,26,2,1,3.59,1.47,28,18,9,4,7,3,2,0,19,14,10,8,0,0,27,25,13,14,0,1,1.026
"2021-10-19 - WPG 5, MIN 6",MIN,70,63,54,41,44,30,6,5,3.26,2.13,38,23,15,7,13,4,6,0,23,16,12,12,0,4,31,36,19,14,0,1,0.97
"2021-10-19 - WPG 5, MIN 6",WPG,63,70,41,54,30,44,5,6,2.13,3.26,23,38,7,15,4,13,0,6,16,23,12,12,4,0,36,31,14,19,1,0,1.03
"2021-10-19 - ANA 5, EDM 6",ANA,63,61,46,47,36,37,5,6,2.42,4.91,27,34,7,19,5,15,1,4,20,15,13,10,2,1,30,25,14,12,1,1,0.977
"2021-10-19 - ANA 5, EDM 6",EDM,61,63,47,46,37,36,6,5,4.91,2.42,34,27,19,7,15,5,4,1,15,20,10,13,1,2,25,30,12,14,1,1,1.023
"2021-10-20 - BOS 3, PHI 6",BOS,72,48,49,30,40,25,3,6,3.31,2.3,38,20,16,5,11,5,3,3,22,15,10,11,0,2,28,22,14,7,0,0,0.835
"2021-10-20 - BOS 3, PHI 6",PHI,48,72,30,49,25,40,6,3,2.3,3.31,20,38,5,16,5,11,3,3,15,22,11,10,2,0,22,28,7,14,0,0,1.165
"2021-10-20 - STL 3, VGK 1",STL,67,64,47,52,38,43,3,1,4.38,3.64,44,33,18,14,14,11,2,1,26,19,13,12,0,0,21,27,11,16,1,0,1.056
"2021-10-20 - STL 3, VGK 1",VGK,64,67,52,47,43,38,1,3,3.64,4.38,33,44,14,18,11,14,1,2,19,26,12,13,0,0,27,21,16,11,0,1,0.944
"2021-10-21 - CAR 4, MTL 1",CAR,55,59,44,39,33,28,4,1,3.77,2.92,25,31,12,15,8,11,1,1,13,16,9,7,2,0,26,21,14,9,1,0,1.085
"2021-10-21 - CAR 4, MTL 1",MTL,59,55,39,44,28,33,1,4,2.92,3.77,31,25,15,12,11,8,1,1,16,13,7,9,0,2,21,26,9,14,0,1,0.915
"2021-10-21 - SJ 2, OTT 1",OTT,71,49,52,32,31,24,1,2,3.2,2.22,36,27,14,9,5,8,0,1,22,18,12,8,1,0,31,21,11,8,0,1,0.949
"2021-10-21 - SJ 2, OTT 1",SJ,49,71,32,52,24,31,2,1,2.22,3.2,27,36,9,14,8,5,1,0,18,22,8,12,0,1,21,31,8,11,1,0,1.051
"2021-10-21 - CGY 3, DET 0",CGY,49,53,36,46,29,33,3,0,2.14,2.15,19,20,7,5,7,3,1,0,12,15,6,11,1,0,23,28,12,14,0,0,1.103
"2021-10-21 - CGY 3, DET 0",DET,53,49,46,36,33,29,0,3,2.15,2.14,20,19,5,7,3,7,0,1,15,12,11,6,0,1,28,23,14,12,0,0,0.897
"2021-10-21 - COL 1, FLA 4",COL,49,66,37,48,31,38,1,4,2.25,3.35,26,26,13,12,11,12,1,1,13,14,10,9,0,2,20,36,10,15,0,1,0.927
"2021-10-21 - COL 1, FLA 4",FLA,66,49,48,37,38,31,4,1,3.35,2.25,26,26,12,13,12,11,1,1,14,13,9,10,2,0,36,20,15,10,1,0,1.073
"2021-10-21 - WSH 4, NJ 1",NJ,52,51,36,42,26,27,1,4,2.82,3.4,35,33,15,11,9,7,1,3,20,22,5,11,0,1,12,17,10,9,0,0,0.89
"2021-10-21 - WSH 4, NJ 1",WSH,51,52,42,36,27,26,4,1,3.4,2.82,33,35,11,15,7,9,3,1,22,20,11,5,1,0,17,12,9,10,0,0,1.11
"2021-10-21 - NYI 2, CBJ 3",CBJ,56,60,43,47,32,36,3,2,2.48,2.75,31,29,11,11,9,9,2,1,20,18,11,8,1,1,23,26,11,17,0,0,1.038
"2021-10-21 - NYI 2, CBJ 3",NYI,60,56,47,43,36,32,2,3,2.75,2.48,29,31,11,11,9,9,1,2,18,20,8,11,1,1,26,23,17,11,0,0,0.962
"2021-10-21 - VAN 4, CHI 1",CHI,55,55,37,41,30,25,1,4,2.44,3.38,29,25,15,8,10,6,0,3,14,17,6,7,1,1,21,23,14,10,0,0,0.873
"2021-10-21 - VAN 4, CHI 1",VAN,55,55,41,37,25,30,4,1,3.38,2.44,25,29,8,15,6,10,3,0,17,14,7,6,1,1,23,21,10,14,0,0,1.127
"2021-10-21 - NYR 3, NSH 1",NSH,51,49,41,45,29,30,1,3,2.25,3.63,22,26,5,10,5,8,0,2,17,16,11,10,1,1,28,21,12,11,0,0,0.934
"2021-10-21 - NYR 3, NSH 1",NYR,49,51,45,41,30,29,3,1,3.63,2.25,26,22,10,5,8,5,2,0,16,17,10,11,1,1,21,28,11,12,0,0,1.066
"2021-10-21 - ANA 1, WPG 5",ANA,68,50,50,38,39,27,1,5,3.42,3.39,31,23,15,6,10,6,1,2,16,17,4,7,0,1,35,23,23,10,0,1,0.84
"2021-10-21 - ANA 1, WPG 5",WPG,50,68,38,50,27,39,5,1,3.39,3.42,23,31,6,15,6,10,2,1,17,16,7,4,1,0,23,35,10,23,1,0,1.16
"2021-10-21 - EDM 5, ARI 1",ARI,47,58,37,44,28,31,1,5,1.63,2.27,19,27,6,11,6,7,0,1,13,16,9,8,0,4,22,25,10,13,1,0,0.874
"2021-10-21 - EDM 5, ARI 1",EDM,58,47,44,37,31,28,5,1,2.27,1.63,27,19,11,6,7,6,1,0,16,13,8,9,4,0,25,22,13,10,0,1,1.126
"2021-10-22 - BOS 4, BUF 1",BOS,40,68,34,46,26,36,4,1,2.94,2.47,19,39,10,16,6,8,2,0,9,23,5,9,2,1,18,28,13,18,0,0,1.126
"2021-10-22 - BOS 4, BUF 1",BUF,68,40,46,34,36,26,1,4,2.47,2.94,39,19,16,10,8,6,0,2,23,9,9,5,1,2,28,18,18,13,0,0,0.874
"2021-10-22 - SJ 5, TOR 3",SJ,51,70,40,52,31,33,5,3,3.67,4.06,29,45,16,17,11,12,2,3,13,28,7,12,1,0,21,24,12,9,2,0,1.07
"2021-10-22 - SJ 5, TOR 3",TOR,70,51,52,40,33,31,3,5,4.06,3.67,45,29,17,16,12,11,3,2,28,13,12,7,0,1,24,21,9,12,0,2,0.93
"2021-10-22 - LA 2, DAL 3",DAL,52,78,34,60,23,45,3,2,2.11,3.27,33,39,10,20,8,12,1,1,23,19,8,9,2,1,18,32,7,19,0,0,1.086
"2021-10-22 - LA 2, DAL 3",LA,78,52,60,34,45,23,2,3,3.27,2.11,39,33,20,10,12,8,1,1,19,23,9,8,1,2,32,18,19,7,0,0,0.914
"2021-10-22 - EDM 5, VGK 3",EDM,58,72,44,56,33,39,5,3,4.43,2.86,24,31,11,14,7,10,3,2,13,17,7,7,1,1,26,34,15,20,0,0,1.075
"2021-10-22 - EDM 5, VGK 3",VGK,72,58,56,44,39,33,3,5,2.86,4.43,31,24,14,11,10,7,2,3,17,13,7,7,1,1,34,26,20,15,0,0,0.925
"2021-10-23 - DET 1, MTL 6",DET,52,67,36,37,27,24,1,6,2.44,3.12,25,36,10,16,7,8,0,2,15,20,6,8,1,2,22,25,12,8,0,2,0.787
"2021-10-23 - DET 1, MTL 6",MTL,67,52,37,36,24,27,6,1,3.12,2.44,36,25,16,10,8,7,2,0,20,15,8,6,2,1,25,22,8,12,2,0,1.213
"2021-10-23 - NYR 3, OTT 2",NYR,55,52,37,39,26,28,3,2,2.6,1.91,22,25,9,2,7,2,3,0,13,23,5,15,0,2,29,25,12,11,0,0,1.044
"2021-10-23 - NYR 3, OTT 2",OTT,52,55,39,37,28,26,2,3,1.91,2.6,25,22,2,9,2,7,0,3,23,13,15,5,2,0,25,29,11,12,0,0,0.956
"2021-10-23 - COL 4, TB 3",COL,51,56,39,49,27,32,3,3,2.55,2.95,30,29,11,12,10,7,1,2,19,17,11,7,0,1,20,25,5,17,2,0,1.017
"2021-10-23 - COL 4, TB 3",TB,56,51,49,39,32,27,3,3,2.95,2.55,29,30,12,11,7,10,2,1,17,19,7,11,1,0,25,20,17,5,0,2,0.983
"2021-10-23 - BUF 1, NJ 2",BUF,45,70,35,57,25,39,1,2,2.16,4.25,28,41,6,18,5,13,0,1,22,23,12,8,1,1,15,28,8,17,0,0,0.989
"2021-10-23 - BUF 1, NJ 2",NJ,70,45,57,35,39,25,2,1,4.25,2.16,41,28,18,6,13,5,1,0,23,22,8,12,1,1,28,15,17,8,0,0,1.011
"2021-10-23 - FLA 4, PHI 2",FLA,62,52,50,40,31,29,4,2,4.93,3.02,32,28,11,15,7,11,1,1,21,13,10,4,2,0,26,18,12,10,1,1,1.06
"2021-10-23 - FLA 4, PHI 2",PHI,52,62,40,50,29,31,2,4,3.02,4.93,28,32,15,11,11,7,1,1,13,21,4,10,0,2,18,26,10,12,1,1,0.94
"2021-10-23 - TOR 1, PIT 7",PIT,49,60,41,43,33,29,7,1,3.05,2.52,36,34,15,8,13,6,3,1,21,26,15,10,4,0,13,26,5,13,0,0,1.178
"2021-10-23 - TOR 1, PIT 7",TOR,60,49,43,41,29,33,1,7,2.52,3.05,34,36,8,15,6,13,1,3,26,21,10,15,0,4,26,13,13,5,0,0,0.822
"2021-10-23 - CGY 4, WSH 3",CGY,57,59,39,37,27,25,4,3,2.17,2.6,24,28,9,12,8,7,3,1,15,16,7,7,0,2,26,25,11,10,1,0,1.028
"2021-10-23 - CGY 4, WSH 3",WSH,59,57,37,39,25,27,3,4,2.6,2.17,28,24,12,9,7,8,1,3,16,15,7,7,2,0,25,26,10,11,0,1,0.972
"2021-10-23 - CAR 5, CBJ 1",CAR,53,51,43,39,33,28,5,1,3.35,2.09,31,24,15,10,12,7,3,1,16,14,10,4,2,0,17,19,10,14,0,0,1.116
"2021-10-23 - CAR 5, CBJ 1",CBJ,51,53,39,43,28,33,1,5,2.09,3.35,24,31,10,15,7,12,1,3,14,16,4,10,0,2,19,17,14,10,0,0,0.884
"2021-10-23 - LA 3, STL 7",LA,55,63,48,50,35,40,3,7,3.15,3.32,33,40,15,14,12,14,3,4,18,26,11,16,0,3,18,19,8,9,0,0,0.911
"2021-10-23 - LA 3, STL 7",STL,63,55,50,48,40,35,7,3,3.32,3.15,40,33,14,15,14,12,4,3,26,18,16,11,3,0,19,18,9,8,0,0,1.089
