Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2023-12-23,VGK,115,2.15,0.47,0.42884680686312093,0.5711531931368791,0.57,1.74,-135.0,FLA
2023-12-23,DAL,-130,1.77,0.56,0.4673323828420328,0.5326676171579671,0.48,2.1,110.0,NSH
2023-12-23,NYI,145,2.45,0.41,0.42656469665130303,0.5734353033486971,0.64,1.57,-175.0,CAR
2023-12-23,TOR,-225,1.44,0.69,0.4921306259531357,0.5078693740468642,0.36,2.8,180.0,CBJ
2023-12-23,BOS,-130,1.77,0.56,0.44938184573896284,0.5506181542610371,0.48,2.1,110.0,MIN
2023-12-23,DET,155,2.55,0.39,0.40089237776920555,0.5991076222307944,0.65,1.53,-190.0,NJ
2023-12-23,PIT,-105,1.95,0.51,0.4592421013514282,0.5407578986485718,0.53,1.87,-115.0,OTT
2023-12-23,TB,-145,1.69,0.59,0.4724914873793099,0.52750851262069,0.45,2.2,120.0,WSH
2023-12-23,BUF,145,2.45,0.41,0.43479853088075215,0.5652014691192481,0.64,1.57,-175.0,NYR
2023-12-23,SEA,-140,1.71,0.58,0.5250468771568104,0.47495312284318963,0.45,2.2,120.0,ANA
2023-12-23,CHI,220,3.2,0.31,0.43089798177258226,0.5691020182274179,,,,STL
2023-12-23,ARI,180,2.8,0.36,0.43635714215411503,0.5636428578458847,0.69,1.44,-225.0,COL
2023-12-23,CGY,130,2.3,0.43,0.442473418380841,0.5575265816191589,0.61,1.65,-155.0,LA
2023-12-23,SJ,240,3.4,0.29,0.4056870324730091,0.5943129675269909,0.75,1.33,-300.0,VAN
