Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2024-02-15,SEA,155,2.55,0.39,0.4390872705308827,0.5609127294691174,0.65,1.53,-190.0,BOS
2024-02-15,FLA,-155,1.65,0.61,0.4629912112913586,0.5370087887086412,0.44,2.25,125.0,BUF
2024-02-15,LA,-110,1.91,0.52,0.42519395147342454,0.5748060485265756,0.52,1.91,-110.0,NJ
2024-02-15,MTL,200,3.0,0.33,0.3918185395129159,0.6081814604870841,0.71,1.4,-250.0,NYR
2024-02-15,ANA,185,2.85,0.35,0.40630250860259887,0.5936974913974011,0.69,1.44,-225.0,OTT
2024-02-15,COL,105,2.05,0.49,0.4173960396831531,0.5826039603168469,0.56,1.8,-125.0,TB
2024-02-15,PHI,125,2.25,0.44,0.47337532918944286,0.5266246708105571,0.61,1.65,-155.0,TOR
2024-02-15,EDM,-225,1.44,0.69,0.5261731523664697,0.47382684763353017,,,,STL
2024-02-15,PIT,-200,1.5,0.67,0.5236894617481174,0.4763105382518826,0.38,2.65,165.0,CHI
2024-02-15,SJ,260,3.6,0.28,0.41675556973116873,0.5832444302688312,0.78,1.29,-350.0,CGY
2024-02-15,DAL,-155,1.65,0.61,0.43087792931503344,0.5691220706849668,0.44,2.25,125.0,NSH
2024-02-15,DET,150,2.5,0.4,0.39175565954770986,0.6082443404522903,0.65,1.54,-185.0,VAN
