Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2024-01-02,BOS,-225,1.44,0.69,0.5284844198641624,0.4715155801358376,0.35,2.85,185,CBJ
2024-01-02,CAR,110,2.1,0.48,0.46449813612460283,0.5355018638753972,0.56,1.77,-130,NYR
2024-01-02,WSH,150,2.5,0.4,0.44997081705242836,0.5500291829475717,0.65,1.54,-185,PIT
2024-01-02,WSH,135,2.35,0.43,0.44997081705242836,0.5500291829475717,0.65,1.54,-185,PIT
2024-01-02,MTL,240,3.4,0.29,0.4355458522804698,0.5644541477195301,0.75,1.33,-300,DAL
2024-01-02,CGY,-115,1.87,0.53,0.4478968950141439,0.552103104985856,0.51,1.95,-105,MIN
2024-01-02,CHI,240,3.4,0.29,0.4251626951439262,0.5748373048560739,0.75,1.33,-300,NSH
2024-01-02,TB,115,2.15,0.47,0.4038476940572345,0.5961523059427656,0.57,1.74,-135,WPG
2024-01-02,FLA,-175,1.57,0.64,0.5409259139590288,0.4590740860409713,0.41,2.45,145,ARI
2024-01-02,NYI,150,2.5,0.4,0.3970341187628129,0.6029658812371871,0.65,1.54,-185,COL
2024-01-02,PHI,150,2.5,0.4,0.41365156590386715,0.5863484340961329,0.65,1.54,-185,EDM
2024-01-02,OTT,120,2.2,0.45,0.40939137020410893,0.5906086297958911,0.59,1.69,-145,VAN
2024-01-02,TOR,110,2.1,0.48,0.4347632387467048,0.5652367612532953,0.56,1.77,-130,LA
2024-01-02,TOR,-190,1.53,0.65,0.4347632387467048,0.5652367612532953,0.56,1.77,-130,LA
2024-01-02,DET,-185,1.54,0.65,0.5070831318242636,0.4929168681757364,0.4,2.5,150,SJ
