Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2024-01-09,SEA,-110,1.91,0.52,0.45012754753059653,0.5498724524694035,0.52,1.91,-110.0,BUF
2024-01-09,LA,-130,1.77,0.56,0.46281233501747704,0.537187664982523,0.48,2.1,110.0,TB
2024-01-09,SJ,350,4.5,0.22,0.43131864404289305,0.5686813559571069,0.82,1.22,-450.0,TOR
2024-01-09,VAN,100,2.0,0.5,0.5397017154014877,0.46029828459851246,0.55,1.83,-120.0,NYI
2024-01-09,ANA,180,2.8,0.36,0.40243837693503054,0.5975616230649695,0.69,1.44,-225.0,NSH
2024-01-09,FLA,-190,1.53,0.65,0.5197645734366177,0.4802354265633823,,,,STL
2024-01-09,CBJ,200,3.0,0.33,0.40263929348714345,0.5973607065128564,0.71,1.4,-250.0,WPG
2024-01-09,EDM,-450,1.22,0.82,0.5088286532866613,0.49117134671333873,0.23,4.4,340.0,CHI
2024-01-09,BOS,-150,1.67,0.6,0.39226113862914813,0.6077388613708518,0.44,2.25,125.0,ARI
2024-01-09,OTT,110,2.1,0.48,0.4304823461441926,0.5695176538558073,0.56,1.77,-130.0,CGY
