Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2023-12-21,TOR,-145.0,1.69,0.59,0.466010036921036,0.533989963078964,0.45,2.2,120,BUF
2023-12-21,WSH,-115.0,1.87,0.53,0.5462683853280944,0.45373161467190554,0.51,1.95,-105,CBJ
2023-12-21,STL,,,,0.42371744088355906,0.576282559116441,0.68,1.48,-210,FLA
2023-12-21,EDM,-110.0,1.91,0.52,0.4675951610306291,0.532404838969371,0.52,1.91,-110,NJ
2023-12-21,NSH,-105.0,1.95,0.51,0.4883928125769953,0.5116071874230046,0.53,1.87,-115,PHI
2023-12-21,CAR,-135.0,1.74,0.57,0.4882498728187885,0.5117501271812115,0.48,2.1,110,PIT
2023-12-21,VGK,-105.0,1.95,0.51,0.45383700054100323,0.5461629994589969,0.53,1.87,-115,TB
2023-12-21,VAN,125.0,2.25,0.44,0.4855550207691096,0.5144449792308903,0.61,1.65,-155,DAL
2023-12-21,MTL,150.0,2.5,0.4,0.44266953037062684,0.5573304696293732,0.65,1.54,-185,MIN
2023-12-21,OTT,145.0,2.45,0.41,0.4242552220119744,0.5757447779880255,0.64,1.57,-175,COL
2023-12-21,CGY,-175.0,1.57,0.64,0.5,0.5,0.41,2.45,145,ANA
2023-12-21,ARI,-155.0,1.65,0.61,0.547113777172513,0.4528862228274869,0.44,2.25,125,SJ
