Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2023-12-14,CAR,-175,1.57,0.64,0.5,0.5,0.41,2.45,145.0,DET
2023-12-14,CAR,-175,1.57,0.64,0.5,0.5,0.41,2.45,145.0,DET
2023-12-14,WSH,110,2.1,0.48,0.44743787660613077,0.5525621233938692,0.57,1.74,-135.0,PHI
2023-12-14,CBJ,200,3.0,0.33,0.4320312432143494,0.5679687567856506,0.71,1.4,-250.0,TOR
2023-12-14,CGY,120,2.2,0.45,0.4778236653414594,0.5221763346585405,0.59,1.69,-145.0,MIN
2023-12-14,OTT,-120,1.83,0.55,0.4572988514294346,0.5427011485705654,,,,STL
2023-12-14,OTT,170,2.7,0.37,0.4572988514294346,0.5427011485705654,,,,STL
2023-12-14,TB,140,2.4,0.42,0.43325260462216675,0.5667473953778331,0.62,1.61,-165.0,EDM
2023-12-14,CHI,195,2.95,0.34,0.45630918428566697,0.5436908157143329,0.71,1.4,-250.0,SEA
2023-12-14,FLA,-125,1.8,0.56,0.5476747058129933,0.45232529418700684,0.49,2.05,105.0,VAN
