Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2024-01-18,COL,120.0,2.2,0.45,0.49132509095239546,0.5086749090476045,0.59,1.69,-145,BOS
2024-01-18,MTL,150.0,2.5,0.4,0.4289603978141771,0.571039602185823,0.65,1.54,-185,OTT
2024-01-18,DAL,-135.0,1.74,0.57,0.4375704876282201,0.5624295123717798,0.47,2.15,115,PHI
2024-01-18,MIN,115.0,2.15,0.47,0.43999150547185034,0.5600084945281498,0.57,1.74,-135,TB
2024-01-18,STL,,,,0.4765835510525511,0.5234164489474491,0.53,1.87,-115,WSH
2024-01-18,TOR,-130.0,1.77,0.56,0.4654517687218409,0.5345482312781593,0.48,2.1,110,CGY
2024-01-18,SEA,180.0,2.8,0.36,0.39768341105987837,0.6023165889401216,0.69,1.44,-225,EDM
2024-01-18,NSH,125.0,2.25,0.44,0.4597352720984896,0.5402647279015104,0.6,1.67,-150,LA
2024-01-18,ARI,165.0,2.65,0.38,0.40715941379530957,0.5928405862046904,0.67,1.5,-200,VAN
2024-01-18,NYR,-130.0,1.77,0.56,0.5093702064102972,0.49062979358970277,0.48,2.1,110,VGK
