Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2024-02-28,CBJ,200.0,3.0,0.33,0.4783542732178253,0.5216457267821747,0.71,1.4,-250,NYR
2024-02-28,STL,,,,0.3856793026672383,0.6143206973327616,0.74,1.36,-275,EDM
