Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2024-01-27,BOS,-150,1.67,0.6,0.43566549868866206,0.5643345013113381,0.44,2.25,125,PHI
2024-01-27,WSH,190,2.9,0.34,0.4593588340040403,0.5406411659959596,0.71,1.4,-250,DAL
2024-01-27,NSH,185,2.85,0.35,0.4220553678463816,0.5779446321536182,0.69,1.44,-225,EDM
2024-01-27,BUF,-200,1.5,0.67,0.5066572516387204,0.49334274836127956,0.38,2.65,165,SJ
2024-01-27,ARI,200,3.0,0.33,0.42070241637184824,0.5792975836281518,0.71,1.4,-250,CAR
2024-01-27,VGK,110,2.1,0.48,0.46739326869030695,0.532606731309693,0.57,1.74,-135,DET
2024-01-27,NYR,-110,1.91,0.52,0.43530617937829935,0.5646938206217007,0.52,1.91,-110,OTT
2024-01-27,MTL,185,2.85,0.35,0.4105591689923426,0.5894408310076573,0.69,1.44,-225,PIT
2024-01-27,NJ,125,2.25,0.44,0.4294013234916814,0.5705986765083186,0.61,1.65,-155,TB
2024-01-27,TOR,105,2.05,0.49,0.46556994237891913,0.5344300576210809,0.56,1.77,-130,WPG
2024-01-27,FLA,-140,1.71,0.58,0.44828495734072527,0.5517150426592746,0.47,2.15,115,NYI
2024-01-27,ANA,170,2.7,0.37,0.4496826688472851,0.550317331152715,0.68,1.48,-210,MIN
2024-01-27,CHI,240,3.4,0.29,0.4634330500411884,0.5365669499588118,0.75,1.33,-300,CGY
2024-01-27,CBJ,240,3.4,0.29,0.43507975923104253,0.5649202407689574,0.75,1.33,-300,VAN
