Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2023-12-27,CBJ,200,3.0,0.33,0.37281446610937535,0.6271855338906246,0.71,1.4,-250.0,NJ
2023-12-27,WSH,180,2.8,0.36,0.45862243515241763,0.5413775648475825,0.69,1.44,-225.0,NYR
2023-12-27,FLA,-110,1.91,0.52,0.5126523002431295,0.48734769975687064,0.52,1.91,-110.0,TB
2023-12-27,OTT,140,2.4,0.42,0.42475362249648124,0.5752463775035186,0.62,1.61,-165.0,TOR
2023-12-27,BOS,-155,1.65,0.61,0.47057298795238206,0.529427012047618,0.43,2.3,130.0,BUF
2023-12-27,PIT,100,2.0,0.5,0.5287623657531184,0.47123763424688153,0.55,1.83,-120.0,NYI
2023-12-27,DET,115,2.15,0.47,0.4367532431442467,0.5632467568557534,0.57,1.74,-135.0,MIN
2023-12-27,CAR,-140,1.71,0.58,0.5486492951542753,0.4513507048457247,0.47,2.15,115.0,NSH
2023-12-27,DAL,-165,1.61,0.62,0.48395160302838824,0.5160483969716118,,,,STL
2023-12-27,COL,-160,1.62,0.62,0.4798772547788047,0.5201227452211952,0.43,2.35,135.0,ARI
2023-12-27,WPG,-225,1.44,0.69,0.5086023801370345,0.4913976198629654,0.36,2.8,180.0,CHI
2023-12-27,SEA,125,2.25,0.44,0.5,0.5,0.6,1.67,-150.0,CGY
2023-12-27,VGK,-225,1.44,0.69,0.47340402369222084,0.5265959763077791,0.36,2.8,180.0,ANA
2023-12-27,SJ,275,3.75,0.27,0.4323282168290026,0.5676717831709975,0.78,1.29,-350.0,LA
