Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2024-01-04,PIT,120,2.2,0.45,0.5118391895536231,0.4881608104463769,0.59,1.69,-145.0,BOS
2024-01-04,BUF,-150,1.67,0.6,0.4794667283911031,0.5205332716088968,0.44,2.25,125.0,MTL
2024-01-04,CHI,350,4.5,0.22,0.4194809964966364,0.5805190035033637,0.82,1.22,-450.0,NYR
2024-01-04,CHI,310,4.1,0.24,0.4194809964966364,0.5805190035033637,0.82,1.22,-450.0,NYR
2024-01-04,CBJ,155,2.55,0.39,0.41050759068436343,0.5894924093156365,0.65,1.53,-190.0,PHI
2024-01-04,COL,105,2.05,0.49,0.43116791276035826,0.5688320872396415,0.56,1.8,-125.0,DAL
2024-01-04,TB,-130,1.77,0.56,0.4383924735448314,0.5616075264551685,0.48,2.1,110.0,MIN
2024-01-04,CGY,100,2.0,0.5,0.44421134379010885,0.5557886562098912,0.55,1.83,-120.0,NSH
2024-01-04,VAN,-150,1.67,0.6,0.46338993657121264,0.5366100634287875,,,,STL
2024-01-04,NYI,-115,1.87,0.53,0.38518364127011173,0.6148163587298884,0.51,1.95,-105.0,ARI
2024-01-04,OTT,100,2.0,0.5,0.43892733288183244,0.5610726671181674,0.55,1.83,-120.0,SEA
2024-01-04,FLA,-120,1.83,0.55,0.47906758978482833,0.5209324102151718,0.5,2.0,100.0,VGK
2024-01-04,DET,150,2.5,0.4,0.42740338525804783,0.5725966147419522,0.65,1.54,-185.0,LA
2024-01-04,WPG,-275,1.36,0.74,0.4938460305572358,0.506153969442764,0.31,3.2,220.0,SJ
2024-01-04,WPG,-200,1.5,0.67,0.4938460305572358,0.506153969442764,0.31,3.2,220.0,SJ
