Game,GameInfo,Date_x,AwayTeam,AwayScore,HomeTeam,HomeScore,HomeResult,Date_y,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
"2024-01-09 - ANA 5, NSH 3","2024-01-09 - ANA, NSH",2024-01-09,ANA,5,NSH,3,Lost,2024-01-09,ANA,180.0,2.8,0.36,0.4024383769350305,0.5975616230649695,0.69,1.44,-225.0,NSH
"2024-01-09 - FLA 5, STL 1","2024-01-09 - FLA, STL",2024-01-09,FLA,5,STL,1,Lost,2024-01-09,FLA,-190.0,1.53,0.65,0.5197645734366177,0.4802354265633823,,,,STL
"2024-01-09 - CBJ 0, WPG 5","2024-01-09 - CBJ, WPG",2024-01-09,CBJ,0,WPG,5,Won,2024-01-09,CBJ,200.0,3.0,0.33,0.4026392934871434,0.5973607065128564,0.71,1.4,-250.0,WPG
"2024-01-09 - EDM 2, CHI 1","2024-01-09 - EDM, CHI",2024-01-09,EDM,2,CHI,1,Lost,2024-01-09,EDM,-450.0,1.22,0.82,0.5088286532866613,0.4911713467133387,0.23,4.4,340.0,CHI
"2024-01-09 - BOS 3, ARI 4","2024-01-09 - BOS, ARI",2024-01-09,BOS,3,ARI,4,Won,2024-01-09,BOS,-150.0,1.67,0.6,0.3922611386291481,0.6077388613708518,0.44,2.25,125.0,ARI
"2024-01-09 - OTT 3, CGY 6","2024-01-09 - OTT, CGY",2024-01-09,OTT,3,CGY,6,Won,2024-01-09,OTT,110.0,2.1,0.48,0.4304823461441926,0.5695176538558073,0.56,1.77,-130.0,CGY
"2024-01-10 - MTL 2, PHI 3","2024-01-10 - MTL, PHI",2024-01-10,MTL,2,PHI,3,Won,2024-01-10,MTL,145.0,2.45,0.41,0.468707341791743,0.531292658208257,0.64,1.57,-175.0,PHI
"2024-01-10 - MTL 2, PHI 3","2024-01-10 - MTL, PHI",2024-01-10,MTL,2,PHI,3,Won,2024-01-10,MTL,-160.0,1.62,0.62,0.468707341791743,0.531292658208257,0.64,1.57,-175.0,PHI
"2024-01-10 - MIN 2, DAL 7","2024-01-10 - MIN, DAL",2024-01-10,MIN,2,DAL,7,Won,2024-01-10,MIN,165.0,2.65,0.38,0.4135883188872198,0.5864116811127801,0.67,1.5,-200.0,DAL
"2024-01-10 - VGK 0, COL 3","2024-01-10 - VGK, COL",2024-01-10,VGK,0,COL,3,Won,2024-01-10,VGK,115.0,2.15,0.47,0.4218534964304753,0.5781465035695248,0.58,1.71,-140.0,COL
"2024-01-10 - VGK 0, COL 3","2024-01-10 - VGK, COL",2024-01-10,VGK,0,COL,3,Won,2024-01-10,VGK,110.0,2.1,0.48,0.4218534964304753,0.5781465035695248,0.58,1.71,-140.0,COL
"2024-01-11 - OTT 3, BUF 5","2024-01-11 - OTT, BUF",2024-01-11,OTT,3,BUF,5,Won,2024-01-11,OTT,110.0,2.1,0.48,0.4393373420440206,0.5606626579559794,0.56,1.77,-130.0,BUF
"2024-01-11 - ANA 3, CAR 6","2024-01-11 - ANA, CAR",2024-01-11,ANA,3,CAR,6,Won,2024-01-11,ANA,300.0,4.0,0.25,0.429069663423576,0.570930336576424,0.79,1.27,-375.0,CAR
"2024-01-11 - EDM 3, DET 2","2024-01-11 - EDM, DET",2024-01-11,EDM,3,DET,2,Lost,2024-01-11,EDM,-165.0,1.61,0.62,0.4817622030669823,0.5182377969330179,0.42,2.4,140.0,DET
"2024-01-11 - LA 2, FLA 3","2024-01-11 - LA, FLA",2024-01-11,LA,2,FLA,3,Won,2024-01-11,LA,120.0,2.2,0.45,0.4542484448777311,0.5457515551222688,0.59,1.69,-145.0,FLA
"2024-01-11 - SJ 3, MTL 2","2024-01-11 - SJ, MTL",2024-01-11,SJ,3,MTL,2,Lost,2024-01-11,SJ,140.0,2.4,0.42,0.4514711666431951,0.548528833356805,0.62,1.61,-165.0,MTL
"2024-01-11 - VAN 4, PIT 3","2024-01-11 - VAN, PIT",2024-01-11,VAN,4,PIT,3,Lost,2024-01-11,VAN,105.0,2.05,0.49,0.402251829462416,0.597748170537584,0.56,1.8,-125.0,PIT
"2024-01-11 - NJ 3, TB 4","2024-01-11 - NJ, TB",2024-01-11,NJ,3,TB,4,Won,2024-01-11,NJ,125.0,2.25,0.44,0.4363509151449636,0.5636490848550364,0.6,1.67,-150.0,TB
"2024-01-11 - SEA 4, WSH 1","2024-01-11 - SEA, WSH",2024-01-11,SEA,4,WSH,1,Lost,2024-01-11,SEA,-120.0,1.83,0.55,0.4639487975612869,0.5360512024387131,0.5,2.0,100.0,WSH
"2024-01-11 - TOR 3, NYI 4","2024-01-11 - TOR, NYI",2024-01-11,TOR,3,NYI,4,Won,2024-01-11,TOR,-130.0,1.77,0.56,0.5260075452770121,0.4739924547229878,0.48,2.1,110.0,NYI
"2024-01-11 - NYR 2, STL 5","2024-01-11 - NYR, STL",2024-01-11,NYR,2,STL,5,Won,2024-01-11,NYR,-165.0,1.61,0.62,0.5,0.5,,,,STL
"2024-01-11 - CHI 1, WPG 2","2024-01-11 - CHI, WPG",2024-01-11,CHI,1,WPG,2,Won,2024-01-11,CHI,310.0,4.1,0.24,0.4272054461189796,0.5727945538810203,0.8,1.25,-400.0,WPG
"2024-01-11 - CGY 6, ARI 2","2024-01-11 - CGY, ARI",2024-01-11,CGY,6,ARI,2,Lost,2024-01-11,CGY,-120.0,1.83,0.55,0.4655972715162786,0.5344027284837213,0.5,2.0,100.0,ARI
"2024-01-11 - BOS 1, VGK 2","2024-01-11 - BOS, VGK",2024-01-11,BOS,1,VGK,2,Won,2024-01-11,BOS,-135.0,1.74,0.57,0.4858002795275439,0.5141997204724561,0.47,2.15,115.0,VGK
"2024-01-12 - NSH 6, DAL 3","2024-01-12 - NSH, DAL",2024-01-12,NSH,6,DAL,3,Lost,2024-01-12,NSH,145.0,2.45,0.41,0.4235807106242077,0.5764192893757923,0.64,1.57,-175.0,DAL
"2024-01-12 - NSH 6, DAL 3","2024-01-12 - NSH, DAL",2024-01-12,NSH,6,DAL,3,Lost,2024-01-12,NSH,145.0,2.45,0.41,0.4235807106242077,0.5764192893757923,0.78,1.29,-350.0,DAL
"2024-01-12 - NSH 6, DAL 3","2024-01-12 - NSH, DAL",2024-01-12,NSH,6,DAL,3,Lost,2024-01-12,NSH,-110.0,1.91,0.52,0.4235807106242077,0.5764192893757923,0.64,1.57,-175.0,DAL
"2024-01-12 - NSH 6, DAL 3","2024-01-12 - NSH, DAL",2024-01-12,NSH,6,DAL,3,Lost,2024-01-12,NSH,-110.0,1.91,0.52,0.4235807106242077,0.5764192893757923,0.78,1.29,-350.0,DAL
"2024-01-12 - PHI 4, MIN 3","2024-01-12 - PHI, MIN",2024-01-12,PHI,4,MIN,3,Lost,2024-01-12,PHI,-115.0,1.87,0.53,0.4641255863566809,0.535874413643319,0.51,1.95,-105.0,MIN
"2024-01-12 - PHI 4, MIN 3","2024-01-12 - PHI, MIN",2024-01-12,PHI,4,MIN,3,Lost,2024-01-12,PHI,-115.0,1.87,0.53,0.4641255863566809,0.535874413643319,0.59,1.69,-145.0,MIN
"2024-01-12 - PHI 4, MIN 3","2024-01-12 - PHI, MIN",2024-01-12,PHI,4,MIN,3,Lost,2024-01-12,PHI,150.0,2.5,0.4,0.4641255863566809,0.535874413643319,0.51,1.95,-105.0,MIN
"2024-01-12 - PHI 4, MIN 3","2024-01-12 - PHI, MIN",2024-01-12,PHI,4,MIN,3,Lost,2024-01-12,PHI,150.0,2.5,0.4,0.4641255863566809,0.535874413643319,0.59,1.69,-145.0,MIN
"2024-01-15 - NJ 0, BOS 3","2024-01-15 - NJ, BOS",2024-01-15,NJ,0,BOS,3,Won,2024-01-15,NJ,140.0,2.4,0.42,0.4696297667394594,0.5303702332605407,0.62,1.61,-165.0,BOS
"2024-01-15 - SJ 0, BUF 3","2024-01-15 - SJ, BUF",2024-01-15,SJ,0,BUF,3,Won,2024-01-15,SJ,200.0,3.0,0.33,0.4269716539150983,0.5730283460849016,0.71,1.4,-250.0,BUF
"2024-01-15 - VAN 3, CBJ 4","2024-01-15 - VAN, CBJ",2024-01-15,VAN,3,CBJ,4,Won,2024-01-15,VAN,-225.0,1.44,0.69,0.5,0.5,0.36,2.8,180.0,CBJ
"2024-01-15 - ANA 5, FLA 4","2024-01-15 - ANA, FLA",2024-01-15,ANA,5,FLA,4,Lost,2024-01-15,ANA,310.0,4.1,0.24,0.430499276841039,0.569500723158961,0.8,1.25,-400.0,FLA
"2024-01-15 - LA 5, CAR 2","2024-01-15 - LA, CAR",2024-01-15,LA,5,CAR,2,Lost,2024-01-15,LA,120.0,2.2,0.45,0.448554995382644,0.5514450046173559,0.59,1.69,-145.0,CAR
"2024-01-15 - NYI 0, MIN 5","2024-01-15 - NYI, MIN",2024-01-15,NYI,0,MIN,5,Won,2024-01-15,NYI,-105.0,1.95,0.51,0.4312589874269921,0.5687410125730077,0.53,1.87,-115.0,MIN
"2024-01-15 - SEA 0, PIT 3","2024-01-15 - SEA, PIT",2024-01-15,SEA,0,PIT,3,Won,2024-01-15,SEA,120.0,2.2,0.45,0.4200986182498371,0.5799013817501629,0.59,1.69,-145.0,PIT
"2024-01-15 - COL 3, MTL 4","2024-01-15 - COL, MTL",2024-01-15,COL,3,MTL,4,Won,2024-01-15,COL,-225.0,1.44,0.69,0.5409674078062283,0.4590325921937716,0.36,2.8,180.0,MTL
"2024-01-15 - PHI 4, STL 2","2024-01-15 - PHI, STL",2024-01-15,PHI,4,STL,2,Lost,2024-01-15,PHI,-105.0,1.95,0.51,0.5135210788425462,0.4864789211574537,,,,STL
"2024-01-15 - NSH 1, VGK 4","2024-01-15 - NSH, VGK",2024-01-15,NSH,1,VGK,4,Won,2024-01-15,NSH,105.0,2.05,0.49,0.486915137042919,0.513084862957081,0.56,1.8,-125.0,VGK
"2024-01-16 - SEA 2, NYR 5","2024-01-16 - SEA, NYR",2024-01-16,SEA,2,NYR,5,Won,2024-01-16,SEA,180.0,2.8,0.36,0.4277957042231908,0.5722042957768092,0.69,1.44,-225.0,NYR
"2024-01-16 - COL 7, OTT 4","2024-01-16 - COL, OTT",2024-01-16,COL,7,OTT,4,Lost,2024-01-16,COL,-120.0,1.83,0.55,0.4816699353445114,0.5183300646554886,0.5,2.0,100.0,OTT
"2024-01-16 - ANA 0, WSH 2","2024-01-16 - ANA, WSH",2024-01-16,ANA,0,WSH,2,Won,2024-01-16,ANA,150.0,2.5,0.4,0.4402538078543084,0.5597461921456917,0.65,1.54,-185.0,WSH
"2024-01-16 - LA 1, DAL 5","2024-01-16 - LA, DAL",2024-01-16,LA,1,DAL,5,Won,2024-01-16,LA,110.0,2.1,0.48,0.4399001891956224,0.5600998108043775,0.56,1.77,-130.0,DAL
"2024-01-16 - NYI 2, WPG 4","2024-01-16 - NYI, WPG",2024-01-16,NYI,2,WPG,4,Won,2024-01-16,NYI,155.0,2.55,0.39,0.4060473249185561,0.593952675081444,0.65,1.53,-190.0,WPG
"2024-01-16 - SJ 1, CHI 2","2024-01-16 - SJ, CHI",2024-01-16,SJ,1,CHI,2,Won,2024-01-16,SJ,120.0,2.2,0.45,0.4432383468778505,0.5567616531221494,0.59,1.69,-145.0,CHI
"2024-01-16 - SJ 1, CHI 2","2024-01-16 - SJ, CHI",2024-01-16,SJ,1,CHI,2,Won,2024-01-16,SJ,120.0,2.2,0.45,0.4432383468778505,0.5567616531221494,0.29,3.4,240.0,CHI
"2024-01-16 - ARI 2, CGY 3","2024-01-16 - ARI, CGY",2024-01-16,ARI,2,CGY,3,Won,2024-01-16,ARI,135.0,2.35,0.43,0.4328388201460602,0.56716117985394,0.62,1.62,-160.0,CGY
"2024-01-16 - TOR 2, EDM 4","2024-01-16 - TOR, EDM",2024-01-16,TOR,2,EDM,4,Won,2024-01-16,TOR,125.0,2.25,0.44,0.4479192610581635,0.5520807389418365,0.6,1.67,-150.0,EDM
"2024-01-17 - DET 3, FLA 2","2024-01-17 - DET, FLA",2024-01-17,DET,3,FLA,2,Lost,2024-01-17,DET,170.0,2.7,0.37,0.4096153742032367,0.5903846257967633,0.68,1.48,-210.0,FLA
"2024-01-17 - MTL 3, NJ 2","2024-01-17 - MTL, NJ",2024-01-17,MTL,3,NJ,2,Lost,2024-01-17,MTL,150.0,2.5,0.4,0.4194480280685367,0.5805519719314635,0.65,1.54,-185.0,NJ
"2024-01-17 - MTL 3, NJ 2","2024-01-17 - MTL, NJ",2024-01-17,MTL,3,NJ,2,Lost,2024-01-17,MTL,150.0,2.5,0.4,0.4194480280685367,0.5805519719314635,0.65,1.54,-185.0,NJ
"2024-01-18 - COL 2, BOS 5","2024-01-18 - COL, BOS",2024-01-18,COL,2,BOS,5,Won,2024-01-18,COL,120.0,2.2,0.45,0.4913250909523954,0.5086749090476045,0.59,1.69,-145.0,BOS
"2024-01-18 - MTL 2, OTT 6","2024-01-18 - MTL, OTT",2024-01-18,MTL,2,OTT,6,Won,2024-01-18,MTL,150.0,2.5,0.4,0.4289603978141771,0.571039602185823,0.65,1.54,-185.0,OTT
"2024-01-18 - DAL 1, PHI 5","2024-01-18 - DAL, PHI",2024-01-18,DAL,1,PHI,5,Won,2024-01-18,DAL,-135.0,1.74,0.57,0.4375704876282201,0.5624295123717798,0.47,2.15,115.0,PHI
"2024-01-18 - MIN 3, TB 7","2024-01-18 - MIN, TB",2024-01-18,MIN,3,TB,7,Won,2024-01-18,MIN,115.0,2.15,0.47,0.4399915054718503,0.5600084945281498,0.57,1.74,-135.0,TB
"2024-01-18 - STL 2, WSH 5","2024-01-18 - STL, WSH",2024-01-18,STL,2,WSH,5,Won,2024-01-18,STL,,,,0.4765835510525511,0.5234164489474491,0.53,1.87,-115.0,WSH
"2024-01-18 - TOR 4, CGY 3","2024-01-18 - TOR, CGY",2024-01-18,TOR,4,CGY,3,Lost,2024-01-18,TOR,-130.0,1.77,0.56,0.4654517687218409,0.5345482312781593,0.48,2.1,110.0,CGY
"2024-01-18 - SEA 2, EDM 4","2024-01-18 - SEA, EDM",2024-01-18,SEA,2,EDM,4,Won,2024-01-18,SEA,180.0,2.8,0.36,0.3976834110598783,0.6023165889401216,0.69,1.44,-225.0,EDM
"2024-01-18 - NSH 2, LA 1","2024-01-18 - NSH, LA",2024-01-18,NSH,2,LA,1,Lost,2024-01-18,NSH,125.0,2.25,0.44,0.4597352720984896,0.5402647279015104,0.6,1.67,-150.0,LA
"2024-01-18 - ARI 1, VAN 2","2024-01-18 - ARI, VAN",2024-01-18,ARI,1,VAN,2,Won,2024-01-18,ARI,165.0,2.65,0.38,0.4071594137953095,0.5928405862046904,0.67,1.5,-200.0,VAN
"2024-01-18 - NYR 1, VGK 5","2024-01-18 - NYR, VGK",2024-01-18,NYR,1,VGK,5,Won,2024-01-18,NYR,-130.0,1.77,0.56,0.5093702064102972,0.4906297935897027,0.48,2.1,110.0,VGK
"2024-01-20 - TB 3, BUF 1","2024-01-20 - TB, BUF",2024-01-20,TB,3,BUF,1,Lost,2024-01-20,TB,-120.0,1.83,0.55,0.4809139749788341,0.5190860250211659,0.5,2.0,100.0,BUF
"2024-01-20 - COL 7, PHI 4","2024-01-20 - COL, PHI",2024-01-20,COL,7,PHI,4,Lost,2024-01-20,COL,-115.0,1.87,0.53,0.4295371382446538,0.5704628617553463,0.51,1.95,-105.0,PHI
"2024-01-20 - NSH 2, ARI 3","2024-01-20 - NSH, ARI",2024-01-20,NSH,2,ARI,3,Won,2024-01-20,NSH,-135.0,1.74,0.57,0.4862842328304066,0.5137157671695933,0.48,2.1,110.0,ARI
"2024-01-20 - WPG 2, OTT 1","2024-01-20 - WPG, OTT",2024-01-20,WPG,2,OTT,1,Lost,2024-01-20,WPG,-145.0,1.69,0.59,0.4484388618671827,0.5515611381328172,0.45,2.2,120.0,OTT
"2024-01-20 - MTL 4, BOS 9","2024-01-20 - MTL, BOS",2024-01-20,MTL,4,BOS,9,Won,2024-01-20,MTL,240.0,3.4,0.29,0.4142707331290227,0.5857292668709773,0.75,1.33,-300.0,BOS
"2024-01-20 - DAL 6, NJ 2","2024-01-20 - DAL, NJ",2024-01-20,DAL,6,NJ,2,Lost,2024-01-20,DAL,-135.0,1.74,0.57,0.4404073308474999,0.5595926691525,0.48,2.1,110.0,NJ
"2024-01-20 - TOR 4, VAN 6","2024-01-20 - TOR, VAN",2024-01-20,TOR,4,VAN,6,Won,2024-01-20,TOR,105.0,2.05,0.49,0.5,0.5,0.56,1.77,-130.0,VAN
"2024-01-20 - WSH 0, STL 3","2024-01-20 - WSH, STL",2024-01-20,WSH,0,STL,3,Won,2024-01-20,WSH,105.0,2.05,0.49,0.4509502473685012,0.5490497526314987,,,,STL
"2024-01-20 - EDM 3, CGY 1","2024-01-20 - EDM, CGY",2024-01-20,EDM,3,CGY,1,Lost,2024-01-20,EDM,-155.0,1.65,0.61,0.443285439066522,0.5567145609334779,0.44,2.25,125.0,CGY
"2024-01-20 - ANA 3, SJ 5","2024-01-20 - ANA, SJ",2024-01-20,ANA,3,SJ,5,Won,2024-01-20,ANA,-125.0,1.8,0.56,0.4747215347069974,0.5252784652930025,0.49,2.05,105.0,SJ
"2024-01-20 - PIT 2, VGK 3","2024-01-20 - PIT, VGK",2024-01-20,PIT,2,VGK,3,Won,2024-01-20,PIT,-115.0,1.87,0.53,0.4813541475420741,0.5186458524579259,0.51,1.95,-105.0,VGK
"2024-01-20 - NYR 1, LA 2","2024-01-20 - NYR, LA",2024-01-20,NYR,1,LA,2,Won,2024-01-20,NYR,105.0,2.05,0.49,0.4759465800468532,0.5240534199531469,0.56,1.77,-130.0,LA
"2024-01-22 - WPG 1, BOS 4","2024-01-22 - WPG, BOS",2024-01-22,WPG,1,BOS,4,Won,2024-01-22,WPG,110.0,2.1,0.48,0.4669481073196522,0.5330518926803479,0.57,1.74,-135.0,BOS
"2024-01-22 - VGK 5, NJ 6","2024-01-22 - VGK, NJ",2024-01-22,VGK,5,NJ,6,Won,2024-01-22,VGK,100.0,2.0,0.5,0.484466709566154,0.51553329,0.55,1.83,-120.0,NJ
"2024-01-22 - FLA 4, NSH 1","2024-01-22 - FLA, NSH",2024-01-22,FLA,4,NSH,1,Lost,2024-01-22,FLA,-125.0,1.8,0.56,0.4539417655032898,0.5460582344967103,0.49,2.05,105.0,NSH
"2024-01-22 - PIT 2, ARI 5","2024-01-22 - PIT, ARI",2024-01-22,PIT,2,ARI,5,Won,2024-01-22,PIT,-145.0,1.69,0.59,0.5163545887570072,0.4836454112429928,0.45,2.2,120.0,ARI
"2024-01-22 - CHI 0, VAN 2","2024-01-22 - CHI, VAN",2024-01-22,CHI,0,VAN,2,Won,2024-01-22,CHI,350.0,4.5,0.22,0.43232792,0.5676720799331649,0.82,1.22,-450.0,VAN
"2024-01-22 - SJ 4, LA 3","2024-01-22 - SJ, LA",2024-01-22,SJ,4,LA,3,Lost,2024-01-22,SJ,290.0,3.9,0.26,0.4261039627730629,0.573896037,0.79,1.27,-375.0,LA
"2024-01-23 - DAL 5, DET 4","2024-01-23 - DAL, DET",2024-01-23,DAL,5,DET,4,Lost,2024-01-23,DAL,-145.0,1.69,0.59,0.4849906786519985,0.5150093213480014,0.45,2.2,120.0,DET
"2024-01-23 - OTT 4, MTL 1","2024-01-23 - OTT, MTL",2024-01-23,OTT,4,MTL,1,Lost,2024-01-23,OTT,-140.0,1.71,0.58,0.5123089783929563,0.4876910216070439,0.47,2.15,115.0,MTL
"2024-01-23 - TB 6, PHI 3","2024-01-23 - TB, PHI",2024-01-23,TB,6,PHI,3,Lost,2024-01-23,TB,-110.0,1.91,0.52,0.4279404380810639,0.572059561918936,0.52,1.91,-110.0,PHI
"2024-01-23 - VGK 3, NYI 2","2024-01-23 - VGK, NYI",2024-01-23,VGK,3,NYI,2,Lost,2024-01-23,VGK,125.0,2.25,0.44,0.5154751207023194,0.4845248792976808,0.61,1.65,-155.0,NYI
"2024-01-23 - WSH 3, MIN 5","2024-01-23 - WSH, MIN",2024-01-23,WSH,3,MIN,5,Won,2024-01-23,WSH,135.0,2.35,0.43,0.4525304995387585,0.5474695004612417,0.62,1.62,-160.0,MIN
"2024-01-23 - STL 4, CGY 3","2024-01-23 - STL, CGY",2024-01-23,STL,4,CGY,3,Lost,2024-01-23,STL,,,,0.4517016622454727,0.5482983377545271,0.62,1.61,-165.0,CGY
"2024-01-23 - CBJ 1, EDM 4","2024-01-23 - CBJ, EDM",2024-01-23,CBJ,1,EDM,4,Won,2024-01-23,CBJ,290.0,3.9,0.26,0.4165311871993523,0.5834688128006479,0.79,1.27,-375.0,EDM
"2024-01-23 - BUF 2, ANA 4","2024-01-23 - BUF, ANA",2024-01-23,BUF,2,ANA,4,Won,2024-01-23,BUF,-160.0,1.62,0.62,0.5180124960552556,0.4819875039447444,0.43,2.35,135.0,ANA
