Game,Date_x,AwayTeam,Away Team Implied Probability,Away Probability,AwayScore,HomeTeam,Home Team Implied Probability,Home Probability,HomeScore,HomeResult,AwayBet,HomeBet,AwayBetWon,HomeBetWon,total_results,total_bets,total_return
"2024-01-02 - FLA 4, ARI 1",2024-01-02,FLA,0.64,0.5409259139590288,4,ARI,0.41,0.4590740860409713,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-02 - NYI 4, COL 5",2024-01-02,NYI,0.4,0.3970341187628129,4,COL,0.65,0.6029658812371871,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-02 - PHI 2, EDM 5",2024-01-02,PHI,0.4,0.4136515659038671,2,EDM,0.65,0.5863484340961329,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-02 - OTT 3, VAN 6",2024-01-02,OTT,0.45,0.4093913702041089,3,VAN,0.59,0.5906086297958911,6,Won,0,1,0.0,1.0,1.0,1,1.6949152542372883
"2024-01-02 - TOR 3, LA 0",2024-01-02,TOR,0.48,0.4347632387467048,3,LA,0.56,0.5652367612532953,0,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-02 - TOR 3, LA 0",2024-01-02,TOR,0.65,0.4347632387467048,3,LA,0.56,0.5652367612532953,0,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-02 - DET 5, SJ 3",2024-01-02,DET,0.65,0.5070831318242636,5,SJ,0.4,0.4929168681757364,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-03 - NJ 6, WSH 3",2024-01-03,NJ,0.64,0.5682837974007164,6,WSH,0.41,0.4317162025992835,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-03 - TOR 2, ANA 1",2024-01-03,TOR,0.67,0.4791693536982281,2,ANA,0.38,0.520830646301772,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-04 - PIT 6, BOS 5",2024-01-04,PIT,0.45,0.5118391895536231,6,BOS,0.59,0.4881608104463769,5,Lost,1,0,1.0,0.0,1.0,1,2.2222222222222223
"2024-01-04 - BUF 6, MTL 1",2024-01-04,BUF,0.6,0.4794667283911031,6,MTL,0.44,0.5205332716088968,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-04 - CHI 1, NYR 4",2024-01-04,CHI,0.22,0.4194809964966364,1,NYR,0.82,0.5805190035033637,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-04 - CHI 1, NYR 4",2024-01-04,CHI,0.24,0.4194809964966364,1,NYR,0.82,0.5805190035033637,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-04 - CBJ 3, PHI 2",2024-01-04,CBJ,0.39,0.4105075906843634,3,PHI,0.65,0.5894924093156365,2,Lost,1,0,1.0,0.0,1.0,1,2.564102564102564
"2024-01-04 - COL 5, DAL 4",2024-01-04,COL,0.49,0.4311679127603582,5,DAL,0.56,0.5688320872396415,4,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-04 - TB 4, MIN 1",2024-01-04,TB,0.56,0.4383924735448314,4,MIN,0.48,0.5616075264551685,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-04 - CGY 6, NSH 3",2024-01-04,CGY,0.5,0.4442113437901088,6,NSH,0.55,0.5557886562098912,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-04 - VAN 1, STL 2",2024-01-04,VAN,0.6,0.4633899365712126,1,STL,,0.5366100634287875,2,Won,0,0,0.0,1.0,0.0,0,
"2024-01-04 - NYI 5, ARI 1",2024-01-04,NYI,0.53,0.3851836412701117,5,ARI,0.51,0.6148163587298884,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-04 - OTT 1, SEA 4",2024-01-04,OTT,0.5,0.4389273328818324,1,SEA,0.55,0.5610726671181674,4,Won,0,1,0.0,1.0,1.0,1,1.8181818181818181
"2024-01-04 - FLA 4, VGK 1",2024-01-04,FLA,0.55,0.4790675897848283,4,VGK,0.5,0.5209324102151718,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-04 - DET 4, LA 3",2024-01-04,DET,0.4,0.4274033852580478,4,LA,0.65,0.5725966147419522,3,Lost,1,0,1.0,0.0,1.0,1,2.5
"2024-01-04 - WPG 2, SJ 1",2024-01-04,WPG,0.74,0.4938460305572358,2,SJ,0.31,0.506153969442764,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-04 - WPG 2, SJ 1",2024-01-04,WPG,0.67,0.4938460305572358,2,SJ,0.31,0.506153969442764,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-05 - CHI 2, NJ 4",2024-01-05,CHI,0.23,0.4030250897452339,2,NJ,0.82,0.596974910254766,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-05 - CAR 6, WSH 2",2024-01-05,CAR,0.64,0.530710355120053,6,WSH,0.41,0.4692896448799469,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-05 - WPG 3, ANA 1",2024-01-05,WPG,0.65,0.4899439708287662,3,ANA,0.4,0.5100560291712337,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-06 - CGY 2, PHI 3",2024-01-06,CGY,0.69,0.4479181733321349,2,PHI,,0.5520818266678652,3,Won,0,0,0.0,1.0,0.0,0,
"2024-01-06 - FLA 8, COL 4",2024-01-06,FLA,0.52,0.5106609208471744,8,COL,0.52,0.4893390791528256,4,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-01-06 - TB 3, BOS 7",2024-01-06,TB,0.43,0.5057110092513091,3,BOS,0.62,0.4942889907486909,7,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-06 - STL 2, CAR 1",2024-01-06,STL,,0.4369826506583974,2,CAR,0.65,0.5630173493416024,1,Lost,0,0,1.0,0.0,0.0,0,
"2024-01-06 - MIN 4, CBJ 3",2024-01-06,MIN,0.56,0.559275661422955,4,CBJ,0.49,0.440724338577045,3,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-01-06 - NYR 3, MTL 4",2024-01-06,NYR,0.65,0.4789933035415718,3,MTL,0.39,0.5210066964584283,4,Won,0,1,0.0,1.0,1.0,1,2.564102564102564
"2024-01-06 - VAN 6, NJ 4",2024-01-06,VAN,0.51,0.4051124442616618,6,NJ,0.53,0.5948875557383383,4,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-06 - BUF 3, PIT 1",2024-01-06,BUF,0.42,0.4228781633955814,3,PIT,0.62,0.5771218366044185,1,Lost,1,0,1.0,0.0,1.0,1,2.380952380952381
"2024-01-06 - TOR 4, SJ 1",2024-01-06,TOR,0.75,0.4908296071788702,4,SJ,0.29,0.5091703928211299,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-06 - NSH 4, DAL 3",2024-01-06,NSH,0.41,0.4172130014479522,4,DAL,0.64,0.582786998552048,3,Lost,1,0,1.0,0.0,1.0,1,2.4390243902439024
"2024-01-06 - OTT 1, EDM 3",2024-01-06,OTT,0.38,0.3939154936367398,1,EDM,0.67,0.6060845063632602,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-06 - NYI 2, VGK 5",2024-01-06,NYI,0.45,0.4413305582432808,2,VGK,0.59,0.5586694417567194,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-08 - VAN 6, NYR 3",2024-01-08,VAN,0.45,0.4265356550993003,6,NYR,0.59,0.5734643449006996,3,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-01-08 - PIT 4, PHI 1",2024-01-08,PIT,0.56,0.4686472887140638,4,PHI,0.49,0.5313527112859361,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-08 - DAL 4, MIN 0",2024-01-08,DAL,0.59,0.4828675754518161,4,MIN,0.45,0.517132424548184,0,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-08 - BOS 3, COL 4",2024-01-08,BOS,0.48,0.3745222576266314,3,COL,0.56,0.6254777423733685,4,Won,0,1,0.0,1.0,1.0,1,1.7857142857142856
"2024-01-09 - SEA 5, BUF 2",2024-01-09,SEA,0.52,0.4501275475305965,5,BUF,0.52,0.5498724524694035,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-09 - LA 2, TB 3",2024-01-09,LA,0.56,0.462812335017477,2,TB,0.48,0.537187664982523,3,Won,0,1,0.0,1.0,1.0,1,2.0833333333333335
"2024-01-09 - SJ 1, TOR 7",2024-01-09,SJ,0.22,0.431318644042893,1,TOR,0.82,0.5686813559571069,7,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-09 - VAN 5, NYI 2",2024-01-09,VAN,0.5,0.5397017154014877,5,NYI,0.55,0.4602982845985124,2,Lost,1,0,1.0,0.0,1.0,1,2.0
"2024-01-09 - ANA 5, NSH 3",2024-01-09,ANA,0.36,0.4024383769350305,5,NSH,0.69,0.5975616230649695,3,Lost,1,0,1.0,0.0,1.0,1,2.7777777777777777
"2024-01-09 - FLA 5, STL 1",2024-01-09,FLA,0.65,0.5197645734366177,5,STL,,0.4802354265633823,1,Lost,0,0,1.0,0.0,0.0,0,
"2024-01-09 - CBJ 0, WPG 5",2024-01-09,CBJ,0.33,0.4026392934871434,0,WPG,0.71,0.5973607065128564,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-09 - EDM 2, CHI 1",2024-01-09,EDM,0.82,0.5088286532866613,2,CHI,0.23,0.4911713467133387,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-09 - BOS 3, ARI 4",2024-01-09,BOS,0.6,0.3922611386291481,3,ARI,0.44,0.6077388613708518,4,Won,0,1,0.0,1.0,1.0,1,2.272727272727273
"2024-01-09 - OTT 3, CGY 6",2024-01-09,OTT,0.48,0.4304823461441926,3,CGY,0.56,0.5695176538558073,6,Won,0,1,0.0,1.0,1.0,1,1.7857142857142856
"2024-01-10 - MTL 2, PHI 3",2024-01-10,MTL,0.41,0.468707341791743,2,PHI,0.64,0.531292658208257,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-10 - MTL 2, PHI 3",2024-01-10,MTL,0.62,0.468707341791743,2,PHI,0.64,0.531292658208257,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-10 - MIN 2, DAL 7",2024-01-10,MIN,0.38,0.4135883188872198,2,DAL,0.67,0.5864116811127801,7,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-10 - VGK 0, COL 3",2024-01-10,VGK,0.47,0.4218534964304753,0,COL,0.58,0.5781465035695248,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-10 - VGK 0, COL 3",2024-01-10,VGK,0.48,0.4218534964304753,0,COL,0.58,0.5781465035695248,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-11 - OTT 3, BUF 5",2024-01-11,OTT,0.48,0.4393373420440206,3,BUF,0.56,0.5606626579559794,5,Won,0,1,0.0,1.0,1.0,1,1.7857142857142856
"2024-01-11 - ANA 3, CAR 6",2024-01-11,ANA,0.25,0.429069663423576,3,CAR,0.79,0.570930336576424,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-11 - EDM 3, DET 2",2024-01-11,EDM,0.62,0.4817622030669823,3,DET,0.42,0.5182377969330179,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-11 - LA 2, FLA 3",2024-01-11,LA,0.45,0.4542484448777311,2,FLA,0.59,0.5457515551222688,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-11 - SJ 3, MTL 2",2024-01-11,SJ,0.42,0.4514711666431951,3,MTL,0.62,0.548528833356805,2,Lost,1,0,1.0,0.0,1.0,1,2.380952380952381
"2024-01-11 - VAN 4, PIT 3",2024-01-11,VAN,0.49,0.402251829462416,4,PIT,0.56,0.597748170537584,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-11 - NJ 3, TB 4",2024-01-11,NJ,0.44,0.4363509151449636,3,TB,0.6,0.5636490848550364,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-11 - SEA 4, WSH 1",2024-01-11,SEA,0.55,0.4639487975612869,4,WSH,0.5,0.5360512024387131,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-11 - TOR 3, NYI 4",2024-01-11,TOR,0.56,0.5260075452770121,3,NYI,0.48,0.4739924547229878,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-11 - NYR 2, STL 5",2024-01-11,NYR,0.62,0.5,2,STL,,0.5,5,Won,0,0,0.0,1.0,0.0,0,
"2024-01-11 - CHI 1, WPG 2",2024-01-11,CHI,0.24,0.4272054461189796,1,WPG,0.8,0.5727945538810203,2,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-11 - CGY 6, ARI 2",2024-01-11,CGY,0.55,0.4655972715162786,6,ARI,0.5,0.5344027284837213,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-11 - BOS 1, VGK 2",2024-01-11,BOS,0.57,0.4858002795275439,1,VGK,0.47,0.5141997204724561,2,Won,0,1,0.0,1.0,1.0,1,2.127659574468085
"2024-01-12 - NSH 6, DAL 3",2024-01-12,NSH,0.41,0.4235807106242077,6,DAL,0.64,0.5764192893757923,3,Lost,1,0,1.0,0.0,1.0,1,2.4390243902439024
"2024-01-12 - NSH 6, DAL 3",2024-01-12,NSH,0.41,0.4235807106242077,6,DAL,0.78,0.5764192893757923,3,Lost,1,0,1.0,0.0,1.0,1,2.4390243902439024
"2024-01-12 - NSH 6, DAL 3",2024-01-12,NSH,0.52,0.4235807106242077,6,DAL,0.64,0.5764192893757923,3,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-01-12 - NSH 6, DAL 3",2024-01-12,NSH,0.52,0.4235807106242077,6,DAL,0.78,0.5764192893757923,3,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-01-12 - PHI 4, MIN 3",2024-01-12,PHI,0.53,0.4641255863566809,4,MIN,0.51,0.535874413643319,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-12 - PHI 4, MIN 3",2024-01-12,PHI,0.53,0.4641255863566809,4,MIN,0.59,0.535874413643319,3,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-01-12 - PHI 4, MIN 3",2024-01-12,PHI,0.4,0.4641255863566809,4,MIN,0.51,0.535874413643319,3,Lost,1,1,1.0,0.0,1.0,2,2.5
"2024-01-12 - PHI 4, MIN 3",2024-01-12,PHI,0.4,0.4641255863566809,4,MIN,0.59,0.535874413643319,3,Lost,1,0,1.0,0.0,1.0,1,2.5
"2024-01-15 - NJ 0, BOS 3",2024-01-15,NJ,0.42,0.4696297667394594,0,BOS,0.62,0.5303702332605407,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-15 - SJ 0, BUF 3",2024-01-15,SJ,0.33,0.4269716539150983,0,BUF,0.71,0.5730283460849016,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-15 - VAN 3, CBJ 4",2024-01-15,VAN,0.69,0.5,3,CBJ,0.36,0.5,4,Won,0,1,0.0,1.0,1.0,1,2.7777777777777777
"2024-01-15 - ANA 5, FLA 4",2024-01-15,ANA,0.24,0.430499276841039,5,FLA,0.8,0.569500723158961,4,Lost,1,0,1.0,0.0,1.0,1,4.166666666666667
"2024-01-15 - LA 5, CAR 2",2024-01-15,LA,0.45,0.448554995382644,5,CAR,0.59,0.5514450046173559,2,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-01-15 - NYI 0, MIN 5",2024-01-15,NYI,0.51,0.4312589874269921,0,MIN,0.53,0.5687410125730077,5,Won,0,1,0.0,1.0,1.0,1,1.8867924528301885
"2024-01-15 - SEA 0, PIT 3",2024-01-15,SEA,0.45,0.4200986182498371,0,PIT,0.59,0.5799013817501629,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-15 - COL 3, MTL 4",2024-01-15,COL,0.69,0.5409674078062283,3,MTL,0.36,0.4590325921937716,4,Won,0,1,0.0,1.0,1.0,1,2.7777777777777777
"2024-01-15 - PHI 4, STL 2",2024-01-15,PHI,0.51,0.5135210788425462,4,STL,,0.4864789211574537,2,Lost,1,0,1.0,0.0,1.0,1,
"2024-01-15 - NSH 1, VGK 4",2024-01-15,NSH,0.49,0.486915137042919,1,VGK,0.56,0.513084862957081,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-16 - SEA 2, NYR 5",2024-01-16,SEA,0.36,0.4277957042231908,2,NYR,0.69,0.5722042957768092,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-16 - COL 7, OTT 4",2024-01-16,COL,0.55,0.4816699353445114,7,OTT,0.5,0.5183300646554886,4,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-16 - ANA 0, WSH 2",2024-01-16,ANA,0.4,0.4402538078543084,0,WSH,0.65,0.5597461921456917,2,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-16 - LA 1, DAL 5",2024-01-16,LA,0.48,0.4399001891956224,1,DAL,0.56,0.5600998108043775,5,Won,0,1,0.0,1.0,1.0,1,1.7857142857142856
"2024-01-16 - NYI 2, WPG 4",2024-01-16,NYI,0.39,0.4060473249185561,2,WPG,0.65,0.593952675081444,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-16 - SJ 1, CHI 2",2024-01-16,SJ,0.45,0.4432383468778505,1,CHI,0.59,0.5567616531221494,2,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-16 - SJ 1, CHI 2",2024-01-16,SJ,0.45,0.4432383468778505,1,CHI,0.29,0.5567616531221494,2,Won,0,1,0.0,1.0,1.0,1,3.4482758620689657
"2024-01-16 - ARI 2, CGY 3",2024-01-16,ARI,0.43,0.4328388201460602,2,CGY,0.62,0.56716117985394,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-16 - TOR 2, EDM 4",2024-01-16,TOR,0.44,0.4479192610581635,2,EDM,0.6,0.5520807389418365,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-17 - DET 3, FLA 2",2024-01-17,DET,0.37,0.4096153742032367,3,FLA,0.68,0.5903846257967633,2,Lost,1,0,1.0,0.0,1.0,1,2.7027027027027026
"2024-01-17 - MTL 3, NJ 2",2024-01-17,MTL,0.4,0.4194480280685367,3,NJ,0.65,0.5805519719314635,2,Lost,1,0,1.0,0.0,1.0,1,2.5
"2024-01-17 - MTL 3, NJ 2",2024-01-17,MTL,0.4,0.4194480280685367,3,NJ,0.65,0.5805519719314635,2,Lost,1,0,1.0,0.0,1.0,1,2.5
"2024-01-18 - COL 2, BOS 5",2024-01-18,COL,0.45,0.4913250909523954,2,BOS,0.59,0.5086749090476045,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-18 - MTL 2, OTT 6",2024-01-18,MTL,0.4,0.4289603978141771,2,OTT,0.65,0.571039602185823,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-18 - DAL 1, PHI 5",2024-01-18,DAL,0.57,0.4375704876282201,1,PHI,0.47,0.5624295123717798,5,Won,0,1,0.0,1.0,1.0,1,2.127659574468085
"2024-01-18 - MIN 3, TB 7",2024-01-18,MIN,0.47,0.4399915054718503,3,TB,0.57,0.5600084945281498,7,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-18 - STL 2, WSH 5",2024-01-18,STL,,0.4765835510525511,2,WSH,0.53,0.5234164489474491,5,Won,0,0,0.0,1.0,0.0,0,
"2024-01-18 - TOR 4, CGY 3",2024-01-18,TOR,0.56,0.4654517687218409,4,CGY,0.48,0.5345482312781593,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-18 - SEA 2, EDM 4",2024-01-18,SEA,0.36,0.3976834110598783,2,EDM,0.69,0.6023165889401216,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-18 - NSH 2, LA 1",2024-01-18,NSH,0.44,0.4597352720984896,2,LA,0.6,0.5402647279015104,1,Lost,1,0,1.0,0.0,1.0,1,2.272727272727273
"2024-01-18 - ARI 1, VAN 2",2024-01-18,ARI,0.38,0.4071594137953095,1,VAN,0.67,0.5928405862046904,2,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-18 - NYR 1, VGK 5",2024-01-18,NYR,0.56,0.5093702064102972,1,VGK,0.48,0.4906297935897027,5,Won,0,1,0.0,1.0,1.0,1,2.0833333333333335
"2024-01-20 - TB 3, BUF 1",2024-01-20,TB,0.55,0.4809139749788341,3,BUF,0.5,0.5190860250211659,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-20 - COL 7, PHI 4",2024-01-20,COL,0.53,0.4295371382446538,7,PHI,0.51,0.5704628617553463,4,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-20 - NSH 2, ARI 3",2024-01-20,NSH,0.57,0.4862842328304066,2,ARI,0.48,0.5137157671695933,3,Won,0,1,0.0,1.0,1.0,1,2.0833333333333335
"2024-01-20 - WPG 2, OTT 1",2024-01-20,WPG,0.59,0.4484388618671827,2,OTT,0.45,0.5515611381328172,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-20 - MTL 4, BOS 9",2024-01-20,MTL,0.29,0.4142707331290227,4,BOS,0.75,0.5857292668709773,9,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-20 - DAL 6, NJ 2",2024-01-20,DAL,0.57,0.4404073308474999,6,NJ,0.48,0.5595926691525,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-20 - TOR 4, VAN 6",2024-01-20,TOR,0.49,0.5,4,VAN,0.56,0.5,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-20 - WSH 0, STL 3",2024-01-20,WSH,0.49,0.4509502473685012,0,STL,,0.5490497526314987,3,Won,0,0,0.0,1.0,0.0,0,
"2024-01-20 - EDM 3, CGY 1",2024-01-20,EDM,0.61,0.443285439066522,3,CGY,0.44,0.5567145609334779,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-20 - ANA 3, SJ 5",2024-01-20,ANA,0.56,0.4747215347069974,3,SJ,0.49,0.5252784652930025,5,Won,0,1,0.0,1.0,1.0,1,2.0408163265306123
"2024-01-20 - PIT 2, VGK 3",2024-01-20,PIT,0.53,0.4813541475420741,2,VGK,0.51,0.5186458524579259,3,Won,0,1,0.0,1.0,1.0,1,1.9607843137254901
"2024-01-20 - NYR 1, LA 2",2024-01-20,NYR,0.49,0.4759465800468532,1,LA,0.56,0.5240534199531469,2,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-22 - WPG 1, BOS 4",2024-01-22,WPG,0.48,0.4669481073196522,1,BOS,0.57,0.5330518926803479,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-22 - VGK 5, NJ 6",2024-01-22,VGK,0.5,0.484466709566154,5,NJ,0.55,0.51553329,6,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-22 - FLA 4, NSH 1",2024-01-22,FLA,0.56,0.4539417655032898,4,NSH,0.49,0.5460582344967103,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-22 - PIT 2, ARI 5",2024-01-22,PIT,0.59,0.5163545887570072,2,ARI,0.45,0.4836454112429928,5,Won,0,1,0.0,1.0,1.0,1,2.2222222222222223
"2024-01-22 - CHI 0, VAN 2",2024-01-22,CHI,0.22,0.43232792,0,VAN,0.82,0.5676720799331649,2,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-22 - SJ 4, LA 3",2024-01-22,SJ,0.26,0.4261039627730629,4,LA,0.79,0.573896037,3,Lost,1,0,1.0,0.0,1.0,1,3.846153846153846
"2024-01-23 - DAL 5, DET 4",2024-01-23,DAL,0.59,0.4849906786519985,5,DET,0.45,0.5150093213480014,4,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-23 - OTT 4, MTL 1",2024-01-23,OTT,0.58,0.5123089783929563,4,MTL,0.47,0.4876910216070439,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-23 - TB 6, PHI 3",2024-01-23,TB,0.52,0.4279404380810639,6,PHI,0.52,0.572059561918936,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-23 - VGK 3, NYI 2",2024-01-23,VGK,0.44,0.5154751207023194,3,NYI,0.61,0.4845248792976808,2,Lost,1,0,1.0,0.0,1.0,1,2.272727272727273
"2024-01-23 - WSH 3, MIN 5",2024-01-23,WSH,0.43,0.4525304995387585,3,MIN,0.62,0.5474695004612417,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-23 - STL 4, CGY 3",2024-01-23,STL,,0.4517016622454727,4,CGY,0.62,0.5482983377545271,3,Lost,0,0,1.0,0.0,0.0,0,
"2024-01-23 - CBJ 1, EDM 4",2024-01-23,CBJ,0.26,0.4165311871993523,1,EDM,0.79,0.5834688128006479,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-23 - BUF 2, ANA 4",2024-01-23,BUF,0.62,0.5180124960552556,2,ANA,0.43,0.4819875039447444,4,Won,0,1,0.0,1.0,1.0,1,2.3255813953488373
"2024-01-23 - NYR 2, SJ 3",2024-01-23,NYR,0.78,0.5083282633433088,2,SJ,0.27,0.4916717366566912,3,Won,0,1,0.0,1.0,1.0,1,3.7037037037037033
"2024-01-24 - ARI 2, FLA 6",2024-01-24,ARI,0.35,0.4196282690648223,2,FLA,0.69,0.5803717309351776,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-24 - WPG 0, TOR 1",2024-01-24,WPG,0.49,0.4495534749841666,0,TOR,0.56,0.5504465250158334,1,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-24 - CAR 3, BOS 2",2024-01-24,CAR,0.48,0.5128898573330574,3,BOS,0.57,0.4871101426669423,2,Lost,1,0,1.0,0.0,1.0,1,2.0833333333333335
"2024-01-24 - WSH 2, COL 6",2024-01-24,WSH,0.33,0.4299542797398684,2,COL,0.71,0.5700457202601316,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-24 - CHI 2, SEA 6",2024-01-24,CHI,0.29,0.446825685731348,2,SEA,0.75,0.5531743142686518,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-24 - STL 4, VAN 3",2024-01-24,STL,,0.4361261974511195,4,VAN,0.69,0.5638738025488805,3,Lost,0,0,1.0,0.0,0.0,0,
"2024-01-24 - BUF 5, LA 3",2024-01-24,BUF,0.37,0.4749148945579651,5,LA,0.68,0.5250851054420348,3,Lost,1,0,1.0,0.0,1.0,1,2.7027027027027026
"2024-01-25 - NJ 2, CAR 3",2024-01-25,NJ,0.43,0.4302700639817896,2,CAR,0.62,0.5697299360182103,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-25 - PHI 0, DET 3",2024-01-25,PHI,0.51,0.4823024682782333,0,DET,0.53,0.5176975317217668,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-25 - NYI 3, MTL 4",2024-01-25,NYI,0.6,0.5505673922030527,3,MTL,0.44,0.4494326077969473,4,Won,0,1,0.0,1.0,1.0,1,2.272727272727273
"2024-01-25 - BOS 3, OTT 2",2024-01-25,BOS,0.57,0.4265111979145594,3,OTT,0.47,0.5734888020854405,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-25 - ARI 3, TB 6",2024-01-25,ARI,0.37,0.3730130955910789,3,TB,0.68,0.6269869044089211,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-25 - ANA 3, DAL 4",2024-01-25,ANA,0.27,0.4394802989940413,3,DAL,0.78,0.5605197010059586,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-25 - NSH 3, MIN 2",2024-01-25,NSH,0.5,0.4926887045198732,3,MIN,0.55,0.5073112954801269,2,Lost,0,0,1.0,0.0,0.0,0,0.0
