Game,Date_x,AwayTeam,Away Team Implied Probability,Away Probability,AwayScore,HomeTeam,Home Team Implied Probability,Home Probability,HomeScore,HomeResult,AwayBet,HomeBet,AwayBetWon,HomeBetWon,total_results,total_bets,total_return
"2024-02-29 - MIN 1, NSH 6",2024-02-29,MIN,0.51,0.4233135918671344,1,NSH,0.53,0.5766864081328654,6,Won,0,1,0.0,1.0,1.0,1,1.8867924528301885
"2024-02-29 - COL 5, CHI 0",2024-02-29,COL,0.74,0.5055691613550641,5,CHI,0.31,0.4944308386449358,0,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-29 - PIT 0, SEA 2",2024-02-29,PIT,0.51,0.4629786049846709,0,SEA,0.53,0.5370213950153291,2,Won,0,1,0.0,1.0,1.0,1,1.8867924528301885
"2024-02-29 - LA 5, VAN 1",2024-02-29,LA,0.45,0.4720974191649545,5,VAN,0.59,0.5279025808350456,1,Lost,1,0,1.0,0.0,1.0,1,2.2222222222222223
"2024-02-29 - ANA 6, SJ 4",2024-02-29,ANA,0.57,0.4826326814273186,6,SJ,0.47,0.5173673185726816,4,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-01 - ARI 5, OTT 3",2024-03-01,ARI,0.38,0.4148379525891872,5,OTT,0.67,0.5851620474108127,3,Lost,1,0,1.0,0.0,1.0,1,2.6315789473684212
"2024-03-01 - PHI 2, WSH 5",2024-03-01,PHI,0.59,0.4814615168615943,2,WSH,0.45,0.5185384831384058,5,Won,0,1,0.0,1.0,1.0,1,2.2222222222222223
"2024-03-01 - NJ 3, ANA 4",2024-03-01,NJ,0.74,0.4910611548507586,3,ANA,0.31,0.5089388451492414,4,Won,0,1,0.0,1.0,1.0,1,3.2258064516129035
"2024-03-02 - WPG 5, CAR 3",2024-03-02,WPG,0.44,0.4255451725757805,5,CAR,0.6,0.5744548274242193,3,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-03-02 - BOS 1, NYI 5",2024-03-02,BOS,0.56,0.4516127253353098,1,NYI,0.49,0.5483872746646902,5,Won,0,1,0.0,1.0,1.0,1,2.0408163265306123
"2024-03-02 - EDM 2, SEA 1",2024-03-02,EDM,0.62,0.4628111432588487,2,SEA,0.43,0.5371888567411512,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-02 - COL 1, NSH 5",2024-03-02,COL,0.57,0.4377419969324931,1,NSH,0.47,0.5622580030675068,5,Won,0,1,0.0,1.0,1.0,1,2.127659574468085
"2024-03-02 - VGK 2, BUF 7",2024-03-02,VGK,0.56,0.4142856717364722,2,BUF,0.49,0.5857143282635278,7,Won,0,1,0.0,1.0,1.0,1,2.0408163265306123
"2024-03-02 - FLA 4, DET 0",2024-03-02,FLA,0.62,0.4609179628640658,4,DET,0.42,0.539082037135934,0,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-02 - OTT 2, PHI 4",2024-03-02,OTT,0.48,0.4513019167946731,2,PHI,0.56,0.5486980832053269,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-03-02 - MTL 3, TB 4",2024-03-02,MTL,0.31,0.435365462184811,3,TB,0.74,0.5646345378151891,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-02 - NYR 3, TOR 4",2024-03-02,NYR,0.49,0.4286135372121809,3,TOR,0.56,0.5713864627878191,4,Won,0,1,0.0,1.0,1.0,1,1.7857142857142856
"2024-03-02 - CBJ 5, CHI 2",2024-03-02,CBJ,0.57,0.5285085344293536,5,CHI,0.47,0.4714914655706466,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-02 - SJ 2, DAL 3",2024-03-02,SJ,0.21,0.4210886448752367,2,DAL,0.83,0.5789113551247634,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-02 - MIN 1, STL 3",2024-03-02,MIN,0.56,0.4627609265576168,1,STL,,0.537239073442383,3,Won,0,0,0.0,1.0,0.0,0,
"2024-03-02 - PIT 3, CGY 4",2024-03-02,PIT,0.49,0.4581576347701184,3,CGY,0.56,0.5418423652298815,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-03-03 - ARI 5, WSH 2",2024-03-03,ARI,0.47,0.4288326765400326,5,WSH,0.57,0.5711673234599675,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-03 - NJ 1, LA 5",2024-03-03,NJ,0.48,0.4498779748573852,1,LA,0.56,0.5501220251426151,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-03-03 - WPG 5, BUF 2",2024-03-03,WPG,0.55,0.4163854591254484,5,BUF,0.5,0.5836145408745516,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-03 - SJ 3, MIN 4",2024-03-03,SJ,0.28,0.4297497159727984,3,MIN,0.78,0.5702502840272017,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-03 - VAN 2, ANA 1",2024-03-03,VAN,0.71,0.5315037892425745,2,ANA,0.34,0.4684962107574255,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-03 - PIT 1, EDM 6",2024-03-03,PIT,0.39,0.4228478499552838,1,EDM,0.65,0.5771521500447161,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-04 - VGK 3, CBJ 6",2024-03-04,VGK,0.65,0.4215862030059657,3,CBJ,0.39,0.5784137969940344,6,Won,0,1,0.0,1.0,1.0,1,2.564102564102564
"2024-03-04 - FLA 4, NYR 2",2024-03-04,FLA,0.56,0.4668760249844407,4,NYR,0.49,0.5331239750155593,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-04 - STL 2, PHI 1",2024-03-04,STL,,0.4129537055216314,2,PHI,0.59,0.5870462944783685,1,Lost,0,0,1.0,0.0,0.0,0,
"2024-03-04 - BOS 4, TOR 1",2024-03-04,BOS,0.48,0.4439999452894635,4,TOR,0.57,0.5560000547105364,1,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-03-04 - CHI 0, COL 5",2024-03-04,CHI,0.23,0.4376247438864576,0,COL,0.82,0.5623752561135422,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-04 - SEA 4, CGY 2",2024-03-04,SEA,0.48,0.4524690368364554,4,CGY,0.56,0.5475309631635444,2,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-03-05 - EDM 2, BOS 1",2024-03-05,EDM,0.56,0.4883418275735696,2,BOS,0.48,0.5116581724264304,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-05 - FLA 5, NJ 3",2024-03-05,FLA,0.56,0.41345213844612,5,NJ,0.48,0.58654786155388,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-05 - CBJ 3, PIT 5",2024-03-05,CBJ,0.34,0.4300152001159527,3,PIT,0.71,0.5699847998840473,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-05 - STL 2, NYI 4",2024-03-05,STL,,0.4131962939348836,2,NYI,0.65,0.5868037060651162,4,Won,0,0,0.0,1.0,0.0,0,
"2024-03-05 - MTL 4, NSH 3",2024-03-05,MTL,0.36,0.442717267697,4,NSH,0.69,0.557282732303,3,Lost,1,0,1.0,0.0,1.0,1,2.7777777777777777
"2024-03-05 - SEA 4, WPG 3",2024-03-05,SEA,0.41,0.4744416521225462,4,WPG,0.64,0.5255583478774537,3,Lost,1,0,1.0,0.0,1.0,1,2.4390243902439024
"2024-03-05 - CHI 5, ARI 2",2024-03-05,CHI,0.34,0.4510783748578967,5,ARI,0.71,0.5489216251421034,2,Lost,1,0,1.0,0.0,1.0,1,2.941176470588235
"2024-03-05 - VAN 2, LA 1",2024-03-05,VAN,0.52,0.4891622199344504,2,LA,0.52,0.5108377800655496,1,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-03-05 - DAL 7, SJ 6",2024-03-05,DAL,0.8,0.506267197570802,7,SJ,0.24,0.4937328024291978,6,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-06 - BUF 1, TOR 2",2024-03-06,BUF,0.39,0.5,1,TOR,0.65,0.5,2,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-06 - DET 2, COL 7",2024-03-06,DET,0.38,0.4229625682193051,2,COL,0.67,0.5770374317806947,7,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-06 - OTT 1, ANA 2",2024-03-06,OTT,0.61,0.5194719241348416,1,ANA,0.44,0.4805280758651585,2,Won,0,1,0.0,1.0,1.0,1,2.272727272727273
"2024-03-07 - TOR 1, BOS 4",2024-03-07,TOR,0.45,0.4896767112443643,1,BOS,0.59,0.5103232887556357,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-07 - MTL 1, CAR 4",2024-03-07,MTL,0.3,0.4183310566692131,1,CAR,0.75,0.5816689433307867,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-07 - EDM 2, CBJ 4",2024-03-07,EDM,0.74,0.4378691530055739,2,CBJ,0.31,0.562130846994426,4,Won,0,1,0.0,1.0,1.0,1,3.2258064516129035
"2024-03-07 - PHI 2, FLA 1",2024-03-07,PHI,0.35,0.4403818196197999,2,FLA,0.69,0.5596181803802001,1,Lost,1,0,1.0,0.0,1.0,1,2.857142857142857
"2024-03-07 - STL 1, NJ 4",2024-03-07,STL,,0.4158130760840726,1,NJ,0.64,0.5841869239159272,4,Won,0,0,0.0,1.0,0.0,0,
"2024-03-07 - WSH 6, PIT 0",2024-03-07,WSH,0.42,0.4614046363362939,6,PIT,0.62,0.5385953636637062,0,Lost,1,0,1.0,0.0,1.0,1,2.380952380952381
"2024-03-07 - CGY 6, TB 3",2024-03-07,CGY,0.44,0.4534122227868156,6,TB,0.6,0.5465877772131844,3,Lost,1,0,1.0,0.0,1.0,1,2.272727272727273
"2024-03-07 - BUF 2, NSH 4",2024-03-07,BUF,0.43,0.4583632530985927,2,NSH,0.62,0.5416367469014072,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-07 - MIN 5, ARI 2",2024-03-07,MIN,0.59,0.4422995652477203,5,ARI,0.45,0.5577004347522796,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-07 - VAN 3, VGK 1",2024-03-07,VAN,0.51,0.5354421476331473,3,VGK,0.53,0.4645578523668527,1,Lost,1,0,1.0,0.0,1.0,1,1.9607843137254901
"2024-03-07 - OTT 3, LA 4",2024-03-07,OTT,0.4,0.4916799370724667,3,LA,0.65,0.5083200629275332,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-07 - NYI 7, SJ 2",2024-03-07,NYI,0.74,0.5131224866311654,7,SJ,0.31,0.4868775133688345,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-08 - DET 0, ARI 4",2024-03-08,DET,0.57,0.4202923521089305,0,ARI,0.47,0.5797076478910695,4,Won,0,1,0.0,1.0,1.0,1,2.127659574468085
"2024-03-08 - MIN 1, COL 2",2024-03-08,MIN,0.35,0.4081460195129776,1,COL,0.69,0.5918539804870225,2,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-08 - DAL 6, ANA 2",2024-03-08,DAL,0.75,0.5296422160025925,6,ANA,0.3,0.4703577839974076,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-08 - WPG 3, SEA 0",2024-03-08,WPG,0.56,0.4353901650178036,3,SEA,0.49,0.5646098349821963,0,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-09 - EDM 2, BUF 3",2024-03-09,EDM,0.65,0.4846235818730038,2,BUF,0.4,0.5153764181269961,3,Won,0,1,0.0,1.0,1.0,1,2.5
"2024-03-09 - NSH 2, CBJ 1",2024-03-09,NSH,0.64,0.4472232244540801,2,CBJ,0.41,0.5527767755459199,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-09 - CAR 4, NJ 2",2024-03-09,CAR,0.6,0.4124943865125219,4,NJ,0.44,0.587505613487478,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-09 - PIT 1, BOS 5",2024-03-09,PIT,0.38,0.5091087625619068,1,BOS,0.67,0.4908912374380931,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-09 - CGY 1, FLA 5",2024-03-09,CGY,0.36,0.4180370568968681,1,FLA,0.69,0.5819629431031319,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-09 - TOR 3, MTL 2",2024-03-09,TOR,0.67,0.5,3,MTL,0.38,0.5,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-09 - OTT 1, SJ 2",2024-03-09,OTT,0.69,0.5112766748862191,1,SJ,0.36,0.4887233251137808,2,Won,0,1,0.0,1.0,1.0,1,2.7777777777777777
"2024-03-09 - PHI 0, TB 7",2024-03-09,PHI,0.45,0.4644382774850463,0,TB,0.59,0.5355617225149537,7,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-09 - CHI 1, WSH 4",2024-03-09,CHI,0.36,0.4399718046234338,1,WSH,0.69,0.5600281953765661,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-09 - STL 0, NYR 4",2024-03-09,STL,,0.4817355632176316,0,NYR,0.69,0.5182644367823684,4,Won,0,0,0.0,1.0,0.0,0,
"2024-03-09 - WPG 0, VAN 5",2024-03-09,WPG,0.45,0.4386233865110084,0,VAN,0.59,0.5613766134889918,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-03-09 - DET 3, VGK 5",2024-03-09,DET,0.38,0.4770759006595481,3,VGK,0.67,0.5229240993404517,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-09 - DAL 4, LA 1",2024-03-09,DAL,0.52,0.4877269852273018,4,LA,0.52,0.5122730147726983,1,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-03-11 - STL 5, BOS 1",2024-03-11,STL,,0.4647435244694573,5,BOS,0.71,0.5352564755305428,1,Lost,0,0,1.0,0.0,0.0,0,
"2024-03-11 - NJ 1, NYR 3",2024-03-11,NJ,0.47,0.4743943798905869,1,NYR,0.57,0.5256056201094129,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-11 - WSH 0, WPG 3",2024-03-11,WSH,0.36,0.4455422212530057,0,WPG,0.69,0.5544577787469941,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-11 - NYI 0, LA 3",2024-03-11,NYI,0.45,0.4720525697875735,0,LA,0.59,0.5279474302124264,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-12 - DET 3, BUF 7",2024-03-12,DET,0.49,0.4136450105422432,3,BUF,0.56,0.5863549894577568,7,Won,0,1,0.0,1.0,1.0,1,1.7857142857142856
"2024-03-12 - NYR 1, CAR 0",2024-03-12,NYR,0.42,0.4390338940951235,1,CAR,0.62,0.5609661059048765,0,Lost,1,0,1.0,0.0,1.0,1,2.380952380952381
"2024-03-12 - CBJ 0, MTL 3",2024-03-12,CBJ,0.5,0.4744531462586909,0,MTL,0.55,0.525546853741309,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-03-12 - PIT 1, OTT 2",2024-03-12,PIT,0.53,0.4555477213340184,1,OTT,0.51,0.5444522786659814,2,Won,0,1,0.0,1.0,1.0,1,1.9607843137254901
"2024-03-12 - SJ 2, PHI 3",2024-03-12,SJ,0.28,0.4339847562206155,2,PHI,0.78,0.5660152437793845,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-12 - FLA 4, DAL 3",2024-03-12,FLA,0.52,0.4578316303644373,4,DAL,0.52,0.5421683696355626,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-12 - ARI 1, MIN 4",2024-03-12,ARI,0.38,0.4790517791287744,1,MIN,0.67,0.5209482208712257,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-12 - ANA 2, CHI 7",2024-03-12,ANA,0.51,0.4304192096129182,2,CHI,0.53,0.5695807903870819,7,Won,0,1,0.0,1.0,1.0,1,1.8867924528301885
"2024-03-12 - COL 6, CGY 2",2024-03-12,COL,0.64,0.469820347434729,6,CGY,0.41,0.5301796525652708,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-12 - VGK 5, SEA 4",2024-03-12,VGK,0.59,0.4276394651434991,5,SEA,0.45,0.5723605348565008,4,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-13 - LA 1, STL 3",2024-03-13,LA,0.61,0.5,1,STL,,0.5,3,Won,0,0,0.0,1.0,0.0,0,
"2024-03-13 - NSH 4, WPG 2",2024-03-13,NSH,0.43,0.4812952657640748,4,WPG,0.62,0.518704734235925,2,Lost,1,0,1.0,0.0,1.0,1,2.3255813953488373
"2024-03-13 - WSH 2, EDM 7",2024-03-13,WSH,0.29,0.388156866273178,2,EDM,0.75,0.6118431337268219,7,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-13 - COL 4, VAN 3",2024-03-13,COL,0.51,0.458129308158173,4,VAN,0.53,0.5418706918418271,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-14 - NYI 0, BUF 4",2024-03-14,NYI,0.53,0.5257234384054076,0,BUF,0.51,0.4742765615945924,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-03-14 - FLA 0, CAR 4",2024-03-14,FLA,0.5,0.4422313723177632,0,CAR,0.55,0.557768628,4,Won,0,1,0.0,1.0,1.0,1,1.8181818181818181
"2024-03-14 - OTT 3, CBJ 2",2024-03-14,OTT,0.56,0.4741656342345628,3,CBJ,0.49,0.5258343657654372,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-14 - ARI 4, DET 1",2024-03-14,ARI,0.43,0.5156434019241692,4,DET,0.62,0.484356598,1,Lost,1,0,1.0,0.0,1.0,1,2.3255813953488373
"2024-03-14 - BOS 2, MTL 1",2024-03-14,BOS,0.69,0.5111975835921584,2,MTL,0.36,0.4888024164078415,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-14 - TOR 6, PHI 2",2024-03-14,TOR,0.53,0.4639762713500309,6,PHI,0.51,0.5360237286499691,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-14 - SJ 3, PIT 6",2024-03-14,SJ,0.28,0.4407729810820924,3,PIT,0.78,0.5592270189179076,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-14 - NYR 3, TB 6",2024-03-14,NYR,0.53,0.4529459518927899,3,TB,0.51,0.547054048,6,Won,0,1,0.0,1.0,1.0,1,1.9607843137254901
"2024-03-14 - NJ 6, DAL 2",2024-03-14,NJ,0.4,0.456841261424588,6,DAL,0.65,0.5431587385754119,2,Lost,1,0,1.0,0.0,1.0,1,2.5
"2024-03-14 - ANA 0, MIN 2",2024-03-14,ANA,0.31,0.4171383412075568,0,MIN,0.74,0.5828616587924431,2,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-14 - VGK 1, CGY 4",2024-03-14,VGK,0.62,0.4309854057702504,1,CGY,0.42,0.5690145942297495,4,Won,0,1,0.0,1.0,1.0,1,2.380952380952381
"2024-03-14 - WSH 2, SEA 1",2024-03-14,WSH,0.41,0.4422109807409221,2,SEA,0.64,0.5577890192590778,1,Lost,1,0,1.0,0.0,1.0,1,2.4390243902439024
"2024-03-16 - BUF 1, DET 4",2024-03-16,BUF,0.56,0.5368749778286385,1,DET,0.49,0.4631250221713617,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-03-16 - OTT 4, NYI 3",2024-03-16,OTT,0.42,0.4660004060835009,4,NYI,0.62,0.5339995939164991,3,Lost,1,0,1.0,0.0,1.0,1,2.380952380952381
"2024-03-16 - NYR 7, PIT 4",2024-03-16,NYR,0.59,0.4415768586802557,7,PIT,0.45,0.5584231413197442,4,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-16 - NJ 1, ARI 4",2024-03-16,NJ,0.62,0.4557040341649062,1,ARI,0.42,0.5442959658350939,4,Won,0,1,0.0,1.0,1.0,1,2.380952380952381
"2024-03-16 - TB 5, FLA 3",2024-03-16,TB,0.41,0.4341051034721888,5,FLA,0.64,0.5658948965278113,3,Lost,1,0,1.0,0.0,1.0,1,2.4390243902439024
"2024-03-16 - PHI 5, BOS 6",2024-03-16,PHI,0.38,0.518871080264103,5,BOS,0.67,0.4811289197358971,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-16 - SJ 2, CBJ 4",2024-03-16,SJ,0.38,0.4466370123091291,2,CBJ,0.67,0.5533629876908709,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-16 - MTL 2, CGY 5",2024-03-16,MTL,0.42,0.4375430384033638,2,CGY,0.62,0.5624569615966362,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-16 - CAR 5, TOR 4",2024-03-16,CAR,0.56,0.477439081677444,5,TOR,0.48,0.5225609183225559,4,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-16 - LA 1, DAL 4",2024-03-16,LA,0.42,0.4308587154197058,1,DAL,0.62,0.5691412845802943,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-16 - MIN 2, STL 3",2024-03-16,MIN,0.56,0.5249934103708764,2,STL,,0.4750065896291235,3,Won,0,0,0.0,1.0,0.0,0,
"2024-03-16 - COL 3, EDM 2",2024-03-16,COL,0.48,0.4406241532649192,3,EDM,0.56,0.5593758467350808,2,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-03-16 - NSH 4, SEA 1",2024-03-16,NSH,0.55,0.4875963232935475,4,SEA,0.5,0.5124036767064526,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-16 - WSH 2, VAN 1",2024-03-16,WSH,0.36,0.4332286022501926,2,VAN,0.69,0.5667713977498074,1,Lost,1,0,1.0,0.0,1.0,1,2.7777777777777777
"2024-03-17 - NYI 2, NYR 5",2024-03-17,NYI,0.43,0.4666296708054236,2,NYR,0.61,0.5333703291945764,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-17 - NJ 1, VGK 3",2024-03-17,NJ,0.4,0.4774985452485436,1,VGK,0.65,0.5225014547514563,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-17 - WPG 6, CBJ 1",2024-03-17,WPG,0.71,0.4634340064680436,6,CBJ,0.33,0.5365659935319562,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-17 - SJ 2, CHI 5",2024-03-17,SJ,0.42,0.4371230842597285,2,CHI,0.62,0.5628769157402713,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-03-17 - CAR 7, OTT 2",2024-03-17,CAR,0.67,0.4422047378110265,7,OTT,0.38,0.5577952621889736,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-03-17 - DET 3, PIT 6",2024-03-17,DET,0.45,0.4146421457635989,3,PIT,0.59,0.5853578542364012,6,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-03-17 - ANA 2, STL 4",2024-03-17,ANA,0.37,0.4432786627968087,2,STL,,0.5567213372031912,4,Won,1,0,0.0,1.0,0.0,1,
"2024-03-18 - WSH 5, CGY 2",2024-03-18,WSH,0.48,0.4590747797473579,5,CGY,0.56,0.540925220252642,2,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-03-18 - BUF 6, SEA 2",2024-03-18,BUF,0.5,0.5072548611512312,6,SEA,0.55,0.4927451388487687,2,Lost,1,0,1.0,0.0,1.0,1,2.0
